county,date,deaths,cumulative_deaths,reported_deaths,cumulative_reported_deaths
Kern,3/5/2021,0,1144,6,1076
Kings,3/5/2021,1,233,0,224
Lake,3/5/2021,0,43,0,42
Lassen,3/5/2021,0,1,0,1
Los Angeles,3/5/2021,0,22521,135,21745
Madera,3/5/2021,0,214,3,211
Marin,3/5/2021,0,218,0,215
Mariposa,3/5/2021,0,5,0,4
Mendocino,3/5/2021,0,44,0,42
Merced,3/5/2021,0,406,3,399
Modoc,3/5/2021,0,3,0,3
Mono,3/5/2021,0,3,0,3
Monterey,3/5/2021,0,332,0,325
Napa,3/5/2021,0,75,1,75
Nevada,3/5/2021,0,67,0,66
Orange,3/5/2021,0,4479,12,4108
Placer,3/5/2021,0,240,0,239
Plumas,3/5/2021,0,4,0,4
Riverside,3/5/2021,0,3893,15,3781
Sacramento,3/5/2021,0,1466,4,1430
San Benito,3/5/2021,0,61,0,61
San Bernardino,3/5/2021,0,4030,17,3774
San Diego,3/5/2021,0,3462,12,3371
San Francisco,3/5/2021,0,456,4,430
San Joaquin,3/5/2021,0,1163,4,1133
San Luis Obispo,3/5/2021,0,248,1,244
San Mateo,3/5/2021,0,344,4,326
Santa Barbara,3/5/2021,0,433,1,424
Santa Clara,3/5/2021,0,1795,22,1745
Santa Cruz,3/5/2021,0,199,2,188
Shasta,3/5/2021,0,100,-2,148
Sierra,3/5/2021,0,0,0,0
Siskiyou,3/5/2021,0,5,0,5
Solano,3/5/2021,0,171,0,168
Sonoma,3/5/2021,0,291,0,279
Stanislaus,3/5/2021,0,683,-10,721
Sutter,3/5/2021,0,102,0,100
Tehama,3/5/2021,0,34,0,33
Trinity,3/5/2021,0,3,0,3
Tulare,3/5/2021,0,803,5,789
Tuolumne,3/5/2021,0,57,0,56
Ventura,3/5/2021,0,916,8,839
Yolo,3/5/2021,0,190,-1,188
Yuba,3/5/2021,0,42,1,42
Alameda,3/4/2021,0,1177,9,1136
Alpine,3/4/2021,0,0,0,0
Amador,3/4/2021,0,44,0,42
Butte,3/4/2021,0,184,1,185
Calaveras,3/4/2021,0,49,0,48
California,3/4/2021,9,55562,371,53194
Colusa,3/4/2021,0,12,0,11
Contra Costa,3/4/2021,0,735,0,708
Del Norte,3/4/2021,0,6,0,5
El Dorado,3/4/2021,0,105,0,97
Fresno,3/4/2021,0,1498,7,1422
Glenn,3/4/2021,0,17,0,15
Humboldt,3/4/2021,0,33,1,31
Imperial,3/4/2021,0,689,6,646
Inyo,3/4/2021,0,35,0,35
Kern,3/4/2021,0,1144,7,1070
Kings,3/4/2021,0,232,1,224
Lake,3/4/2021,0,43,2,42
Lassen,3/4/2021,0,1,0,1
Los Angeles,3/4/2021,8,22521,110,21610
Madera,3/4/2021,0,214,5,208
Marin,3/4/2021,0,218,1,215
Mariposa,3/4/2021,0,5,0,4
Mendocino,3/4/2021,0,44,0,42
Merced,3/4/2021,0,406,3,396
Modoc,3/4/2021,0,3,0,3
Mono,3/4/2021,0,3,0,3
Monterey,3/4/2021,0,332,0,325
Napa,3/4/2021,0,75,2,74
Nevada,3/4/2021,0,67,0,66
Orange,3/4/2021,0,4479,24,4096
Placer,3/4/2021,0,240,0,239
Plumas,3/4/2021,0,4,0,4
Riverside,3/4/2021,0,3893,31,3766
Sacramento,3/4/2021,0,1466,7,1426
San Benito,3/4/2021,0,61,0,61
San Bernardino,3/4/2021,0,4030,93,3757
San Diego,3/4/2021,0,3462,17,3359
San Francisco,3/4/2021,0,456,0,426
San Joaquin,3/4/2021,0,1163,14,1129
San Luis Obispo,3/4/2021,0,248,2,243
San Mateo,3/4/2021,0,344,3,322
Santa Barbara,3/4/2021,0,433,2,423
Santa Clara,3/4/2021,0,1795,3,1723
Santa Cruz,3/4/2021,0,199,1,186
Shasta,3/4/2021,0,100,0,150
Sierra,3/4/2021,0,0,0,0
Siskiyou,3/4/2021,0,5,0,5
Solano,3/4/2021,0,171,1,168
Sonoma,3/4/2021,0,291,0,279
Stanislaus,3/4/2021,0,683,1,731
Sutter,3/4/2021,0,102,1,100
Tehama,3/4/2021,0,34,1,33
Trinity,3/4/2021,0,3,0,3
Tulare,3/4/2021,1,803,6,784
Tuolumne,3/4/2021,0,57,0,56
Ventura,3/4/2021,0,916,9,831
Yolo,3/4/2021,0,190,0,189
Yuba,3/4/2021,0,42,0,41
Alameda,3/3/2021,0,1177,11,1127
Alpine,3/3/2021,0,0,0,0
Amador,3/3/2021,0,44,0,42
Butte,3/3/2021,0,184,2,184
Calaveras,3/3/2021,0,49,0,48
California,3/3/2021,5,55553,394,52823
Colusa,3/3/2021,0,12,0,11
Contra Costa,3/3/2021,0,735,14,708
Del Norte,3/3/2021,0,6,0,5
El Dorado,3/3/2021,0,105,-1,97
Fresno,3/3/2021,0,1498,5,1415
Glenn,3/3/2021,0,17,0,15
Humboldt,3/3/2021,0,33,0,30
Imperial,3/3/2021,0,689,3,640
Inyo,3/3/2021,0,35,0,35
Kern,3/3/2021,1,1144,17,1063
Kings,3/3/2021,1,232,6,223
Lake,3/3/2021,0,43,0,40
Lassen,3/3/2021,0,1,0,1
Los Angeles,3/3/2021,3,22513,105,21500
Madera,3/3/2021,0,214,9,203
Marin,3/3/2021,0,218,0,214
Mariposa,3/3/2021,0,5,0,4
Mendocino,3/3/2021,0,44,1,42
Merced,3/3/2021,0,406,4,393
Modoc,3/3/2021,0,3,0,3
Mono,3/3/2021,0,3,0,3
Monterey,3/3/2021,0,332,0,325
Napa,3/3/2021,0,75,1,72
Nevada,3/3/2021,0,67,0,66
Orange,3/3/2021,0,4479,35,4072
Placer,3/3/2021,0,240,0,239
Plumas,3/3/2021,0,4,0,4
Riverside,3/3/2021,0,3893,14,3735
Sacramento,3/3/2021,0,1466,8,1419
San Benito,3/3/2021,0,61,1,61
San Bernardino,3/3/2021,0,4030,60,3664
San Diego,3/3/2021,0,3462,25,3342
San Francisco,3/3/2021,0,456,2,426
San Joaquin,3/3/2021,0,1163,4,1115
San Luis Obispo,3/3/2021,0,248,0,241
San Mateo,3/3/2021,0,344,2,319
Santa Barbara,3/3/2021,0,433,5,421
Santa Clara,3/3/2021,0,1795,14,1720
Santa Cruz,3/3/2021,0,199,0,185
Shasta,3/3/2021,0,100,1,150
Sierra,3/3/2021,0,0,0,0
Siskiyou,3/3/2021,0,5,0,5
Solano,3/3/2021,0,171,0,167
Sonoma,3/3/2021,0,291,0,279
Stanislaus,3/3/2021,0,683,6,730
Sutter,3/3/2021,0,102,0,99
Tehama,3/3/2021,0,34,0,32
Trinity,3/3/2021,0,3,0,3
Tulare,3/3/2021,0,802,-5,778
Tuolumne,3/3/2021,0,57,3,56
Ventura,3/3/2021,0,916,42,822
Yolo,3/3/2021,0,190,0,189
Yuba,3/3/2021,0,42,0,41
Alameda,3/2/2021,0,1177,11,1116
Alpine,3/2/2021,0,0,0,0
Amador,3/2/2021,0,44,0,42
Butte,3/2/2021,0,184,2,182
Calaveras,3/2/2021,0,49,2,48
California,3/2/2021,5,55548,300,52429
Colusa,3/2/2021,0,12,0,11
Contra Costa,3/2/2021,0,735,0,694
Del Norte,3/2/2021,0,6,0,5
El Dorado,3/2/2021,0,105,0,98
Fresno,3/2/2021,0,1498,5,1410
Glenn,3/2/2021,0,17,0,15
Humboldt,3/2/2021,0,33,0,30
Imperial,3/2/2021,0,689,1,637
Inyo,3/2/2021,0,35,0,35
Kern,3/2/2021,0,1143,5,1046
Kings,3/2/2021,0,231,0,217
Lake,3/2/2021,0,43,0,40
Lassen,3/2/2021,0,1,0,1
Los Angeles,3/2/2021,3,22510,102,21395
Madera,3/2/2021,0,214,0,194
Marin,3/2/2021,0,218,0,214
Mariposa,3/2/2021,0,5,0,4
Mendocino,3/2/2021,0,44,0,41
Merced,3/2/2021,0,406,4,389
Modoc,3/2/2021,0,3,0,3
Mono,3/2/2021,0,3,0,3
Monterey,3/2/2021,1,332,1,325
Napa,3/2/2021,0,75,1,71
Nevada,3/2/2021,0,67,0,66
Orange,3/2/2021,0,4479,61,4037
Placer,3/2/2021,0,240,0,239
Plumas,3/2/2021,0,4,0,4
Riverside,3/2/2021,0,3893,41,3721
Sacramento,3/2/2021,0,1466,10,1411
San Benito,3/2/2021,0,61,3,60
San Bernardino,3/2/2021,0,4030,1,3604
San Diego,3/2/2021,0,3462,14,3317
San Francisco,3/2/2021,0,456,0,424
San Joaquin,3/2/2021,0,1163,14,1111
San Luis Obispo,3/2/2021,0,248,2,241
San Mateo,3/2/2021,0,344,3,317
Santa Barbara,3/2/2021,0,433,3,416
Santa Clara,3/2/2021,0,1795,2,1706
Santa Cruz,3/2/2021,0,199,0,185
Shasta,3/2/2021,0,100,0,149
Sierra,3/2/2021,0,0,0,0
Siskiyou,3/2/2021,0,5,0,5
Solano,3/2/2021,0,171,1,167
Sonoma,3/2/2021,0,291,1,279
Stanislaus,3/2/2021,0,683,2,724
Sutter,3/2/2021,0,102,0,99
Tehama,3/2/2021,0,34,0,32
Trinity,3/2/2021,0,3,0,3
Tulare,3/2/2021,0,802,2,783
Tuolumne,3/2/2021,0,57,0,53
Ventura,3/2/2021,1,916,5,780
Yolo,3/2/2021,0,190,1,189
Yuba,3/2/2021,0,42,0,41
Alameda,3/1/2021,0,1177,0,1105
Alpine,3/1/2021,0,0,0,0
Amador,3/1/2021,0,44,0,42
Butte,3/1/2021,0,184,0,180
Calaveras,3/1/2021,0,49,0,46
California,3/1/2021,9,55543,97,52129
Colusa,3/1/2021,0,12,0,11
Contra Costa,3/1/2021,0,735,0,694
Del Norte,3/1/2021,0,6,0,5
El Dorado,3/1/2021,1,105,0,98
Fresno,3/1/2021,0,1498,0,1405
Glenn,3/1/2021,0,17,0,15
Humboldt,3/1/2021,0,33,0,30
Imperial,3/1/2021,0,689,0,636
Inyo,3/1/2021,0,35,0,35
Kern,3/1/2021,1,1143,29,1041
Kings,3/1/2021,1,231,0,217
Lake,3/1/2021,0,43,0,40
Lassen,3/1/2021,0,1,0,1
Los Angeles,3/1/2021,3,22507,32,21293
Madera,3/1/2021,0,214,-5,194
Marin,3/1/2021,0,218,0,214
Mariposa,3/1/2021,0,5,0,4
Mendocino,3/1/2021,0,44,0,41
Merced,3/1/2021,0,406,1,385
Modoc,3/1/2021,0,3,0,3
Mono,3/1/2021,0,3,0,3
Monterey,3/1/2021,0,331,1,324
Napa,3/1/2021,0,75,0,70
Nevada,3/1/2021,0,67,0,66
Orange,3/1/2021,0,4479,6,3976
Placer,3/1/2021,0,240,0,239
Plumas,3/1/2021,0,4,0,4
Riverside,3/1/2021,0,3893,19,3680
Sacramento,3/1/2021,0,1466,3,1401
San Benito,3/1/2021,0,61,0,57
San Bernardino,3/1/2021,1,4030,8,3603
San Diego,3/1/2021,0,3462,0,3303
San Francisco,3/1/2021,0,456,7,424
San Joaquin,3/1/2021,0,1163,0,1097
San Luis Obispo,3/1/2021,0,248,2,239
San Mateo,3/1/2021,0,344,0,314
Santa Barbara,3/1/2021,0,433,0,413
Santa Clara,3/1/2021,0,1795,0,1704
Santa Cruz,3/1/2021,0,199,0,185
Shasta,3/1/2021,0,100,0,149
Sierra,3/1/2021,0,0,0,0
Siskiyou,3/1/2021,0,5,0,5
Solano,3/1/2021,0,171,0,166
Sonoma,3/1/2021,1,291,-1,278
Stanislaus,3/1/2021,1,683,-6,722
Sutter,3/1/2021,0,102,0,99
Tehama,3/1/2021,0,34,0,32
Trinity,3/1/2021,0,3,0,3
Tulare,3/1/2021,0,802,1,781
Tuolumne,3/1/2021,0,57,0,53
Ventura,3/1/2021,0,915,0,775
Yolo,3/1/2021,0,190,0,188
Yuba,3/1/2021,0,42,0,41
Alameda,2/28/2021,0,1177,-3,1105
Alpine,2/28/2021,0,0,0,0
Amador,2/28/2021,1,44,0,42
Butte,2/28/2021,0,184,0,180
Calaveras,2/28/2021,0,49,0,46
California,2/28/2021,10,55534,238,52032
Colusa,2/28/2021,0,12,0,11
Contra Costa,2/28/2021,0,735,1,694
Del Norte,2/28/2021,0,6,0,5
El Dorado,2/28/2021,0,104,0,98
Fresno,2/28/2021,0,1498,5,1405
Glenn,2/28/2021,0,17,0,15
Humboldt,2/28/2021,0,33,0,30
Imperial,2/28/2021,0,689,3,636
Inyo,2/28/2021,0,35,0,35
Kern,2/28/2021,1,1142,16,1012
Kings,2/28/2021,0,230,1,217
Lake,2/28/2021,0,43,0,40
Lassen,2/28/2021,0,1,0,1
Los Angeles,2/28/2021,3,22504,103,21261
Madera,2/28/2021,0,214,0,199
Marin,2/28/2021,0,218,0,214
Mariposa,2/28/2021,0,5,0,4
Mendocino,2/28/2021,0,44,0,41
Merced,2/28/2021,1,406,0,384
Modoc,2/28/2021,0,3,0,3
Mono,2/28/2021,0,3,0,3
Monterey,2/28/2021,1,331,1,323
Napa,2/28/2021,0,75,-1,70
Nevada,2/28/2021,0,67,0,66
Orange,2/28/2021,0,4479,10,3970
Placer,2/28/2021,0,240,0,239
Plumas,2/28/2021,0,4,0,4
Riverside,2/28/2021,0,3893,-2,3661
Sacramento,2/28/2021,0,1466,2,1398
San Benito,2/28/2021,0,61,0,57
San Bernardino,2/28/2021,0,4029,68,3595
San Diego,2/28/2021,1,3462,19,3303
San Francisco,2/28/2021,0,456,4,417
San Joaquin,2/28/2021,0,1163,-3,1097
San Luis Obispo,2/28/2021,0,248,0,237
San Mateo,2/28/2021,1,344,1,314
Santa Barbara,2/28/2021,0,433,2,413
Santa Clara,2/28/2021,0,1795,1,1704
Santa Cruz,2/28/2021,0,199,0,185
Shasta,2/28/2021,0,100,0,149
Sierra,2/28/2021,0,0,0,0
Siskiyou,2/28/2021,0,5,0,5
Solano,2/28/2021,1,171,1,166
Sonoma,2/28/2021,0,290,-2,279
Stanislaus,2/28/2021,0,682,-5,728
Sutter,2/28/2021,0,102,0,99
Tehama,2/28/2021,0,34,0,32
Trinity,2/28/2021,0,3,0,3
Tulare,2/28/2021,0,802,10,780
Tuolumne,2/28/2021,0,57,0,53
Ventura,2/28/2021,0,915,4,775
Yolo,2/28/2021,0,190,0,188
Yuba,2/28/2021,0,42,2,41
Alameda,2/27/2021,0,1177,2,1108
Alpine,2/27/2021,0,0,0,0
Amador,2/27/2021,0,43,0,42
Butte,2/27/2021,0,184,0,180
Calaveras,2/27/2021,0,49,0,46
California,2/27/2021,6,55524,289,51794
Colusa,2/27/2021,0,12,0,11
Contra Costa,2/27/2021,0,735,8,693
Del Norte,2/27/2021,0,6,0,5
El Dorado,2/27/2021,0,104,0,98
Fresno,2/27/2021,0,1498,9,1400
Glenn,2/27/2021,0,17,0,15
Humboldt,2/27/2021,0,33,0,30
Imperial,2/27/2021,0,689,2,633
Inyo,2/27/2021,0,35,1,35
Kern,2/27/2021,0,1141,-1,996
Kings,2/27/2021,1,230,0,216
Lake,2/27/2021,0,43,0,40
Lassen,2/27/2021,0,1,0,1
Los Angeles,2/27/2021,4,22501,88,21158
Madera,2/27/2021,0,214,0,199
Marin,2/27/2021,0,218,0,214
Mariposa,2/27/2021,0,5,0,4
Mendocino,2/27/2021,0,44,0,41
Merced,2/27/2021,0,405,2,384
Modoc,2/27/2021,0,3,0,3
Mono,2/27/2021,0,3,0,3
Monterey,2/27/2021,0,330,0,322
Napa,2/27/2021,0,75,1,71
Nevada,2/27/2021,0,67,0,66
Orange,2/27/2021,0,4479,42,3960
Placer,2/27/2021,0,240,0,239
Plumas,2/27/2021,0,4,0,4
Riverside,2/27/2021,0,3893,10,3663
Sacramento,2/27/2021,0,1466,6,1396
San Benito,2/27/2021,0,61,0,57
San Bernardino,2/27/2021,0,4029,66,3527
San Diego,2/27/2021,1,3461,13,3284
San Francisco,2/27/2021,0,456,0,413
San Joaquin,2/27/2021,0,1163,30,1100
San Luis Obispo,2/27/2021,0,248,3,237
San Mateo,2/27/2021,0,343,0,313
Santa Barbara,2/27/2021,0,433,1,411
Santa Clara,2/27/2021,0,1795,3,1703
Santa Cruz,2/27/2021,0,199,0,185
Shasta,2/27/2021,0,100,0,149
Sierra,2/27/2021,0,0,0,0
Siskiyou,2/27/2021,0,5,0,5
Solano,2/27/2021,0,170,0,165
Sonoma,2/27/2021,0,290,1,281
Stanislaus,2/27/2021,0,682,-4,733
Sutter,2/27/2021,0,102,0,99
Tehama,2/27/2021,0,34,0,32
Trinity,2/27/2021,0,3,0,3
Tulare,2/27/2021,0,802,0,770
Tuolumne,2/27/2021,0,57,0,53
Ventura,2/27/2021,0,915,6,771
Yolo,2/27/2021,0,190,0,188
Yuba,2/27/2021,0,42,0,39
Alameda,2/26/2021,0,1177,13,1106
Alpine,2/26/2021,0,0,0,0
Amador,2/26/2021,0,43,1,42
Butte,2/26/2021,0,184,2,180
Calaveras,2/26/2021,0,49,0,46
California,2/26/2021,8,55518,384,51505
Colusa,2/26/2021,0,12,0,11
Contra Costa,2/26/2021,0,735,-1,685
Del Norte,2/26/2021,0,6,0,5
El Dorado,2/26/2021,0,104,0,98
Fresno,2/26/2021,0,1498,14,1391
Glenn,2/26/2021,0,17,0,15
Humboldt,2/26/2021,0,33,0,30
Imperial,2/26/2021,0,689,3,631
Inyo,2/26/2021,0,35,1,34
Kern,2/26/2021,1,1141,5,997
Kings,2/26/2021,0,229,0,216
Lake,2/26/2021,0,43,0,40
Lassen,2/26/2021,0,1,0,1
Los Angeles,2/26/2021,3,22497,139,21070
Madera,2/26/2021,0,214,5,199
Marin,2/26/2021,0,218,0,214
Mariposa,2/26/2021,0,5,0,4
Mendocino,2/26/2021,0,44,0,41
Merced,2/26/2021,1,405,0,382
Modoc,2/26/2021,0,3,0,3
Mono,2/26/2021,0,3,0,3
Monterey,2/26/2021,0,330,1,322
Napa,2/26/2021,0,75,0,70
Nevada,2/26/2021,0,67,0,66
Orange,2/26/2021,0,4479,36,3918
Placer,2/26/2021,0,240,0,239
Plumas,2/26/2021,0,4,0,4
Riverside,2/26/2021,0,3893,7,3653
Sacramento,2/26/2021,0,1466,4,1390
San Benito,2/26/2021,0,61,-1,57
San Bernardino,2/26/2021,0,4029,52,3461
San Diego,2/26/2021,1,3460,11,3271
San Francisco,2/26/2021,1,456,5,413
San Joaquin,2/26/2021,0,1163,23,1070
San Luis Obispo,2/26/2021,0,248,0,234
San Mateo,2/26/2021,0,343,13,313
Santa Barbara,2/26/2021,0,433,2,410
Santa Clara,2/26/2021,1,1795,23,1700
Santa Cruz,2/26/2021,0,199,0,185
Shasta,2/26/2021,0,100,1,149
Sierra,2/26/2021,0,0,0,0
Siskiyou,2/26/2021,0,5,1,5
Solano,2/26/2021,0,170,4,165
Sonoma,2/26/2021,0,290,2,280
Stanislaus,2/26/2021,0,682,-1,737
Sutter,2/26/2021,0,102,0,99
Tehama,2/26/2021,0,34,0,32
Trinity,2/26/2021,0,3,0,3
Tulare,2/26/2021,0,802,5,770
Tuolumne,2/26/2021,0,57,0,53
Ventura,2/26/2021,0,915,14,765
Yolo,2/26/2021,0,190,0,188
Yuba,2/26/2021,0,42,0,39
Alameda,2/25/2021,0,1177,11,1093
Alpine,2/25/2021,0,0,0,0
Amador,2/25/2021,0,43,0,41
Butte,2/25/2021,0,184,0,178
Calaveras,2/25/2021,0,49,15,46
California,2/25/2021,7,55510,473,51121
Colusa,2/25/2021,0,12,0,11
Contra Costa,2/25/2021,0,735,23,686
Del Norte,2/25/2021,0,6,0,5
El Dorado,2/25/2021,0,104,0,98
Fresno,2/25/2021,1,1498,8,1377
Glenn,2/25/2021,0,17,1,15
Humboldt,2/25/2021,0,33,1,30
Imperial,2/25/2021,0,689,32,628
Inyo,2/25/2021,0,35,1,33
Kern,2/25/2021,0,1140,0,992
Kings,2/25/2021,0,229,0,216
Lake,2/25/2021,0,43,0,40
Lassen,2/25/2021,0,1,0,1
Los Angeles,2/25/2021,4,22494,114,20931
Madera,2/25/2021,0,214,0,194
Marin,2/25/2021,0,218,0,214
Mariposa,2/25/2021,0,5,0,4
Mendocino,2/25/2021,0,44,0,41
Merced,2/25/2021,0,404,-1,382
Modoc,2/25/2021,0,3,0,3
Mono,2/25/2021,0,3,0,3
Monterey,2/25/2021,0,330,1,321
Napa,2/25/2021,0,75,0,70
Nevada,2/25/2021,0,67,0,66
Orange,2/25/2021,0,4479,47,3882
Placer,2/25/2021,0,240,0,239
Plumas,2/25/2021,0,4,0,4
Riverside,2/25/2021,0,3893,43,3646
Sacramento,2/25/2021,0,1466,11,1386
San Benito,2/25/2021,0,61,1,58
San Bernardino,2/25/2021,0,4029,49,3409
San Diego,2/25/2021,0,3459,30,3260
San Francisco,2/25/2021,0,455,2,408
San Joaquin,2/25/2021,1,1163,28,1047
San Luis Obispo,2/25/2021,0,248,1,234
San Mateo,2/25/2021,0,343,0,300
Santa Barbara,2/25/2021,1,433,3,408
Santa Clara,2/25/2021,0,1794,3,1677
Santa Cruz,2/25/2021,0,199,0,185
Shasta,2/25/2021,0,100,0,148
Sierra,2/25/2021,0,0,0,0
Siskiyou,2/25/2021,0,5,0,4
Solano,2/25/2021,0,170,3,161
Sonoma,2/25/2021,0,290,0,278
Stanislaus,2/25/2021,0,682,6,738
Sutter,2/25/2021,0,102,0,99
Tehama,2/25/2021,0,34,1,32
Trinity,2/25/2021,0,3,0,3
Tulare,2/25/2021,0,802,6,765
Tuolumne,2/25/2021,0,57,0,53
Ventura,2/25/2021,0,915,33,751
Yolo,2/25/2021,0,190,0,188
Yuba,2/25/2021,0,42,0,39
Alameda,2/24/2021,0,1177,12,1082
Alpine,2/24/2021,0,0,0,0
Amador,2/24/2021,0,43,0,41
Butte,2/24/2021,0,184,2,178
Calaveras,2/24/2021,0,49,10,31
California,2/24/2021,14,55503,1178,50648
Colusa,2/24/2021,0,12,0,11
Contra Costa,2/24/2021,0,735,2,663
Del Norte,2/24/2021,0,6,2,5
El Dorado,2/24/2021,0,104,2,98
Fresno,2/24/2021,0,1497,13,1369
Glenn,2/24/2021,0,17,0,14
Humboldt,2/24/2021,0,33,0,29
Imperial,2/24/2021,0,689,5,596
Inyo,2/24/2021,0,35,0,32
Kern,2/24/2021,1,1140,10,992
Kings,2/24/2021,0,229,0,216
Lake,2/24/2021,0,43,0,40
Lassen,2/24/2021,0,1,0,1
Los Angeles,2/24/2021,6,22490,930,20817
Madera,2/24/2021,0,214,1,194
Marin,2/24/2021,0,218,0,214
Mariposa,2/24/2021,0,5,0,4
Mendocino,2/24/2021,0,44,0,41
Merced,2/24/2021,0,404,2,383
Modoc,2/24/2021,0,3,0,3
Mono,2/24/2021,0,3,0,3
Monterey,2/24/2021,0,330,3,320
Napa,2/24/2021,0,75,0,70
Nevada,2/24/2021,0,67,0,66
Orange,2/24/2021,0,4479,-8,3835
Placer,2/24/2021,0,240,1,239
Plumas,2/24/2021,0,4,0,4
Riverside,2/24/2021,1,3893,4,3603
Sacramento,2/24/2021,0,1466,5,1375
San Benito,2/24/2021,0,61,0,57
San Bernardino,2/24/2021,1,4029,77,3360
San Diego,2/24/2021,0,3459,12,3230
San Francisco,2/24/2021,2,455,1,406
San Joaquin,2/24/2021,0,1162,15,1019
San Luis Obispo,2/24/2021,0,248,3,233
San Mateo,2/24/2021,0,343,1,300
Santa Barbara,2/24/2021,1,432,3,405
Santa Clara,2/24/2021,1,1794,13,1674
Santa Cruz,2/24/2021,0,199,7,185
Shasta,2/24/2021,0,100,2,148
Sierra,2/24/2021,0,0,0,0
Siskiyou,2/24/2021,0,5,0,4
Solano,2/24/2021,0,170,4,158
Sonoma,2/24/2021,1,290,0,278
Stanislaus,2/24/2021,0,682,10,732
Sutter,2/24/2021,0,102,1,99
Tehama,2/24/2021,0,34,1,31
Trinity,2/24/2021,0,3,0,3
Tulare,2/24/2021,0,802,2,759
Tuolumne,2/24/2021,0,57,0,53
Ventura,2/24/2021,0,915,29,718
Yolo,2/24/2021,0,190,0,188
Yuba,2/24/2021,0,42,1,39
Alameda,2/23/2021,1,1177,8,1070
Alpine,2/23/2021,0,0,0,0
Amador,2/23/2021,0,43,2,41
Butte,2/23/2021,0,184,0,176
Calaveras,2/23/2021,0,49,0,21
California,2/23/2021,21,55489,341,49470
Colusa,2/23/2021,0,12,0,11
Contra Costa,2/23/2021,0,735,0,661
Del Norte,2/23/2021,0,6,0,3
El Dorado,2/23/2021,0,104,0,96
Fresno,2/23/2021,0,1497,5,1356
Glenn,2/23/2021,0,17,0,14
Humboldt,2/23/2021,0,33,0,29
Imperial,2/23/2021,0,689,1,591
Inyo,2/23/2021,0,35,0,32
Kern,2/23/2021,2,1139,0,982
Kings,2/23/2021,0,229,2,216
Lake,2/23/2021,0,43,0,40
Lassen,2/23/2021,0,1,0,1
Los Angeles,2/23/2021,11,22484,157,19887
Madera,2/23/2021,0,214,0,193
Marin,2/23/2021,0,218,1,214
Mariposa,2/23/2021,0,5,0,4
Mendocino,2/23/2021,0,44,0,41
Merced,2/23/2021,0,404,2,381
Modoc,2/23/2021,0,3,0,3
Mono,2/23/2021,0,3,0,3
Monterey,2/23/2021,0,330,6,317
Napa,2/23/2021,0,75,1,70
Nevada,2/23/2021,0,67,0,66
Orange,2/23/2021,1,4479,0,3843
Placer,2/23/2021,0,240,0,238
Plumas,2/23/2021,0,4,0,4
Riverside,2/23/2021,0,3892,32,3599
Sacramento,2/23/2021,0,1466,11,1370
San Benito,2/23/2021,0,61,0,57
San Bernardino,2/23/2021,0,4028,24,3283
San Diego,2/23/2021,2,3459,29,3218
San Francisco,2/23/2021,0,453,0,405
San Joaquin,2/23/2021,1,1162,3,1004
San Luis Obispo,2/23/2021,0,248,1,230
San Mateo,2/23/2021,0,343,17,299
Santa Barbara,2/23/2021,0,431,3,402
Santa Clara,2/23/2021,1,1793,6,1661
Santa Cruz,2/23/2021,1,199,2,178
Shasta,2/23/2021,0,100,1,146
Sierra,2/23/2021,0,0,0,0
Siskiyou,2/23/2021,0,5,0,4
Solano,2/23/2021,1,170,4,154
Sonoma,2/23/2021,0,289,0,278
Stanislaus,2/23/2021,0,682,0,722
Sutter,2/23/2021,0,102,0,98
Tehama,2/23/2021,0,34,0,30
Trinity,2/23/2021,0,3,0,3
Tulare,2/23/2021,0,802,6,757
Tuolumne,2/23/2021,0,57,0,53
Ventura,2/23/2021,0,915,12,689
Yolo,2/23/2021,0,190,5,188
Yuba,2/23/2021,0,42,0,38
Alameda,2/22/2021,0,1176,1,1062
Alpine,2/22/2021,0,0,0,0
Amador,2/22/2021,0,43,0,39
Butte,2/22/2021,0,184,0,176
Calaveras,2/22/2021,0,49,0,21
California,2/22/2021,12,55468,90,49129
Colusa,2/22/2021,0,12,0,11
Contra Costa,2/22/2021,1,735,0,661
Del Norte,2/22/2021,0,6,0,3
El Dorado,2/22/2021,0,104,0,96
Fresno,2/22/2021,1,1497,2,1351
Glenn,2/22/2021,0,17,0,14
Humboldt,2/22/2021,0,33,0,29
Imperial,2/22/2021,0,689,0,590
Inyo,2/22/2021,0,35,0,32
Kern,2/22/2021,0,1137,2,982
Kings,2/22/2021,0,229,1,214
Lake,2/22/2021,0,43,0,40
Lassen,2/22/2021,0,1,0,1
Los Angeles,2/22/2021,7,22473,19,19730
Madera,2/22/2021,0,214,1,193
Marin,2/22/2021,0,218,1,213
Mariposa,2/22/2021,0,5,0,4
Mendocino,2/22/2021,0,44,0,41
Merced,2/22/2021,0,404,0,379
Modoc,2/22/2021,0,3,0,3
Mono,2/22/2021,0,3,0,3
Monterey,2/22/2021,0,330,2,311
Napa,2/22/2021,0,75,0,69
Nevada,2/22/2021,0,67,0,66
Orange,2/22/2021,0,4478,42,3843
Placer,2/22/2021,0,240,0,238
Plumas,2/22/2021,0,4,0,4
Riverside,2/22/2021,0,3892,3,3567
Sacramento,2/22/2021,1,1466,5,1359
San Benito,2/22/2021,0,61,0,57
San Bernardino,2/22/2021,0,4028,12,3259
San Diego,2/22/2021,1,3457,-1,3189
