county,date,all_hospital_beds,icu_available_beds
Orange,10/16/2020,5806,249
Yuba,10/16/2020,265,15
Napa,10/16/2020,351,24
Placer,10/16/2020,736,29
Del Norte,10/16/2020,51,3
Trinity,10/16/2020,25,0
San Diego,10/16/2020,6781,318
Butte,10/16/2020,451,12
Merced,10/16/2020,272,12
Alameda,10/16/2020,2356,130
Sutter,10/16/2020,14,0
Amador,10/16/2020,51,2
Santa Clara,10/16/2020,2928,111
San Bernardino,10/16/2020,3836,161
Sonoma,10/16/2020,563,5
Plumas,10/16/2020,35,0
Calaveras,10/16/2020,33,6
Fresno,10/16/2020,1555,43
Lake,10/16/2020,65,3
Ventura,10/16/2020,1238,54
Lassen,10/16/2020,25,0
Madera,10/16/2020,263,25
San Luis Obispo,10/16/2020,451,23
Kern,10/16/2020,1338,53
Sacramento,10/16/2020,2471,82
San Joaquin,10/16/2020,1013,44
Contra Costa,10/16/2020,1480,35
Los Angeles,10/16/2020,19999,941
Yolo,10/16/2020,96,5
Tulare,10/16/2020,677,31
Marin,10/16/2020,368,15
Mono,10/16/2020,17,2
Kings,10/16/2020,193,16
Mendocino,10/16/2020,150,5
Tuolumne,10/17/2020,84,4
Del Norte,10/17/2020,51,2
Trinity,10/17/2020,25,0
Madera,10/17/2020,263,25
San Francisco,10/17/2020,1854,65
Solano,10/17/2020,548,8
Sonoma,10/17/2020,560,4
Sutter,10/17/2020,14,0
San Joaquin,10/17/2020,1009,43
Siskiyou,10/17/2020,56,8
Mariposa,10/17/2020,19,0
Kings,10/17/2020,193,15
Nevada,10/17/2020,111,0
Tehama,10/17/2020,59,0
Ventura,10/17/2020,1234,63
Plumas,10/17/2020,35,0
Contra Costa,10/17/2020,1499,49
Mendocino,10/17/2020,150,6
Yolo,10/17/2020,96,3
Merced,10/17/2020,272,12
Butte,10/17/2020,451,12
Marin,10/17/2020,365,14
Tulare,10/17/2020,677,29
Riverside,10/17/2020,3350,112
El Dorado,10/17/2020,189,10
Modoc,10/17/2020,41,0
Stanislaus,10/17/2020,1307,22
San Mateo,10/17/2020,686,30
Placer,10/17/2020,738,33
Lake,10/17/2020,65,2
Amador,10/17/2020,51,1
Santa Cruz,10/17/2020,389,11
Lassen,10/17/2020,25,0
Yuba,10/17/2020,265,14
Napa,10/17/2020,351,24
San Benito,10/17/2020,25,3
Colusa,10/17/2020,48,0
Glenn,10/17/2020,47,0
Alameda,10/17/2020,2340,133
Monterey,10/17/2020,702,38
Humboldt,10/17/2020,266,3
Los Angeles,10/17/2020,19935,929
Calaveras,10/17/2020,33,6
San Luis Obispo,10/17/2020,451,25
Santa Barbara,10/17/2020,666,61
Imperial,10/17/2020,259,3
Santa Clara,10/17/2020,2932,117
Inyo,10/17/2020,29,2
Kern,10/17/2020,1281,60
Sacramento,10/17/2020,2460,90
Orange,10/17/2020,5706,250
Shasta,10/17/2020,561,4
Fresno,10/17/2020,1548,38
San Diego,10/17/2020,6779,333
San Bernardino,10/17/2020,3819,166
Mono,10/17/2020,17,1
San Joaquin,10/18/2020,997,49
San Benito,10/18/2020,25,3
San Francisco,10/18/2020,1794,80
Humboldt,10/18/2020,269,4
Sonoma,10/18/2020,507,8
Santa Cruz,10/18/2020,389,13
Orange,10/18/2020,5672,251
San Mateo,10/18/2020,670,35
Kings,10/18/2020,193,15
Nevada,10/18/2020,117,2
Del Norte,10/18/2020,51,2
Mariposa,10/18/2020,19,0
Riverside,10/18/2020,3319,118
Modoc,10/18/2020,41,0
Tehama,10/18/2020,59,2
Los Angeles,10/18/2020,19873,960
Shasta,10/18/2020,561,7
Trinity,10/18/2020,25,0
Tuolumne,10/18/2020,84,0
Glenn,10/18/2020,47,0
Calaveras,10/18/2020,33,8
Kern,10/18/2020,1323,60
Santa Clara,10/18/2020,2908,123
Yuba,10/18/2020,265,11
Mendocino,10/18/2020,150,5
Yolo,10/18/2020,96,4
Lake,10/18/2020,65,3
Tulare,10/18/2020,677,30
Ventura,10/18/2020,1228,58
Monterey,10/18/2020,702,40
Siskiyou,10/18/2020,56,7
San Bernardino,10/18/2020,3822,172
Butte,10/18/2020,451,13
San Luis Obispo,10/18/2020,451,27
Inyo,10/18/2020,29,3
Marin,10/18/2020,357,16
Plumas,10/18/2020,35,0
Imperial,10/18/2020,259,3
Madera,10/18/2020,263,17
Santa Barbara,10/18/2020,666,55
Sutter,10/18/2020,14,0
Sacramento,10/18/2020,2491,100
Stanislaus,10/18/2020,1298,20
Contra Costa,10/18/2020,1480,52
Mono,10/18/2020,17,1
Merced,10/18/2020,272,11
El Dorado,10/18/2020,189,11
Lassen,10/18/2020,25,0
Colusa,10/18/2020,48,0
Amador,10/18/2020,51,2
Placer,10/18/2020,738,25
Fresno,10/18/2020,1537,29
Solano,10/18/2020,560,9
San Diego,10/18/2020,6765,331
Alameda,10/18/2020,2329,128
Napa,10/18/2020,351,24
Modoc,10/19/2020,41,0
San Mateo,10/19/2020,669,40
San Luis Obispo,10/19/2020,460,31
Tuolumne,10/19/2020,84,6
San Joaquin,10/19/2020,976,53
Monterey,10/19/2020,702,44
Santa Barbara,10/19/2020,666,58
Orange,10/19/2020,5647,256
Imperial,10/19/2020,259,3
Amador,10/19/2020,51,3
Contra Costa,10/19/2020,1493,52
Mendocino,10/19/2020,150,5
Yuba,10/19/2020,265,11
Calaveras,10/19/2020,33,6
Fresno,10/19/2020,1538,34
Trinity,10/19/2020,25,0
Yolo,10/19/2020,96,4
Ventura,10/19/2020,1233,60
Tehama,10/19/2020,59,2
Butte,10/19/2020,451,11
San Diego,10/19/2020,6771,354
Tulare,10/19/2020,677,38
El Dorado,10/19/2020,189,10
Stanislaus,10/19/2020,1299,25
Los Angeles,10/19/2020,19985,1006
Nevada,10/19/2020,138,6
Del Norte,10/19/2020,51,1
Lake,10/19/2020,65,2
San Francisco,10/19/2020,1758,78
Napa,10/19/2020,351,24
Sonoma,10/19/2020,514,7
Shasta,10/19/2020,561,7
San Benito,10/19/2020,25,3
Inyo,10/19/2020,29,4
Santa Cruz,10/19/2020,389,14
Santa Clara,10/19/2020,2914,123
Kings,10/19/2020,193,17
Marin,10/19/2020,357,16
Humboldt,10/19/2020,269,3
Mariposa,10/19/2020,19,0
Placer,10/19/2020,738,34
Alameda,10/19/2020,2319,128
Riverside,10/19/2020,3363,129
Sutter,10/19/2020,14,0
Colusa,10/19/2020,48,0
Lassen,10/19/2020,25,0
Kern,10/19/2020,1312,52
Siskiyou,10/19/2020,56,7
Sacramento,10/19/2020,2438,114
Plumas,10/19/2020,35,0
Mono,10/19/2020,17,2
Glenn,10/19/2020,47,0
Madera,10/19/2020,263,22
Solano,10/19/2020,546,6
San Bernardino,10/19/2020,3853,162
Merced,10/19/2020,271,6
San Luis Obispo,10/20/2020,460,29
Monterey,10/20/2020,729,34
Shasta,10/20/2020,561,3
Contra Costa,10/20/2020,1493,54
Alameda,10/20/2020,2354,127
Santa Barbara,10/20/2020,688,58
Butte,10/20/2020,451,7
Trinity,10/20/2020,25,0
Colusa,10/20/2020,48,0
Kern,10/20/2020,1349,49
Madera,10/20/2020,263,16
San Benito,10/20/2020,25,3
Ventura,10/20/2020,1247,30
El Dorado,10/20/2020,189,6
Sacramento,10/20/2020,2468,87
San Joaquin,10/20/2020,1007,49
Los Angeles,10/20/2020,20131,747
Mendocino,10/20/2020,150,5
Napa,10/20/2020,351,27
Yolo,10/20/2020,96,4
Tuolumne,10/20/2020,84,0
Solano,10/20/2020,545,12
Del Norte,10/20/2020,52,2
Marin,10/20/2020,360,16
San Francisco,10/20/2020,1865,71
Calaveras,10/20/2020,33,5
Placer,10/20/2020,764,24
Inyo,10/20/2020,29,3
Yuba,10/20/2020,265,11
Stanislaus,10/20/2020,1321,21
Tehama,10/20/2020,59,2
Modoc,10/20/2020,41,0
Plumas,10/20/2020,35,0
San Mateo,10/20/2020,661,33
Tulare,10/20/2020,677,27
Mariposa,10/20/2020,19,0
Humboldt,10/20/2020,256,7
Fresno,10/20/2020,1652,27
Kings,10/20/2020,193,16
San Bernardino,10/20/2020,4042,125
Nevada,10/20/2020,120,5
San Diego,10/20/2020,6894,319
Santa Cruz,10/20/2020,389,6
Orange,10/20/2020,5761,216
Imperial,10/20/2020,259,1
Sonoma,10/20/2020,532,6
Lake,10/20/2020,65,1
Amador,10/20/2020,51,4
Merced,10/20/2020,271,5
Santa Clara,10/20/2020,2989,48
Glenn,10/20/2020,47,0
Lassen,10/20/2020,25,0
Sutter,10/20/2020,14,0
Mono,10/20/2020,17,2
Riverside,10/20/2020,3467,15
Siskiyou,10/20/2020,56,8
Colusa,10/21/2020,48,0
Placer,10/21/2020,775,25
Monterey,10/21/2020,717,30
Ventura,10/21/2020,1251,50
Sacramento,10/21/2020,2453,81
Imperial,10/21/2020,259,0
Santa Barbara,10/21/2020,688,64
Yolo,10/21/2020,96,3
San Joaquin,10/21/2020,1003,54
El Dorado,10/21/2020,189,2
Kings,10/21/2020,193,16
Fresno,10/21/2020,1676,36
Plumas,10/21/2020,35,0
Madera,10/21/2020,263,20
Orange,10/21/2020,5771,173
Mono,10/21/2020,17,2
Tuolumne,10/21/2020,84,2
Glenn,10/21/2020,47,0
Kern,10/21/2020,1364,58
Santa Cruz,10/21/2020,389,5
Solano,10/21/2020,566,9
Amador,10/21/2020,51,5
Humboldt,10/21/2020,275,4
San Benito,10/21/2020,25,3
Los Angeles,10/21/2020,20077,774
Stanislaus,10/21/2020,1371,22
Riverside,10/21/2020,3491,78
San Luis Obispo,10/21/2020,460,30
Merced,10/21/2020,271,10
Sutter,10/21/2020,14,0
Calaveras,10/21/2020,33,6
Lassen,10/21/2020,25,0
San Mateo,10/21/2020,683,35
Mariposa,10/21/2020,19,0
Shasta,10/21/2020,561,1
Alameda,10/21/2020,2564,121
Mendocino,10/21/2020,150,5
Tulare,10/21/2020,677,18
San Diego,10/21/2020,6898,305
Yuba,10/21/2020,265,10
Modoc,10/21/2020,41,0
Siskiyou,10/21/2020,56,8
Trinity,10/21/2020,25,0
San Bernardino,10/21/2020,4052,108
San Francisco,10/21/2020,1894,59
Del Norte,10/21/2020,51,1
Inyo,10/21/2020,29,4
Contra Costa,10/21/2020,1509,50
Napa,10/21/2020,351,26
Sonoma,10/21/2020,538,8
Santa Clara,10/21/2020,3037,56
Lake,10/21/2020,65,1
Marin,10/21/2020,360,12
Nevada,10/21/2020,139,3
Tehama,10/21/2020,59,2
Butte,10/21/2020,451,4
Santa Clara,10/22/2020,3021,80
Humboldt,10/22/2020,268,3
Ventura,10/22/2020,1257,53
Monterey,10/22/2020,720,19
Solano,10/22/2020,376,7
Mendocino,10/22/2020,150,7
San Diego,10/22/2020,6899,280
Sonoma,10/22/2020,544,10
Sutter,10/22/2020,14,0
Del Norte,10/22/2020,51,3
Mariposa,10/22/2020,19,0
Riverside,10/22/2020,3476,77
Tulare,10/22/2020,677,19
Trinity,10/22/2020,25,0
Siskiyou,10/22/2020,56,8
Amador,10/22/2020,51,6
Glenn,10/22/2020,47,0
Shasta,10/22/2020,561,4
Kings,10/22/2020,193,14
Mono,10/22/2020,17,2
Colusa,10/22/2020,48,0
Imperial,10/22/2020,259,1
Nevada,10/22/2020,120,4
Fresno,10/22/2020,1665,37
Tehama,10/22/2020,59,1
Lassen,10/22/2020,25,0
Kern,10/22/2020,1348,59
El Dorado,10/22/2020,189,4
Los Angeles,10/22/2020,20091,794
Merced,10/22/2020,271,11
Madera,10/22/2020,263,19
San Luis Obispo,10/22/2020,460,28
San Francisco,10/22/2020,1876,59
Calaveras,10/22/2020,33,5
Sacramento,10/22/2020,2483,71
Yolo,10/22/2020,97,4
Tuolumne,10/22/2020,84,2
Napa,10/22/2020,351,24
Santa Barbara,10/22/2020,688,53
San Joaquin,10/22/2020,1004,41
Butte,10/22/2020,451,11
Santa Cruz,10/22/2020,389,7
Placer,10/22/2020,769,25
Stanislaus,10/22/2020,1301,12
Orange,10/22/2020,5874,179
San Benito,10/22/2020,25,3
Lake,10/22/2020,65,2
Yuba,10/22/2020,265,11
Alameda,10/22/2020,2575,125
Marin,10/22/2020,360,15
Modoc,10/22/2020,41,0
San Mateo,10/22/2020,691,32
San Bernardino,10/22/2020,4055,131
Plumas,10/22/2020,35,0
Contra Costa,10/22/2020,1467,46
Inyo,10/22/2020,29,4
Glenn,10/23/2020,47,0
Lassen,10/23/2020,25,0
Sacramento,10/23/2020,2464,74
San Joaquin,10/23/2020,1001,36
San Luis Obispo,10/23/2020,460,26
Inyo,10/23/2020,29,3
Fresno,10/23/2020,1664,17
Santa Barbara,10/23/2020,688,51
Tulare,10/23/2020,677,27
Kern,10/23/2020,1333,59
Imperial,10/23/2020,259,2
Santa Clara,10/23/2020,3012,70
Amador,10/23/2020,51,5
Orange,10/23/2020,5892,168
Yuba,10/23/2020,265,14
San Benito,10/23/2020,25,3
Trinity,10/23/2020,25,0
Shasta,10/23/2020,561,6
Butte,10/23/2020,451,8
San Francisco,10/23/2020,1893,53
Ventura,10/23/2020,1254,51
Kings,10/23/2020,193,12
Sutter,10/23/2020,14,0
Tuolumne,10/23/2020,84,1
Yolo,10/23/2020,97,4
Mendocino,10/23/2020,150,7
Solano,10/23/2020,564,9
Mono,10/23/2020,17,2
Riverside,10/23/2020,3407,63
Marin,10/23/2020,357,21
El Dorado,10/23/2020,189,7
Modoc,10/23/2020,41,0
Los Angeles,10/23/2020,20067,754
Humboldt,10/23/2020,275,4
Napa,10/23/2020,351,23
Sonoma,10/23/2020,533,7
Nevada,10/23/2020,126,8
San Bernardino,10/23/2020,4069,137
Colusa,10/23/2020,48,0
Siskiyou,10/23/2020,56,8
Stanislaus,10/23/2020,1318,16
Plumas,10/23/2020,35,0
Mariposa,10/23/2020,19,0
Merced,10/23/2020,271,11
Del Norte,10/23/2020,51,3
Santa Cruz,10/23/2020,389,7
Calaveras,10/23/2020,33,6
Placer,10/23/2020,795,31
Madera,10/23/2020,263,19
Monterey,10/23/2020,717,20
San Mateo,10/23/2020,714,22
Lake,10/23/2020,65,3
Alameda,10/23/2020,2404,121
Contra Costa,10/23/2020,1475,28
Tehama,10/23/2020,59,2
San Diego,10/23/2020,7026,277
Napa,10/24/2020,351,23
El Dorado,10/24/2020,189,8
Alameda,10/24/2020,2404,125
Tulare,10/24/2020,677,27
Monterey,10/24/2020,717,19
Santa Barbara,10/24/2020,688,53
Ventura,10/24/2020,1256,60
Mariposa,10/24/2020,19,0
Contra Costa,10/24/2020,1437,36
Marin,10/24/2020,357,17
San Benito,10/24/2020,25,3
Mono,10/24/2020,17,2
Riverside,10/24/2020,3357,64
Plumas,10/24/2020,35,0
Glenn,10/24/2020,47,0
Kings,10/24/2020,193,14
Trinity,10/24/2020,25,0
Solano,10/24/2020,562,11
Fresno,10/24/2020,1646,21
Colusa,10/24/2020,48,0
Placer,10/24/2020,798,34
Tuolumne,10/24/2020,84,2
Yolo,10/24/2020,97,5
San Francisco,10/24/2020,1887,61
Sutter,10/24/2020,14,0
Stanislaus,10/24/2020,1323,15
Sonoma,10/24/2020,530,7
Del Norte,10/24/2020,51,2
Orange,10/24/2020,5818,189
Lake,10/24/2020,65,3
San Joaquin,10/24/2020,1007,47
Los Angeles,10/24/2020,19924,785
San Diego,10/24/2020,6988,289
Humboldt,10/24/2020,270,6
Kern,10/24/2020,1322,60
Calaveras,10/24/2020,33,6
Madera,10/24/2020,263,20
San Luis Obispo,10/24/2020,460,26
Imperial,10/24/2020,259,6
Modoc,10/24/2020,41,0
Tehama,10/24/2020,59,2
San Bernardino,10/24/2020,4033,130
Inyo,10/24/2020,29,4
Nevada,10/24/2020,126,6
Santa Cruz,10/24/2020,389,8
Siskiyou,10/24/2020,56,8
San Mateo,10/24/2020,693,29
Mendocino,10/24/2020,150,5
Santa Clara,10/24/2020,2990,72
Butte,10/24/2020,451,12
Lassen,10/24/2020,25,0
Shasta,10/24/2020,561,5
Yuba,10/24/2020,265,12
Amador,10/24/2020,51,4
Merced,10/24/2020,271,9
Sacramento,10/24/2020,2370,68
Siskiyou,10/25/2020,56,11
Tulare,10/25/2020,677,27
Yuba,10/25/2020,265,18
Riverside,10/25/2020,3368,79
Orange,10/25/2020,5740,168
Imperial,10/25/2020,259,2
Plumas,10/25/2020,35,0
Fresno,10/25/2020,1644,22
San Benito,10/25/2020,25,3
Butte,10/25/2020,453,12
Merced,10/25/2020,271,8
Glenn,10/25/2020,47,0
Mono,10/25/2020,17,2
Inyo,10/25/2020,29,4
Kings,10/25/2020,193,14
San Mateo,10/25/2020,691,31
Amador,10/25/2020,51,6
Tuolumne,10/25/2020,84,0
San Bernardino,10/25/2020,4016,128
Marin,10/25/2020,353,21
Contra Costa,10/25/2020,1451,35
Madera,10/25/2020,263,18
Calaveras,10/25/2020,33,6
San Joaquin,10/25/2020,1003,50
Shasta,10/25/2020,561,5
Tehama,10/25/2020,59,1
Colusa,10/25/2020,48,0
Nevada,10/25/2020,119,8
Sutter,10/25/2020,14,0
Santa Clara,10/25/2020,2959,93
San Luis Obispo,10/25/2020,460,26
Lake,10/25/2020,65,1
Mariposa,10/25/2020,19,0
Santa Cruz,10/25/2020,389,8
Santa Barbara,10/25/2020,688,54
Los Angeles,10/25/2020,19948,807
Alameda,10/25/2020,2420,119
Sonoma,10/25/2020,533,9
Placer,10/25/2020,783,25
Kern,10/25/2020,1305,59
El Dorado,10/25/2020,189,8
San Diego,10/25/2020,6979,320
Trinity,10/25/2020,25,0
Ventura,10/25/2020,1256,55
Humboldt,10/25/2020,271,6
Del Norte,10/25/2020,51,0
Modoc,10/25/2020,41,0
Solano,10/25/2020,545,12
Yolo,10/25/2020,97,5
Stanislaus,10/25/2020,1311,22
Monterey,10/25/2020,717,26
Mendocino,10/25/2020,150,4
Lassen,10/25/2020,25,0
Sacramento,10/25/2020,2338,70
San Francisco,10/25/2020,1824,69
Napa,10/25/2020,200,9
Tulare,10/26/2020,679,20
Colusa,10/26/2020,48,0
San Francisco,10/26/2020,1820,74
Plumas,10/26/2020,35,0
Inyo,10/26/2020,29,4
Ventura,10/26/2020,1200,60
Santa Barbara,10/26/2020,688,62
San Benito,10/26/2020,25,3
Del Norte,10/26/2020,52,2
Tehama,10/26/2020,59,0
Kings,10/26/2020,193,15
San Bernardino,10/26/2020,4030,125
Glenn,10/26/2020,47,0
Monterey,10/26/2020,717,25
Orange,10/26/2020,5738,191
Madera,10/26/2020,263,20
Marin,10/26/2020,351,19
Placer,10/26/2020,777,33
San Mateo,10/26/2020,697,33
Calaveras,10/26/2020,33,6
Stanislaus,10/26/2020,1308,26
San Diego,10/26/2020,6994,318
Lake,10/26/2020,65,2
Modoc,10/26/2020,41,0
Tuolumne,10/26/2020,84,0
Mono,10/26/2020,17,2
Mariposa,10/26/2020,19,0
Sacramento,10/26/2020,2421,91
Lassen,10/26/2020,25,0
Alameda,10/26/2020,2380,114
Sonoma,10/26/2020,556,9
Amador,10/26/2020,51,6
Fresno,10/26/2020,1651,24
Contra Costa,10/26/2020,1428,57
Butte,10/26/2020,453,12
Trinity,10/26/2020,25,0
Nevada,10/26/2020,144,5
Santa Clara,10/26/2020,2944,82
Riverside,10/26/2020,3386,77
Imperial,10/26/2020,259,2
Sutter,10/26/2020,14,0
Siskiyou,10/26/2020,56,10
Shasta,10/26/2020,561,2
Kern,10/26/2020,1313,63
Humboldt,10/26/2020,275,3
Los Angeles,10/26/2020,19943,814
San Luis Obispo,10/26/2020,460,22
El Dorado,10/26/2020,189,8
Napa,10/26/2020,351,27
Yuba,10/26/2020,265,15
Solano,10/26/2020,534,8
Merced,10/26/2020,271,10
Yolo,10/26/2020,96,13
Santa Cruz,10/26/2020,389,7
San Joaquin,10/26/2020,1004,51
Mendocino,10/26/2020,150,4
Orange,10/27/2020,5842,176
Butte,10/27/2020,453,9
Modoc,10/27/2020,41,0
Inyo,10/27/2020,29,4
Riverside,10/27/2020,3437,69
Glenn,10/27/2020,47,0
San Mateo,10/27/2020,700,35
Mariposa,10/27/2020,19,0
San Francisco,10/27/2020,1822,64
Tehama,10/27/2020,59,2
Yuba,10/27/2020,265,14
San Bernardino,10/27/2020,3997,109
Fresno,10/27/2020,1659,23
Contra Costa,10/27/2020,1467,47
Imperial,10/27/2020,259,1
Madera,10/27/2020,263,28
Alameda,10/27/2020,2412,116
Solano,10/27/2020,550,8
San Benito,10/27/2020,50,3
Santa Clara,10/27/2020,3017,64
Trinity,10/27/2020,25,0
Tulare,10/27/2020,677,19
Lake,10/27/2020,65,2
Amador,10/27/2020,51,6
Mendocino,10/27/2020,150,4
Tuolumne,10/27/2020,84,1
Napa,10/27/2020,351,22
Merced,10/27/2020,271,8
Kern,10/27/2020,1339,67
Plumas,10/27/2020,35,0
Lassen,10/27/2020,25,0
San Diego,10/27/2020,6997,286
Yolo,10/27/2020,96,5
Shasta,10/27/2020,561,3
Siskiyou,10/27/2020,56,7
Sutter,10/27/2020,14,0
Colusa,10/27/2020,48,0
Humboldt,10/27/2020,264,6
Sacramento,10/27/2020,2340,77
San Joaquin,10/27/2020,983,41
Calaveras,10/27/2020,33,4
Stanislaus,10/27/2020,1326,12
San Luis Obispo,10/27/2020,460,29
Del Norte,10/27/2020,52,1
El Dorado,10/27/2020,189,7
Sonoma,10/27/2020,548,11
Marin,10/27/2020,450,17
Placer,10/27/2020,784,29
Nevada,10/27/2020,131,4
Ventura,10/27/2020,1213,56
Santa Cruz,10/27/2020,389,6
Santa Barbara,10/27/2020,688,61
Mono,10/27/2020,17,2
Kings,10/27/2020,193,14
Monterey,10/27/2020,717,19
Los Angeles,10/27/2020,20060,762
Amador,10/28/2020,51,3
Glenn,10/28/2020,47,0
Plumas,10/28/2020,35,0
Humboldt,10/28/2020,271,7
Marin,10/28/2020,355,12
San Bernardino,10/28/2020,4004,103
Solano,10/28/2020,565,9
Monterey,10/28/2020,717,26
Santa Clara,10/28/2020,3034,64
Madera,10/28/2020,263,28
Fresno,10/28/2020,1670,23
Colusa,10/28/2020,48,0
Kings,10/28/2020,193,15
San Benito,10/28/2020,50,2
San Joaquin,10/28/2020,1003,39
Merced,10/28/2020,271,6
Napa,10/28/2020,351,23
San Mateo,10/28/2020,692,34
Trinity,10/28/2020,25,0
Lassen,10/28/2020,25,0
Calaveras,10/28/2020,33,3
Santa Barbara,10/28/2020,688,63
Lake,10/28/2020,65,1
Butte,10/28/2020,453,5
Shasta,10/28/2020,561,5
Kern,10/28/2020,1343,60
Tulare,10/28/2020,677,19
Imperial,10/28/2020,259,0
Sacramento,10/28/2020,2467,69
Riverside,10/28/2020,3424,64
Stanislaus,10/28/2020,1336,19
Tehama,10/28/2020,59,0
Sutter,10/28/2020,14,0
Modoc,10/28/2020,41,0
Contra Costa,10/28/2020,1476,52
Sonoma,10/28/2020,549,10
Nevada,10/28/2020,112,4
Los Angeles,10/28/2020,20061,738
Siskiyou,10/28/2020,56,8
San Diego,10/28/2020,6993,269
Yuba,10/28/2020,265,14
Placer,10/28/2020,798,29
Mono,10/28/2020,17,2
Del Norte,10/28/2020,52,2
Santa Cruz,10/28/2020,389,7
San Luis Obispo,10/28/2020,460,29
Tuolumne,10/28/2020,84,2
El Dorado,10/28/2020,189,5
Ventura,10/28/2020,1234,62
Yolo,10/28/2020,96,3
San Francisco,10/28/2020,1852,73
Mendocino,10/28/2020,150,4
Alameda,10/28/2020,2415,117
Orange,10/28/2020,5847,183
Inyo,10/28/2020,29,3
Mariposa,10/28/2020,19,0
Nevada,10/29/2020,131,3
Placer,10/29/2020,797,26
Marin,10/29/2020,360,11
Monterey,10/29/2020,717,23
San Luis Obispo,10/29/2020,460,29
Trinity,10/29/2020,25,0
Fresno,10/29/2020,1653,23
Tehama,10/29/2020,59,1
Amador,10/29/2020,51,2
Ventura,10/29/2020,1247,60
Santa Clara,10/29/2020,3014,74
Sutter,10/29/2020,14,0
Madera,10/29/2020,263,25
Butte,10/29/2020,453,13
Napa,10/29/2020,351,24
Lassen,10/29/2020,25,0
Stanislaus,10/29/2020,1337,10
Lake,10/29/2020,65,1
Alameda,10/29/2020,2417,126
Riverside,10/29/2020,3370,83
Calaveras,10/29/2020,33,4
Humboldt,10/29/2020,270,8
San Francisco,10/29/2020,1874,71
Sonoma,10/29/2020,542,8
San Mateo,10/29/2020,669,35
Mono,10/29/2020,17,2
Santa Cruz,10/29/2020,389,10
Mendocino,10/29/2020,150,4
Yolo,10/29/2020,96,3
Modoc,10/29/2020,41,0
Glenn,10/29/2020,47,0
Siskiyou,10/29/2020,56,7
Shasta,10/29/2020,561,7
Yuba,10/29/2020,265,14
El Dorado,10/29/2020,189,6
Merced,10/29/2020,271,3
San Benito,10/29/2020,50,3
Kings,10/29/2020,193,13
Inyo,10/29/2020,30,4
Del Norte,10/29/2020,52,1
Orange,10/29/2020,5875,191
Kern,10/29/2020,1338,58
Santa Barbara,10/29/2020,688,51
Sacramento,10/29/2020,2472,79
Tuolumne,10/29/2020,84,2
Plumas,10/29/2020,35,0
Mariposa,10/29/2020,19,0
Imperial,10/29/2020,259,0
San Bernardino,10/29/2020,3980,100
Los Angeles,10/29/2020,20056,722
Contra Costa,10/29/2020,1475,49
Solano,10/29/2020,563,10
Colusa,10/29/2020,48,0
Tulare,10/29/2020,681,18
San Joaquin,10/29/2020,1014,37
San Diego,10/29/2020,6992,275
Mariposa,10/30/2020,19,0
Solano,10/30/2020,572,9
Trinity,10/30/2020,25,0
Santa Barbara,10/30/2020,688,58
Santa Cruz,10/30/2020,389,8
Ventura,10/30/2020,1253,47
Napa,10/30/2020,200,9
Tulare,10/30/2020,681,19
Mono,10/30/2020,17,2
Sacramento,10/30/2020,2467,69
San Bernardino,10/30/2020,3970,97
San Francisco,10/30/2020,1861,77
Marin,10/30/2020,361,15
San Benito,10/30/2020,50,2
Inyo,10/30/2020,29,4
El Dorado,10/30/2020,189,8
Yolo,10/30/2020,96,4
Lake,10/30/2020,65,1
Contra Costa,10/30/2020,1482,43
Sonoma,10/30/2020,542,8
Calaveras,10/30/2020,33,6
Lassen,10/30/2020,25,0
Sutter,10/30/2020,14,0
Siskiyou,10/30/2020,56,8
San Joaquin,10/30/2020,1015,38
Stanislaus,10/30/2020,1333,15
San Diego,10/30/2020,6965,248
Kern,10/30/2020,1340,55
Alameda,10/30/2020,2426,116
Plumas,10/30/2020,35,0
Madera,10/30/2020,263,20
Mendocino,10/30/2020,150,3
Humboldt,10/30/2020,272,5
Glenn,10/30/2020,47,0
Tuolumne,10/30/2020,84,3
Del Norte,10/30/2020,51,0
Los Angeles,10/30/2020,20077,730
Modoc,10/30/2020,41,0
Butte,10/30/2020,453,14
Imperial,10/30/2020,259,3
Colusa,10/30/2020,48,0
Kings,10/30/2020,193,14
Fresno,10/30/2020,1633,25
Riverside,10/30/2020,3360,56
Tehama,10/30/2020,59,0
Merced,10/30/2020,271,7
Nevada,10/30/2020,134,7
Shasta,10/30/2020,561,4
San Mateo,10/30/2020,688,35
Yuba,10/30/2020,265,8
San Luis Obispo,10/30/2020,460,30
Placer,10/30/2020,793,28
Amador,10/30/2020,51,2
Monterey,10/30/2020,717,20
Santa Clara,10/30/2020,3033,73
Orange,10/30/2020,5849,174
Modoc,10/31/2020,41,0
Inyo,10/31/2020,29,4
Butte,10/31/2020,453,12
Santa Clara,10/31/2020,3028,71
Plumas,10/31/2020,35,0
Contra Costa,10/31/2020,1478,51
San Luis Obispo,10/31/2020,460,29
Shasta,10/31/2020,561,4
San Benito,10/31/2020,50,2
Placer,10/31/2020,792,23
Amador,10/31/2020,51,3
Monterey,10/31/2020,717,24
Kings,10/31/2020,193,14
Sutter,10/31/2020,14,0
Riverside,10/31/2020,3312,76
Fresno,10/31/2020,1643,29
Colusa,10/31/2020,48,0
Mendocino,10/31/2020,150,4
Yolo,10/31/2020,96,5
Mono,10/31/2020,17,2
