date,confirmed_patients,suspected_patients,total_covid_patients
2020-09-24,5,3,8
2020-09-24,11,0,11
2020-09-24,87,36,123
2020-09-24,24,24,48
2020-09-24,39,20,59
2020-09-24,111,10,121
2020-09-24,35,12,47
2020-09-24,28,0,28
2020-09-24,152,42,194
2020-09-24,3,1,4
2020-09-24,142,62,204
2020-09-24,60,9,69
2020-09-24,1,0,1
2020-09-24,0,0,0
2020-09-24,30,30,60
2020-09-24,11,12,23
2020-09-24,44,23,67
2020-09-24,1,0,1
2020-09-24,72,2,74
2020-09-24,0,0,0
2020-09-24,8,0,8
2020-09-24,0,0,0
2020-09-24,41,8,49
2020-09-24,18,0,18
2020-09-24,3,2,5
2020-09-24,0,0,0
2020-09-24,0,0,0
2020-09-24,23,4,27
2020-09-25,20,0,20
2020-09-25,12,0,12
2020-09-25,3,0,3
2020-09-25,25,0,25
2020-09-25,156,51,207
2020-09-25,0,0,0
2020-09-25,76,28,104
2020-09-25,13,0,13
2020-09-25,108,12,120
2020-09-25,148,50,198
2020-09-25,1,0,1
2020-09-25,10,0,10
2020-09-25,3,2,5
2020-09-25,0,0,0
2020-09-25,28,0,28
2020-09-25,32,13,45
2020-09-25,70,2,72
2020-09-25,13,19,32
2020-09-25,5,0,5
2020-09-25,134,28,162
2020-09-25,18,8,26
2020-09-25,0,0,0
2020-09-25,0,0,0
2020-09-25,3,0,3
2020-09-25,9,0,9
2020-09-25,0,0,0
2020-09-25,1,0,1
2020-09-25,0,0,0
2020-09-25,5,2,7
2020-09-25,0,2,2
2020-09-25,1,0,1
2020-09-25,692,336,1028
2020-09-25,0,0,0
2020-09-25,86,27,113
2020-09-25,2,1,3
2020-09-25,129,67,196
2020-09-25,0,0,0
2020-09-25,0,0,0
2020-09-25,78,23,101
2020-09-25,2,0,2
2020-09-25,196,39,235
2020-09-25,6,0,6
2020-09-25,0,0,0
2020-09-25,0,0,0
2020-09-25,0,0,0
2020-09-25,24,4,28
2020-09-25,44,22,66
2020-09-25,5,0,5
2020-09-25,61,11,72
2020-09-25,13,0,13
2020-09-25,44,8,52
2020-09-25,0,0,0
2020-09-25,25,20,45
2020-09-25,36,9,45
2020-09-25,18,15,33
2020-09-25,30,19,49
2020-09-26,30,11,41
2020-09-26,3,0,3
2020-09-26,3,0,3
2020-09-26,1,0,1
2020-09-26,131,25,156
2020-09-26,0,0,0
2020-09-26,9,0,9
2020-09-26,46,18,64
2020-09-26,0,0,0
2020-09-26,10,0,10
2020-09-26,32,10,42
2020-09-26,13,0,13
2020-09-26,21,5,26
2020-09-26,75,36,111
2020-09-26,0,0,0
2020-09-26,69,19,88
2020-09-26,19,0,19
2020-09-26,8,1,9
2020-09-26,3,1,4
2020-09-26,0,0,0
2020-09-26,0,0,0
2020-09-26,0,0,0
2020-09-26,4,0,4
2020-09-26,152,44,196
2020-09-26,56,8,64
2020-09-26,5,8,13
2020-09-26,0,0,0
2020-09-26,38,11,49
2020-09-26,1,0,1
2020-09-26,13,0,13
2020-09-26,2,0,2
2020-09-26,13,3,16
2020-09-26,0,0,0
2020-09-26,1,0,1
2020-09-26,29,12,41
2020-09-26,1,0,1
2020-09-26,18,7,25
2020-09-26,93,11,104
2020-09-26,135,46,181
2020-09-26,66,4,70
2020-09-26,197,42,239
2020-09-26,25,25,50
2020-09-26,0,0,0
2020-09-26,0,1,1
2020-09-26,1,0,1
2020-09-26,164,36,200
2020-09-26,25,0,25
2020-09-26,687,371,1058
2020-09-26,18,19,37
2020-09-26,0,0,0
2020-09-26,9,0,9
2020-09-26,0,0,0
2020-09-26,29,0,29
2020-09-26,73,24,97
2020-09-26,3,0,3
2020-09-26,0,0,0
2020-09-27,3,0,3
2020-09-27,22,28,50
2020-09-27,33,8,41
2020-09-27,0,0,0
2020-09-27,0,0,0
2020-09-27,32,20,52
2020-09-27,0,0,0
2020-09-27,3,0,3
2020-09-27,1,0,1
2020-09-27,94,13,107
2020-09-27,0,1,1
2020-09-27,3,0,3
2020-09-27,29,0,29
2020-09-27,20,0,20
2020-09-27,21,1,22
2020-09-27,13,0,13
2020-09-27,14,0,14
2020-09-27,0,0,0
2020-09-27,0,0,0
2020-09-27,31,13,44
2020-09-27,12,9,21
2020-09-27,714,356,1070
2020-09-27,184,48,232
2020-09-27,76,37,113
2020-09-27,67,3,70
2020-09-27,48,11,59
2020-09-27,0,0,0
2020-09-27,74,22,96
2020-09-27,160,50,210
2020-09-27,1,0,1
2020-09-27,2,1,3
2020-09-27,17,22,39
2020-09-27,0,0,0
2020-09-27,24,0,24
2020-09-27,1,0,1
2020-09-27,1,0,1
2020-09-27,2,0,2
2020-09-27,0,0,0
2020-09-27,54,6,60
2020-09-27,7,7,14
2020-09-27,0,0,0
2020-09-27,119,35,154
2020-09-27,1,0,1
2020-09-27,4,0,4
2020-09-27,0,0,0
2020-09-27,14,0,14
2020-09-27,9,1,10
2020-09-27,0,0,0
2020-09-27,1,6,7
2020-09-27,20,4,24
2020-09-27,29,9,38
2020-09-27,161,63,224
2020-09-27,2,0,2
2020-09-27,59,20,79
2020-09-27,7,0,7
2020-09-27,128,49,177
2020-09-28,0,0,0
2020-09-28,13,0,13
2020-09-28,29,11,40
2020-09-28,1,0,1
2020-09-28,3,0,3
2020-09-28,1,0,1
2020-09-28,71,3,74
2020-09-28,6,1,7
2020-09-28,0,0,0
2020-09-28,20,8,28
2020-09-28,125,35,160
2020-09-28,30,0,30
2020-09-28,60,5,65
2020-09-28,165,58,223
2020-09-28,19,19,38
2020-09-28,0,0,0
2020-09-28,16,0,16
2020-09-28,0,1,1
2020-09-28,0,0,0
2020-09-28,26,1,27
2020-09-28,0,1,1
2020-09-28,0,0,0
2020-09-28,0,0,0
2020-09-28,0,1,1
2020-09-28,4,2,6
2020-09-28,10,10,20
2020-09-28,0,0,0
2020-09-28,734,291,1025
2020-09-28,24,28,52
2020-09-28,22,0,22
2020-09-28,0,0,0
2020-09-28,8,6,14
2020-09-28,6,0,6
2020-09-28,2,0,2
2020-09-28,93,18,111
2020-09-28,0,0,0
2020-09-28,1,0,1
2020-09-28,25,0,25
2020-09-28,46,7,53
2020-09-28,0,0,0
2020-09-28,125,57,182
2020-09-28,30,15,45
2020-09-28,76,14,90
2020-09-28,35,18,53
2020-09-28,1,1,2
2020-09-28,162,78,240
2020-09-28,13,0,13
2020-09-28,2,3,5
2020-09-28,199,58,257
2020-09-28,5,0,5
2020-09-28,3,0,3
2020-09-28,54,24,78
2020-09-28,12,14,26
2020-09-28,79,35,114
2020-09-28,2,0,2
2020-09-28,34,8,42
2020-09-29,13,0,13
2020-09-29,90,15,105
2020-09-29,172,52,224
2020-09-29,0,0,0
2020-09-29,122,38,160
2020-09-29,18,21,39
2020-09-29,0,0,0
2020-09-29,0,0,0
2020-09-29,9,13,22
2020-09-29,1,0,1
2020-09-29,6,1,7
2020-09-29,0,1,1
2020-09-29,32,17,49
2020-09-29,0,0,0
2020-09-29,0,0,0
2020-09-29,23,0,23
2020-09-29,48,14,62
2020-09-29,7,8,15
2020-09-29,5,0,5
2020-09-29,50,30,80
2020-09-29,4,0,4
2020-09-29,3,0,3
2020-09-29,2,3,5
2020-09-29,5,1,6
2020-09-29,130,52,182
2020-09-29,23,0,23
2020-09-29,3,0,3
2020-09-29,20,1,21
2020-09-29,1,0,1
2020-09-29,26,17,43
2020-09-29,1,0,1
2020-09-29,1,1,2
2020-09-29,61,5,66
2020-09-29,182,56,238
2020-09-29,0,0,0
2020-09-29,13,1,14
2020-09-29,746,340,1086
2020-09-29,30,0,30
2020-09-29,23,0,23
2020-09-29,0,0,0
2020-09-29,73,5,78
2020-09-29,1,0,1
2020-09-29,17,4,21
2020-09-29,22,22,44
2020-09-29,80,14,94
2020-09-29,9,11,20
2020-09-29,0,0,0
2020-09-29,0,0,0
2020-09-29,78,47,125
2020-09-29,33,20,53
2020-09-29,170,55,225
2020-09-29,1,0,1
2020-09-29,34,9,43
2020-09-29,0,0,0
2020-09-29,0,0,0
2020-09-29,5,0,5
2020-09-30,26,0,26
2020-09-30,93,17,110
2020-09-30,6,0,6
2020-09-30,10,9,19
2020-09-30,46,10,56
2020-09-30,0,0,0
2020-09-30,0,0,0
2020-09-30,11,0,11
2020-09-30,13,0,13
2020-09-30,0,0,0
2020-09-30,173,55,228
2020-09-30,0,0,0
2020-09-30,0,1,1
2020-09-30,80,26,106
2020-09-30,8,1,9
2020-09-30,165,58,223
2020-09-30,7,4,11
2020-09-30,2,0,2
2020-09-30,9,0,9
2020-09-30,6,1,7
2020-09-30,0,0,0
2020-09-30,84,32,116
2020-09-30,6,0,6
2020-09-30,1,2,3
2020-09-30,31,15,46
2020-09-30,1,0,1
2020-09-30,1,0,1
2020-09-30,17,18,35
2020-09-30,0,0,0
2020-09-30,0,0,0
2020-09-30,0,0,0
2020-09-30,39,9,48
2020-09-30,15,5,20
2020-09-30,14,18,32
2020-09-30,5,0,5
2020-09-30,0,0,0
2020-09-30,730,371,1101
2020-09-30,1,0,1
2020-09-30,119,27,146
2020-09-30,0,0,0
2020-09-30,3,0,3
2020-09-30,119,45,164
2020-09-30,20,0,20
2020-09-30,0,0,0
2020-09-30,15,0,15
2020-09-30,64,10,74
2020-09-30,26,16,42
2020-09-30,58,21,79
2020-09-30,187,43,230
2020-09-30,6,0,6
2020-09-30,18,1,19
2020-09-30,0,0,0
2020-09-30,35,16,51
2020-09-30,27,0,27
2020-09-30,70,5,75
2020-09-30,2,0,2
2020-10-01,0,0,0
2020-10-01,31,17,48
2020-10-01,9,14,23
2020-10-01,0,0,0
2020-10-01,94,19,113
2020-10-01,10,1,11
2020-10-01,84,17,101
2020-10-01,20,0,20
2020-10-01,0,0,0
2020-10-01,175,34,209
2020-10-01,39,7,46
2020-10-01,1,0,1
2020-10-01,2,1,3
2020-10-01,130,59,189
2020-10-01,7,1,8
2020-10-01,6,5,11
2020-10-01,9,0,9
2020-10-01,0,0,0
2020-10-01,1,0,1
2020-10-01,35,18,53
2020-10-01,58,4,62
2020-10-01,1,1,2
2020-10-01,0,0,0
2020-10-01,3,1,4
2020-10-01,6,0,6
2020-10-01,0,0,0
2020-10-01,0,0,0
2020-10-01,186,54,240
2020-10-01,108,26,134
2020-10-01,173,47,220
2020-10-01,698,371,1069
2020-10-01,0,0,0
2020-10-01,1,0,1
2020-10-01,23,0,23
2020-10-01,2,0,2
2020-10-01,1,0,1
2020-10-01,0,1,1
2020-10-01,4,0,4
2020-10-01,94,36,130
2020-10-01,55,24,79
2020-10-01,18,13,31
2020-10-01,8,1,9
2020-10-01,17,1,18
2020-10-01,0,0,0
2020-10-01,7,0,7
2020-10-01,0,1,1
2020-10-01,0,0,0
2020-10-01,8,1,9
2020-10-01,16,0,16
2020-10-01,29,13,42
2020-10-01,43,9,52
2020-10-01,59,9,68
2020-10-01,29,0,29
2020-10-01,0,0,0
2020-10-01,20,1,21
2020-10-01,19,20,39
2020-10-02,31,7,38
2020-10-02,55,19,74
2020-10-02,2,0,2
2020-10-02,160,53,213
2020-10-02,164,48,212
2020-10-02,8,1,9
2020-10-02,0,0,0
2020-10-02,0,0,0
2020-10-02,4,0,4
2020-10-02,0,0,0
2020-10-02,19,1,20
2020-10-02,1,0,1
2020-10-02,4,1,5
2020-10-02,97,18,115
2020-10-02,3,0,3
2020-10-02,1,0,1
2020-10-02,22,13,35
2020-10-02,18,24,42
2020-10-02,7,0,7
2020-10-02,30,0,30
2020-10-02,0,0,0
2020-10-02,1,0,1
2020-10-02,0,0,0
2020-10-02,0,1,1
2020-10-02,8,0,8
2020-10-02,1,0,1
2020-10-02,39,19,58
2020-10-02,2,0,2
2020-10-02,35,7,42
2020-10-02,203,56,259
2020-10-02,135,66,201
2020-10-02,39,13,52
2020-10-02,0,0,0
2020-10-02,21,6,27
2020-10-02,0,0,0
2020-10-02,26,0,26
2020-10-02,673,324,997
2020-10-02,7,1,8
2020-10-02,82,19,101
2020-10-02,5,0,5
2020-10-02,0,0,0
2020-10-02,7,6,13
2020-10-02,7,0,7
2020-10-02,13,0,13
2020-10-02,0,0,0
2020-10-02,7,5,12
2020-10-02,76,34,110
2020-10-02,29,13,42
2020-10-02,0,0,0
2020-10-02,96,23,119
2020-10-02,22,0,22
2020-10-02,9,1,10
2020-10-02,0,0,0
2020-10-02,63,3,66
2020-10-02,0,0,0
2020-10-02,55,10,65
2020-10-03,6,1,7
2020-10-03,12,0,12
2020-10-03,23,1,24
2020-10-03,0,0,0
2020-10-03,21,13,34
2020-10-03,0,0,0
2020-10-03,29,11,40
2020-10-03,55,17,72
2020-10-03,38,16,54
2020-10-03,3,0,3
2020-10-03,6,0,6
2020-10-03,0,0,0
2020-10-03,6,0,6
2020-10-03,2,4,6
2020-10-03,26,1,27
2020-10-03,26,7,33
2020-10-03,7,6,13
2020-10-03,155,52,207
2020-10-03,50,7,57
2020-10-03,63,4,67
2020-10-03,102,16,118
2020-10-03,0,0,0
2020-10-03,2,0,2
2020-10-03,0,0,0
2020-10-03,1,0,1
2020-10-03,0,0,0
2020-10-03,87,29,116
2020-10-03,21,0,21
2020-10-03,0,0,0
2020-10-03,0,0,0
2020-10-03,29,0,29
2020-10-03,0,3,3
2020-10-03,1,0,1
2020-10-03,0,0,0
2020-10-03,0,0,0
2020-10-03,15,0,15
2020-10-03,36,9,45
2020-10-03,82,23,105
2020-10-03,2,0,2
2020-10-03,0,0,0
2020-10-03,18,24,42
2020-10-03,6,0,6
2020-10-03,6,0,6
2020-10-03,170,54,224
2020-10-03,0,0,0
2020-10-03,8,6,14
2020-10-03,2,0,2
2020-10-03,31,10,41
2020-10-03,207,60,267
2020-10-03,78,41,119
2020-10-03,38,11,49
2020-10-03,4,0,4
2020-10-03,0,0,0
2020-10-03,674,353,1027
2020-10-03,135,67,202
2020-10-03,0,0,0
2020-10-04,0,0,0
2020-10-04,1,1,2
2020-10-04,61,1,62
2020-10-04,2,1,3
2020-10-04,168,42,210
2020-10-04,6,1,7
2020-10-04,8,7,15
2020-10-04,8,0,8
2020-10-04,71,29,100
2020-10-04,27,2,29
2020-10-04,21,17,38
2020-10-04,1,0,1
2020-10-04,35,11,46
2020-10-04,203,53,256
2020-10-04,4,0,4
2020-10-04,34,19,53
2020-10-04,0,0,0
2020-10-04,0,0,0
2020-10-04,103,13,116
2020-10-04,0,0,0
2020-10-04,16,0,16
2020-10-04,7,0,7
2020-10-04,28,12,40
2020-10-04,14,0,14
2020-10-04,24,0,24
2020-10-04,28,7,35
2020-10-04,52,9,61
2020-10-04,87,20,107
2020-10-04,0,0,0
2020-10-04,35,9,44
2020-10-04,4,0,4
2020-10-04,4,1,5
2020-10-04,0,0,0
2020-10-04,4,0,4
2020-10-04,22,34,56
2020-10-04,2,0,2
2020-10-04,31,11,42
2020-10-04,0,0,0
2020-10-04,0,0,0
2020-10-04,133,68,201
2020-10-04,0,0,0
2020-10-04,22,0,22
2020-10-04,1,0,1
2020-10-04,175,59,234
2020-10-04,0,0,0
2020-10-04,0,0,0
2020-10-04,4,10,14
2020-10-04,0,0,0
2020-10-04,7,1,8
2020-10-04,2,4,6
2020-10-04,0,0,0
2020-10-04,4,0,4
2020-10-04,685,373,1058
2020-10-04,54,11,65
2020-10-04,93,29,122
2020-10-04,0,0,0
2020-10-05,1,0,1
2020-10-05,0,0,0
2020-10-05,83,23,106
2020-10-05,5,0,5
2020-10-05,0,0,0
2020-10-05,4,0,4
2020-10-05,15,0,15
2020-10-05,96,29,125
2020-10-05,107,18,125
2020-10-05,5,4,9
2020-10-05,0,3,3
2020-10-05,0,0,0
2020-10-05,0,0,0
2020-10-05,0,0,0
2020-10-05,66,0,66
2020-10-05,0,0,0
2020-10-05,8,0,8
2020-10-05,10,1,11
2020-10-05,30,13,43
2020-10-05,20,10,30
2020-10-05,142,67,209
2020-10-05,0,0,0
2020-10-05,0,0,0
2020-10-05,3,0,3
2020-10-05,5,1,6
2020-10-05,14,0,14
2020-10-05,26,12,38
2020-10-05,50,9,59
2020-10-05,73,37,110
2020-10-05,19,0,19
2020-10-05,20,25,45
2020-10-05,217,56,273
2020-10-05,0,0,0
2020-10-05,2,3,5
2020-10-05,176,52,228
2020-10-05,0,0,0
2020-10-05,0,0,0
2020-10-05,0,0,0
2020-10-05,0,0,0
2020-10-05,53,21,74
2020-10-05,33,12,45
2020-10-05,186,53,239
2020-10-05,696,339,1035
2020-10-05,28,7,35
2020-10-05,27,0,27
2020-10-05,37,20,57
2020-10-05,0,0,0
2020-10-05,34,8,42
2020-10-05,1,0,1
2020-10-05,5,0,5
2020-10-05,4,0,4
2020-10-05,24,1,25
2020-10-05,1,0,1
2020-10-05,8,6,14
2020-10-05,6,1,7
2020-10-05,4,0,4
2020-10-06,2,1,3
2020-10-06,0,0,0
2020-10-06,0,0,0
2020-10-06,0,0,0
2020-10-06,0,0,0
2020-10-06,20,31,51
2020-10-06,709,351,1060
2020-10-06,15,0,15
2020-10-06,25,1,26
2020-10-06,0,4,4
2020-10-06,200,39,239
2020-10-06,5,0,5
2020-10-06,2,3,5
2020-10-06,0,0,0
2020-10-06,0,0,0
2020-10-06,1,0,1
2020-10-06,7,0,7
2020-10-06,183,52,235
2020-10-06,0,0,0
2020-10-06,0,3,3
2020-10-06,4,8,12
2020-10-06,34,6,40
2020-10-06,20,15,35
2020-10-06,0,0,0
2020-10-06,89,30,119
2020-10-06,135,83,218
2020-10-06,214,66,280
2020-10-06,0,0,0
2020-10-06,28,8,36
2020-10-06,0,0,0
2020-10-06,0,0,0
2020-10-06,26,17,43
2020-10-06,32,25,57
2020-10-06,30,0,30
2020-10-06,75,40,115
2020-10-06,2,0,2
2020-10-06,19,0,19
2020-10-06,45,15,60
2020-10-06,65,3,68
2020-10-06,77,23,100
2020-10-06,4,0,4
2020-10-06,3,0,3
2020-10-06,0,0,0
2020-10-06,6,6,12
2020-10-06,0,0,0
2020-10-06,16,0,16
2020-10-06,0,0,0
2020-10-06,0,0,0
2020-10-06,100,22,122
2020-10-06,47,7,54
2020-10-06,8,0,8
2020-10-06,34,9,43
2020-10-06,5,0,5
2020-10-06,6,1,7
2020-10-06,6,2,8
2020-10-06,24,10,34
2020-10-07,32,27,59
2020-10-07,3,4,7
2020-10-07,0,0,0
2020-10-07,15,0,15
2020-10-07,77,25,102
2020-10-07,0,0,0
2020-10-07,30,15,45
2020-10-07,5,4,9
2020-10-07,2,1,3
2020-10-07,4,1,5
2020-10-07,205,44,249
2020-10-07,3,1,4
2020-10-07,7,0,7
2020-10-07,0,2,2
2020-10-07,0,1,1
2020-10-07,0,1,1
2020-10-07,19,21,40
2020-10-07,0,0,0
2020-10-07,19,0,19
2020-10-07,0,0,0
2020-10-07,0,0,0
2020-10-07,0,0,0
2020-10-07,3,0,3
2020-10-07,0,0,0
2020-10-07,44,11,55
2020-10-07,0,0,0
2020-10-07,0,0,0
2020-10-07,104,23,127
2020-10-07,172,38,210
2020-10-07,0,2,2
2020-10-07,4,1,5
2020-10-07,22,10,32
2020-10-07,62,3,65
2020-10-07,26,0,26
2020-10-07,3,0,3
2020-10-07,1,1,2
2020-10-07,37,6,43
2020-10-07,135,74,209
2020-10-07,31,8,39
2020-10-07,217,44,261
2020-10-07,6,4,10
2020-10-07,25,0,25
2020-10-07,0,0,0
2020-10-07,0,0,0
2020-10-07,35,11,46
2020-10-07,1,0,1
2020-10-07,724,353,1077
2020-10-07,0,0,0
2020-10-07,20,0,20
2020-10-07,7,4,11
2020-10-07,16,33,49
2020-10-07,6,0,6
2020-10-07,46,14,60
2020-10-07,7,0,7
2020-10-07,66,34,100
2020-10-07,87,37,124
2020-10-08,4,0,4
2020-10-08,39,5,44
2020-10-08,30,8,38
2020-10-08,3,0,3
2020-10-08,31,11,42
2020-10-08,26,0,26
2020-10-08,102,26,128
2020-10-08,59,4,63
2020-10-08,29,12,41
2020-10-08,0,0,0
2020-10-08,85,45,130
2020-10-08,0,0,0
2020-10-08,0,0,0
2020-10-08,0,0,0
2020-10-08,33,13,46
2020-10-08,61,44,105
2020-10-08,1,0,1
2020-10-08,0,0,0
2020-10-08,0,1,1
2020-10-08,0,0,0
2020-10-08,145,70,215
2020-10-08,3,6,9
2020-10-08,5,0,5
2020-10-08,4,0,4
2020-10-08,21,23,44
2020-10-08,0,1,1
2020-10-08,207,51,258
2020-10-08,0,0,0
2020-10-08,701,358,1059
2020-10-08,18,24,42
2020-10-08,7,2,9
2020-10-08,3,0,3
2020-10-08,0,0,0
2020-10-08,2,0,2
2020-10-08,13,0,13
2020-10-08,0,0,0
2020-10-08,0,0,0
2020-10-08,16,0,16
2020-10-08,9,1,10
2020-10-08,1,1,2
2020-10-08,0,0,0
2020-10-08,215,47,262
2020-10-08,36,6,42
2020-10-08,0,0,0
2020-10-08,0,0,0
2020-10-08,2,0,2
2020-10-08,0,0,0
2020-10-08,25,0,25
2020-10-08,7,6,13
2020-10-08,24,0,24
2020-10-08,79,19,98
2020-10-08,176,44,220
2020-10-08,50,27,77
2020-10-08,7,0,7
2020-10-08,23,10,33
2020-10-08,8,11,19
2020-10-09,0,0,0
2020-10-09,715,329,1044
2020-10-09,209,49,258
2020-10-09,0,0,0
2020-10-09,0,0,0
2020-10-09,18,22,40
2020-10-09,93,23,116
2020-10-09,0,0,0
2020-10-09,7,3,10
2020-10-09,0,0,0
2020-10-09,75,37,112
2020-10-09,23,18,41
2020-10-09,27,3,30
2020-10-09,0,0,0
2020-10-09,69,23,92
2020-10-09,59,41,100
2020-10-09,13,0,13
2020-10-09,3,1,4
2020-10-09,23,1,24
2020-10-09,57,2,59
2020-10-09,25,7,32
2020-10-09,9,8,17
2020-10-09,7,0,7
2020-10-09,33,8,41
2020-10-09,3,2,5
2020-10-09,146,57,203
2020-10-09,34,17,51
2020-10-09,0,0,0
2020-10-09,1,0,1
2020-10-09,0,0,0
2020-10-09,1,0,1
2020-10-09,0,0,0
2020-10-09,197,47,244
2020-10-09,0,0,0
2020-10-09,17,0,17
2020-10-09,28,0,28
2020-10-09,10,2,12
2020-10-09,6,0,6
2020-10-09,4,0,4
2020-10-09,3,0,3
2020-10-09,0,0,0
2020-10-09,30,6,36
2020-10-09,0,0,0
2020-10-09,31,6,37
2020-10-09,3,0,3
2020-10-09,169,52,221
2020-10-09,29,10,39
2020-10-09,0,0,0
2020-10-09,2,1,3
2020-10-09,1,0,1
2020-10-09,51,31,82
2020-10-09,0,0,0
2020-10-09,30,14,44
2020-10-09,3,0,3
2020-10-09,0,0,0
2020-10-09,0,0,0
2020-10-10,0,0,0
2020-10-10,135,56,191
2020-10-10,52,27,79
2020-10-10,2,0,2
2020-10-10,3,0,3
2020-10-10,2,2,4
2020-10-10,0,0,0
2020-10-10,3,0,3
2020-10-10,11,8,19
2020-10-10,30,18,48
2020-10-10,33,4,37
2020-10-10,5,2,7
2020-10-10,164,49,213
2020-10-10,195,52,247
2020-10-10,31,0,31
2020-10-10,46,2,48
2020-10-10,0,0,0
2020-10-10,3,0,3
2020-10-10,192,52,244
2020-10-10,71,24,95
2020-10-10,21,16,37
2020-10-10,6,3,9
2020-10-10,26,2,28
2020-10-10,17,0,17
2020-10-10,17,40,57
2020-10-10,8,7,15
2020-10-10,0,1,1
2020-10-10,693,360,1053
2020-10-10,78,56,134
2020-10-10,2,0,2
2020-10-10,85,19,104
2020-10-10,0,0,0
2020-10-10,0,0,0
2020-10-10,1,0,1
2020-10-10,0,0,0
2020-10-10,0,0,0
2020-10-10,0,0,0
2020-10-10,32,8,40
2020-10-10,1,0,1
2020-10-10,1,0,1
2020-10-10,0,0,0
2020-10-10,0,0,0
2020-10-10,0,0,0
2020-10-10,24,0,24
2020-10-10,18,0,18
2020-10-10,0,0,0
2020-10-10,64,46,110
2020-10-10,32,6,38
2020-10-10,0,0,0
2020-10-10,6,0,6
2020-10-10,0,0,0
2020-10-10,37,11,48
2020-10-10,22,14,36
2020-10-10,29,9,38
2020-10-10,2,0,2
2020-10-10,9,0,9
2020-10-11,77,54,131
2020-10-11,0,0,0
2020-10-11,0,0,0
2020-10-11,173,51,224
2020-10-11,19,0,19
2020-10-11,31,12,43
2020-10-11,183,53,236
2020-10-11,27,3,30
2020-10-11,78,30,108
2020-10-11,1,0,1
2020-10-11,0,0,0
2020-10-11,2,1,3
2020-10-11,6,2,8
2020-10-11,3,0,3
2020-10-11,1,0,1
2020-10-11,0,0,0
2020-10-11,0,0,0
2020-10-11,26,17,43
2020-10-11,34,2,36
2020-10-11,10,9,19
2020-10-11,29,8,37
2020-10-11,0,0,0
2020-10-11,19,35,54
2020-10-11,51,2,53
2020-10-11,2,0,2
2020-10-11,98,14,112
2020-10-11,0,0,0
2020-10-11,2,4,6
2020-10-11,692,353,1045
2020-10-11,0,0,0
2020-10-11,28,7,35
2020-10-11,10,0,10
2020-10-11,0,0,0
2020-10-11,6,3,9
2020-10-11,167,43,210
2020-10-11,20,0,20
2020-10-11,0,0,0
2020-10-11,26,6,32
2020-10-11,131,62,193
2020-10-11,2,0,2
2020-10-11,4,1,5
2020-10-11,22,6,28
2020-10-11,38,23,61
2020-10-11,27,2,29
2020-10-11,5,0,5
2020-10-11,1,0,1
2020-10-11,0,0,0
2020-10-11,19,0,19
2020-10-11,1,0,1
2020-10-11,0,0,0
2020-10-11,54,25,79
2020-10-11,61,44,105
2020-10-11,6,0,6
2020-10-11,0,0,0
2020-10-11,1,0,1
2020-10-11,3,2,5
2020-10-12,1,0,1
2020-10-12,178,52,230
2020-10-12,0,0,0
2020-10-12,32,9,41
2020-10-12,1,0,1
2020-10-12,0,0,0
2020-10-12,1,0,1
2020-10-12,2,0,2
2020-10-12,0,0,0
2020-10-12,0,0,0
2020-10-12,0,0,0
2020-10-12,0,0,0
2020-10-12,6,0,6
2020-10-12,10,0,10
2020-10-12,0,0,0
2020-10-12,1,0,1
2020-10-12,4,1,5
2020-10-12,26,4,30
2020-10-12,28,0,28
2020-10-12,25,11,36
2020-10-12,186,50,236
2020-10-12,1,0,1
2020-10-12,29,11,40
2020-10-12,8,11,19
2020-10-12,54,9,63
2020-10-12,23,6,29
2020-10-12,61,45,106
2020-10-12,4,0,4
2020-10-12,146,55,201
2020-10-12,5,3,8
2020-10-12,0,1,1
2020-10-12,26,19,45
2020-10-12,20,0,20
2020-10-12,720,356,1076
2020-10-12,1,1,2
2020-10-12,28,2,30
2020-10-12,29,16,45
2020-10-12,3,0,3
2020-10-12,0,0,0
2020-10-12,77,47,124
2020-10-12,2,0,2
2020-10-12,31,0,31
2020-10-12,0,0,0
2020-10-12,19,0,19
2020-10-12,16,34,50
2020-10-12,53,3,56
2020-10-12,11,1,12
2020-10-12,7,1,8
2020-10-12,21,5,26
2020-10-12,80,20,100
2020-10-12,0,0,0
2020-10-12,160,49,209
2020-10-12,0,0,0
2020-10-12,89,12,101
2020-10-12,1,0,1
2020-10-12,0,0,0
2020-10-13,35,10,45
2020-10-13,31,15,46
2020-10-13,2,1,3
2020-10-13,179,49,228
2020-10-13,0,0,0
2020-10-13,187,56,243
2020-10-13,1,0,1
2020-10-13,4,1,5
2020-10-13,1,0,1
2020-10-13,0,2,2
2020-10-13,91,14,105
2020-10-13,1,0,1
2020-10-13,0,0,0
2020-10-13,2,1,3
2020-10-13,59,2,61
2020-10-13,10,2,12
2020-10-13,23,4,27
2020-10-13,6,8,14
2020-10-13,18,2,20
2020-10-13,0,0,0
2020-10-13,14,2,16
2020-10-13,0,0,0
2020-10-13,21,18,39
2020-10-13,0,0,0
2020-10-13,17,0,17
2020-10-13,1,3,4
2020-10-13,1,2,3
2020-10-13,149,59,208
2020-10-13,0,0,0
2020-10-13,51,16,67
2020-10-13,723,382,1105
2020-10-13,6,0,6
2020-10-13,0,0,0
2020-10-13,80,22,102
2020-10-13,28,13,41
2020-10-13,27,4,31
2020-10-13,165,48,213
