county,todays_date,hospitalized_covid_confirmed_patients,hospitalized_suspected_covid_patients,hospitalized_covid_patients,all_hospital_beds,icu_covid_confirmed_patients,icu_suspected_covid_patients,icu_available_beds
San Bernardino,2/16/2021,557,55,612,3542,147,8,74
Mono,2/16/2021,1,0,1,17,0,0,2
Yolo,2/16/2021,11,0,11,125,6,0,1
Mendocino,2/16/2021,11,0,11,85,4,0,3
Kings,2/16/2021,56,0,56,133,11,0,3
Sacramento,2/16/2021,212,17,229,2578,61,4,103
Glenn,2/16/2021,0,0,0,47,0,0,0
San Francisco,2/16/2021,118,7,125,2112,37,1,98
Ventura,2/16/2021,202,9,211,1168,48,1,31
Placer,2/16/2021,67,12,79,769,17,1,14
Humboldt,2/16/2021,13,5,18,268,2,0,4
Lake,2/16/2021,1,0,1,62,0,0,2
Merced,2/16/2021,33,0,33,271,12,0,2
Amador,2/16/2021,7,0,7,52,1,0,1
Los Angeles,2/16/2021,2757,223,2980,19197,859,37,391
Sonoma,2/16/2021,45,1,46,621,18,0,22
Shasta,2/16/2021,12,0,12,567,2,0,23
Imperial,2/16/2021,27,1,28,234,16,0,4
Madera,2/16/2021,39,4,43,277,13,0,0
San Mateo,2/16/2021,82,7,89,726,22,1,24
El Dorado,2/16/2021,5,0,5,190,3,0,8
Calaveras,2/16/2021,1,0,1,33,1,0,5
Fresno,2/16/2021,303,21,324,1528,81,1,17
Alameda,2/16/2021,200,37,237,2498,57,2,87
Orange,2/16/2021,719,24,743,5833,235,5,141
Sutter,2/16/2021,0,0,0,14,0,0,0
Inyo,2/16/2021,0,0,0,29,0,0,2
San Joaquin,2/16/2021,144,14,158,899,58,4,6
Stanislaus,2/16/2021,172,12,184,1304,34,2,22
San Diego,2/16/2021,782,39,821,6472,249,6,217
Solano,2/16/2021,82,13,95,578,22,2,16
San Benito,2/16/2021,10,0,10,25,4,0,0
Siskiyou,2/16/2021,1,0,1,56,1,0,1
Plumas,2/16/2021,1,0,1,35,0,0,0
Mariposa,2/16/2021,0,0,0,14,0,0,0
Santa Barbara,2/16/2021,104,3,107,603,22,1,30
Del Norte,2/16/2021,2,0,2,52,0,0,1
San Luis Obispo,2/16/2021,28,0,28,460,6,0,23
Yuba,2/16/2021,29,0,29,261,9,0,1
Santa Clara,2/16/2021,267,27,294,3038,88,4,66
Trinity,2/16/2021,0,0,0,25,0,0,0
Tuolumne,2/16/2021,2,0,2,84,0,0,2
Tehama,2/16/2021,4,0,4,59,0,0,3
Lassen,2/16/2021,0,0,0,25,0,0,0
Monterey,2/16/2021,72,0,72,720,9,0,19
San Benito,2/17/2021,10,0,10,25,3,0,0
Solano,2/17/2021,85,12,97,590,23,1,19
Sutter,2/17/2021,0,0,0,14,0,0,0
Colusa,2/17/2021,3,0,3,48,0,0,5
Santa Cruz,2/17/2021,23,1,24,372,6,0,1
Shasta,2/17/2021,12,0,12,567,2,0,22
Monterey,2/17/2021,65,0,65,720,9,0,25
Modoc,2/17/2021,2,0,2,12,0,0,0
Plumas,2/17/2021,1,0,1,35,0,0,0
Trinity,2/17/2021,0,0,0,25,0,0,0
Siskiyou,2/17/2021,1,0,1,56,1,0,2
Marin,2/17/2021,15,3,18,317,4,0,17
Amador,2/17/2021,6,0,6,52,1,0,1
Mono,2/17/2021,1,0,1,17,0,0,1
San Bernardino,2/17/2021,556,44,600,3557,143,4,104
Madera,2/17/2021,41,9,50,278,10,0,0
Humboldt,2/17/2021,12,3,15,274,3,2,3
Contra Costa,2/17/2021,98,20,118,1333,33,1,41
Riverside,2/17/2021,535,68,603,3238,172,7,36
Orange,2/17/2021,663,26,689,5847,230,7,128
Tuolumne,2/17/2021,3,0,3,84,1,0,4
Tulare,2/17/2021,96,10,106,662,12,1,15
Mariposa,2/17/2021,0,0,0,14,0,0,0
Calaveras,2/17/2021,1,0,1,33,1,0,6
San Diego,2/17/2021,746,55,801,6476,236,11,210
Tehama,2/17/2021,4,0,4,59,0,0,1
Lake,2/17/2021,2,0,2,62,1,0,1
Stanislaus,2/17/2021,173,15,188,1304,37,1,18
Los Angeles,2/17/2021,2640,230,2870,19251,808,26,410
Sacramento,2/17/2021,204,21,225,2629,60,6,95
Sonoma,2/17/2021,43,0,43,645,15,0,23
Placer,2/17/2021,63,13,76,766,19,2,17
San Mateo,2/17/2021,85,9,94,744,20,1,28
Nevada,2/17/2021,4,0,4,129,0,0,3
San Francisco,2/17/2021,108,10,118,2109,34,2,85
Napa,2/17/2021,3,0,3,214,0,0,4
Mendocino,2/17/2021,11,0,11,83,2,0,4
Butte,2/17/2021,16,0,16,451,2,0,4
Yolo,2/17/2021,11,0,11,129,6,0,1
Ventura,2/17/2021,195,8,203,1143,46,1,30
Kern,2/17/2021,219,14,233,1182,53,0,29
Del Norte,2/17/2021,1,0,1,52,0,0,2
Inyo,2/17/2021,1,0,1,29,0,0,2
Kings,2/17/2021,49,0,49,135,9,0,8
San Joaquin,2/17/2021,134,9,143,907,51,5,3
El Dorado,2/17/2021,5,1,6,190,3,0,9
Alameda,2/17/2021,194,33,227,2499,58,1,76
Yuba,2/17/2021,29,1,30,261,9,0,2
Santa Barbara,2/17/2021,95,6,101,603,20,1,23
Fresno,2/17/2021,295,16,311,1540,75,0,15
Merced,2/17/2021,32,0,32,272,15,0,2
Santa Clara,2/17/2021,261,20,281,3055,87,5,52
San Luis Obispo,2/17/2021,24,3,27,460,5,0,21
Imperial,2/17/2021,28,2,30,234,16,1,2
Glenn,2/17/2021,0,0,0,47,0,0,0
Lassen,2/17/2021,0,0,0,25,0,0,0
Madera,2/18/2021,40,12,52,278,10,0,0
Del Norte,2/18/2021,1,2,3,52,0,0,1
San Benito,2/18/2021,9,0,9,25,3,0,0
Sacramento,2/18/2021,201,17,218,2624,56,2,89
Mendocino,2/18/2021,9,0,9,86,2,0,5
Plumas,2/18/2021,1,0,1,35,0,0,0
Santa Barbara,2/18/2021,97,9,106,603,21,3,23
Kern,2/18/2021,185,9,194,1177,53,0,31
San Francisco,2/18/2021,93,7,100,2110,31,1,82
Fresno,2/18/2021,289,18,307,1540,66,2,17
Riverside,2/18/2021,513,63,576,3228,152,7,43
Stanislaus,2/18/2021,173,19,192,1303,31,1,30
Orange,2/18/2021,636,25,661,5828,215,2,117
Amador,2/18/2021,5,1,6,52,1,0,3
San Luis Obispo,2/18/2021,21,2,23,460,5,0,20
Santa Clara,2/18/2021,255,19,274,3060,82,4,50
Lassen,2/18/2021,0,0,0,25,0,0,0
Mono,2/18/2021,0,0,0,17,0,0,1
Solano,2/18/2021,86,12,98,602,20,0,14
Shasta,2/18/2021,12,0,12,567,2,0,19
San Bernardino,2/18/2021,505,34,539,3565,136,2,96
Los Angeles,2/18/2021,2498,247,2745,19277,760,40,419
San Diego,2/18/2021,717,41,758,6481,224,8,203
San Joaquin,2/18/2021,129,16,145,904,54,4,11
Contra Costa,2/18/2021,96,11,107,1330,37,1,41
Nevada,2/18/2021,6,0,6,129,0,0,2
Tuolumne,2/18/2021,0,0,0,84,0,0,2
Lake,2/18/2021,2,0,2,62,1,0,1
Siskiyou,2/18/2021,1,0,1,56,1,0,4
Merced,2/18/2021,33,0,33,272,15,0,2
Modoc,2/18/2021,2,0,2,12,0,0,0
Humboldt,2/18/2021,10,2,12,274,1,0,8
Santa Cruz,2/18/2021,23,2,25,372,5,0,7
Placer,2/18/2021,59,15,74,768,18,2,17
Sonoma,2/18/2021,38,1,39,651,14,0,21
Kings,2/18/2021,42,0,42,137,10,0,10
Butte,2/18/2021,12,0,12,451,2,0,5
Mariposa,2/18/2021,0,0,0,14,0,0,0
Inyo,2/18/2021,2,0,2,29,0,0,2
Yuba,2/18/2021,26,0,26,261,8,0,2
San Mateo,2/18/2021,82,6,88,733,20,0,28
Tulare,2/18/2021,93,6,99,667,12,0,15
Calaveras,2/18/2021,2,0,2,33,1,0,6
Imperial,2/18/2021,29,1,30,234,14,1,6
Trinity,2/18/2021,0,0,0,25,0,0,0
El Dorado,2/18/2021,6,0,6,190,1,0,12
Colusa,2/18/2021,2,0,2,48,0,0,5
Glenn,2/18/2021,0,0,0,47,0,0,0
Ventura,2/18/2021,188,9,197,1142,46,0,34
Alameda,2/18/2021,183,29,212,2501,58,4,77
Monterey,2/18/2021,67,0,67,720,9,0,24
Marin,2/18/2021,18,4,22,325,4,0,17
Sutter,2/18/2021,0,0,0,14,0,0,0
Napa,2/18/2021,2,3,5,213,0,0,4
Yolo,2/18/2021,10,0,10,126,6,0,5
Tehama,2/18/2021,5,0,5,59,0,0,0
Tulare,2/19/2021,83,4,87,667,12,0,20
Napa,2/19/2021,5,1,6,202,2,0,0
Siskiyou,2/19/2021,1,0,1,56,1,0,4
Shasta,2/19/2021,14,0,14,567,2,0,20
Imperial,2/19/2021,27,1,28,234,14,1,5
Los Angeles,2/19/2021,2369,228,2597,19312,712,32,442
Mariposa,2/19/2021,0,0,0,14,0,0,0
Kings,2/19/2021,46,0,46,135,10,0,8
San Diego,2/19/2021,670,35,705,6476,218,8,195
Lassen,2/19/2021,1,0,1,25,0,0,0
Humboldt,2/19/2021,11,2,13,274,0,2,6
Trinity,2/19/2021,0,0,0,25,0,0,0
Inyo,2/19/2021,2,0,2,29,0,0,2
Merced,2/19/2021,32,0,32,272,11,0,3
Santa Barbara,2/19/2021,84,5,89,603,20,2,23
Colusa,2/19/2021,6,0,6,48,0,0,5
Solano,2/19/2021,84,10,94,604,23,2,5
Contra Costa,2/19/2021,84,13,97,1310,35,2,36
Yuba,2/19/2021,26,0,26,261,5,0,2
Kern,2/19/2021,182,5,187,1184,49,0,30
Sutter,2/19/2021,0,0,0,14,0,0,0
Orange,2/19/2021,591,31,622,5800,196,3,121
Del Norte,2/19/2021,1,4,5,52,0,0,1
Yolo,2/19/2021,11,0,11,127,6,0,3
Riverside,2/19/2021,493,40,533,3232,137,4,42
Butte,2/19/2021,12,0,12,451,2,0,6
Santa Cruz,2/19/2021,25,2,27,372,5,0,6
San Francisco,2/19/2021,99,5,104,2116,32,0,85
Modoc,2/19/2021,0,0,0,12,0,0,0
San Bernardino,2/19/2021,469,38,507,3540,133,6,79
Glenn,2/19/2021,0,0,0,47,0,0,0
San Mateo,2/19/2021,80,5,85,719,19,0,24
Tuolumne,2/19/2021,1,0,1,84,0,0,4
Nevada,2/19/2021,3,0,3,127,1,0,2
El Dorado,2/19/2021,7,0,7,190,1,0,12
San Joaquin,2/19/2021,127,24,151,895,52,4,12
Fresno,2/19/2021,265,27,292,1527,63,2,23
Madera,2/19/2021,39,6,45,278,12,0,6
Sonoma,2/19/2021,41,1,42,670,14,0,23
San Benito,2/19/2021,8,0,8,25,2,0,1
Mono,2/19/2021,0,0,0,17,0,0,1
San Luis Obispo,2/19/2021,19,2,21,460,4,0,20
Alameda,2/19/2021,190,29,219,2519,60,3,79
Amador,2/19/2021,7,1,8,52,1,1,2
Tehama,2/19/2021,7,0,7,59,1,0,0
Santa Clara,2/19/2021,243,17,260,3065,73,2,55
Sacramento,2/19/2021,186,19,205,2621,49,1,82
Ventura,2/19/2021,178,6,184,1173,44,3,35
Plumas,2/19/2021,1,0,1,35,0,0,0
Monterey,2/19/2021,72,1,73,720,8,0,16
Lake,2/19/2021,1,0,1,62,1,0,3
Stanislaus,2/19/2021,162,16,178,1304,30,1,20
Marin,2/19/2021,16,3,19,321,6,0,14
Mendocino,2/19/2021,8,0,8,88,2,0,4
Placer,2/19/2021,57,18,75,777,20,0,16
Calaveras,2/19/2021,2,0,2,33,1,0,7
Napa,2/20/2021,7,0,7,207,2,0,5
Inyo,2/20/2021,0,0,0,29,0,0,1
Lake,2/20/2021,1,0,1,63,0,0,4
Sacramento,2/20/2021,177,13,190,2508,50,2,80
Mendocino,2/20/2021,6,1,7,84,2,0,3
Tuolumne,2/20/2021,2,0,2,84,0,0,2
Marin,2/20/2021,14,4,18,327,6,0,14
Trinity,2/20/2021,0,0,0,25,0,0,0
Plumas,2/20/2021,0,0,0,35,0,0,0
Santa Clara,2/20/2021,228,15,243,3053,71,1,59
Stanislaus,2/20/2021,155,15,170,1305,34,1,23
Riverside,2/20/2021,455,56,511,3196,138,5,36
Mono,2/20/2021,0,0,0,17,0,0,1
San Bernardino,2/20/2021,433,37,470,3510,127,2,102
Lassen,2/20/2021,1,0,1,25,0,0,0
Nevada,2/20/2021,2,0,2,115,1,0,2
Santa Barbara,2/20/2021,83,2,85,603,19,0,32
Los Angeles,2/20/2021,2213,212,2425,19279,679,34,438
Calaveras,2/20/2021,2,0,2,33,1,0,7
Ventura,2/20/2021,171,11,182,1150,43,0,38
Alameda,2/20/2021,176,26,202,2481,58,1,78
Imperial,2/20/2021,28,1,29,234,11,0,3
Yuba,2/20/2021,21,1,22,261,4,0,4
Siskiyou,2/20/2021,1,0,1,56,1,0,5
Placer,2/20/2021,64,17,81,772,21,0,13
San Joaquin,2/20/2021,126,25,151,906,45,5,14
Mariposa,2/20/2021,0,0,0,14,0,0,0
Sonoma,2/20/2021,38,1,39,656,13,0,22
Contra Costa,2/20/2021,78,10,88,1303,30,0,36
Orange,2/20/2021,577,32,609,5839,190,1,122
San Benito,2/20/2021,9,0,9,25,3,0,0
Santa Cruz,2/20/2021,25,2,27,372,5,0,6
Tehama,2/20/2021,3,0,3,59,0,0,1
Kern,2/20/2021,167,7,174,1165,51,0,31
Merced,2/20/2021,32,1,33,272,12,0,4
Solano,2/20/2021,70,12,82,582,17,1,11
Monterey,2/20/2021,59,0,59,720,8,0,18
San Francisco,2/20/2021,89,5,94,2112,28,0,87
Modoc,2/20/2021,0,0,0,12,0,0,0
Amador,2/20/2021,6,2,8,52,1,1,0
Humboldt,2/20/2021,10,4,14,273,0,1,7
Glenn,2/20/2021,0,0,0,47,0,0,0
Kings,2/20/2021,45,0,45,135,9,0,9
Tulare,2/20/2021,75,8,83,647,11,0,26
Del Norte,2/20/2021,2,4,6,52,0,0,2
Madera,2/20/2021,35,8,43,278,10,0,5
El Dorado,2/20/2021,6,0,6,190,2,0,8
San Mateo,2/20/2021,64,6,70,720,19,2,24
Butte,2/20/2021,11,0,11,451,2,0,11
Colusa,2/20/2021,7,0,7,48,0,0,5
Shasta,2/20/2021,18,0,18,567,1,0,21
San Luis Obispo,2/20/2021,22,3,25,460,4,0,22
Fresno,2/20/2021,244,32,276,1512,63,4,19
Sutter,2/20/2021,0,0,0,14,0,0,0
Yolo,2/20/2021,10,0,10,125,6,0,2
San Diego,2/20/2021,636,36,672,6462,205,9,219
Tulare,2/21/2021,79,6,85,647,13,1,21
Sonoma,2/21/2021,37,1,38,632,13,0,24
San Bernardino,2/21/2021,437,56,493,3485,122,6,106
San Joaquin,2/21/2021,125,23,148,896,41,5,16
Tehama,2/21/2021,2,0,2,59,0,0,3
Del Norte,2/21/2021,2,4,6,52,0,0,2
San Benito,2/21/2021,7,0,7,25,3,0,0
Ventura,2/21/2021,189,4,193,1155,38,0,39
Lassen,2/21/2021,0,0,0,25,0,0,0
Orange,2/21/2021,556,33,589,5815,179,1,127
Calaveras,2/21/2021,1,0,1,33,0,0,8
Butte,2/21/2021,13,0,13,451,3,0,8
Imperial,2/21/2021,27,1,28,234,11,0,1
Los Angeles,2/21/2021,2146,191,2337,19119,660,31,512
Modoc,2/21/2021,0,0,0,12,0,0,0
Madera,2/21/2021,33,7,40,278,11,1,7
Nevada,2/21/2021,2,1,3,119,1,0,3
Yolo,2/21/2021,9,0,9,116,6,0,1
Santa Cruz,2/21/2021,22,2,24,372,2,1,3
San Francisco,2/21/2021,93,5,98,2088,27,1,86
Alameda,2/21/2021,174,26,200,2461,55,1,78
Santa Clara,2/21/2021,221,21,242,3040,67,4,69
Sacramento,2/21/2021,185,25,210,2578,53,4,90
Shasta,2/21/2021,19,0,19,567,1,0,21
Kern,2/21/2021,167,7,174,1160,50,0,33
El Dorado,2/21/2021,10,0,10,190,3,0,5
Tuolumne,2/21/2021,2,0,2,84,0,0,4
Fresno,2/21/2021,231,13,244,1493,58,1,28
Stanislaus,2/21/2021,143,14,157,1305,31,2,22
Marin,2/21/2021,15,5,20,317,5,2,14
San Luis Obispo,2/21/2021,19,1,20,460,4,0,25
Riverside,2/21/2021,441,51,492,3161,132,5,43
Merced,2/21/2021,32,1,33,272,10,0,4
Mono,2/21/2021,0,0,0,17,0,0,1
Napa,2/21/2021,7,0,7,209,3,0,3
Kings,2/21/2021,41,0,41,137,6,0,13
Solano,2/21/2021,63,16,79,561,16,1,12
Mariposa,2/21/2021,0,0,0,14,0,0,0
Siskiyou,2/21/2021,1,0,1,56,1,0,5
Plumas,2/21/2021,0,0,0,35,0,0,0
San Mateo,2/21/2021,66,8,74,714,18,1,24
Santa Barbara,2/21/2021,82,2,84,603,17,0,36
Glenn,2/21/2021,0,0,0,47,0,0,0
Amador,2/21/2021,6,2,8,52,1,1,0
Trinity,2/21/2021,0,0,0,25,0,0,0
Sutter,2/21/2021,0,0,0,14,0,0,0
Colusa,2/21/2021,8,0,8,48,0,0,5
Monterey,2/21/2021,46,1,47,720,9,0,19
San Diego,2/21/2021,622,36,658,6454,198,7,223
Inyo,2/21/2021,1,0,1,29,1,0,1
Mendocino,2/21/2021,5,1,6,72,2,0,5
Humboldt,2/21/2021,9,7,16,273,0,1,7
Lake,2/21/2021,1,0,1,63,0,0,4
Placer,2/21/2021,64,16,80,770,23,0,13
Yuba,2/21/2021,24,0,24,261,6,0,3
Contra Costa,2/21/2021,84,9,93,1299,33,0,39
San Diego,2/22/2021,601,31,632,6454,188,7,241
Santa Clara,2/22/2021,226,26,252,3027,71,4,78
Tulare,2/22/2021,75,7,82,667,12,1,21
Yuba,2/22/2021,22,0,22,261,6,0,1
Lake,2/22/2021,4,0,4,63,0,0,4
Modoc,2/22/2021,0,0,0,12,0,0,0
Ventura,2/22/2021,167,6,173,1156,32,2,43
San Mateo,2/22/2021,65,8,73,705,18,1,21
Sonoma,2/22/2021,39,2,41,639,12,0,22
Mono,2/22/2021,0,0,0,17,0,0,2
Siskiyou,2/22/2021,2,0,2,56,3,0,4
Merced,2/22/2021,32,1,33,272,9,0,4
San Joaquin,2/22/2021,122,6,128,901,40,0,14
Inyo,2/22/2021,1,0,1,29,1,0,1
Trinity,2/22/2021,0,0,0,25,0,0,0
Tehama,2/22/2021,1,0,1,59,0,0,5
Orange,2/22/2021,539,28,567,5805,152,0,150
Monterey,2/22/2021,40,1,41,720,8,0,18
Stanislaus,2/22/2021,138,15,153,1304,29,1,17
San Benito,2/22/2021,7,0,7,25,3,0,1
San Francisco,2/22/2021,96,5,101,2076,30,0,91
Kings,2/22/2021,40,0,40,133,6,0,9
Imperial,2/22/2021,29,0,29,234,12,0,4
Kern,2/22/2021,170,9,179,1152,50,0,29
Contra Costa,2/22/2021,81,10,91,1269,34,0,53
San Bernardino,2/22/2021,414,44,458,3522,113,5,96
Fresno,2/22/2021,239,19,258,1515,60,2,22
Santa Cruz,2/22/2021,18,3,21,372,2,1,3
Colusa,2/22/2021,8,0,8,48,0,0,5
Plumas,2/22/2021,0,0,0,35,0,0,0
Sacramento,2/22/2021,180,21,201,2580,50,2,96
Alameda,2/22/2021,180,23,203,2420,54,1,80
Mendocino,2/22/2021,4,0,4,79,2,0,4
Mariposa,2/22/2021,0,0,0,14,0,0,0
Glenn,2/22/2021,0,0,0,47,0,0,0
Humboldt,2/22/2021,9,5,14,274,0,0,7
Solano,2/22/2021,56,16,72,556,16,3,17
Los Angeles,2/22/2021,2064,200,2264,19089,619,34,487
Shasta,2/22/2021,15,1,16,567,2,0,19
Placer,2/22/2021,64,6,70,769,22,0,20
Calaveras,2/22/2021,0,0,0,33,0,0,8
San Luis Obispo,2/22/2021,18,0,18,460,3,0,23
Napa,2/22/2021,9,2,11,205,4,0,5
Butte,2/22/2021,13,0,13,451,4,0,11
Marin,2/22/2021,13,5,18,314,5,1,15
Yolo,2/22/2021,10,0,10,121,6,0,4
Riverside,2/22/2021,407,49,456,3215,112,8,48
Amador,2/22/2021,5,1,6,52,1,1,2
Nevada,2/22/2021,5,0,5,119,1,0,2
El Dorado,2/22/2021,9,0,9,190,2,0,6
Madera,2/22/2021,30,6,36,278,11,0,9
Del Norte,2/22/2021,2,1,3,52,0,1,0
Santa Barbara,2/22/2021,76,6,82,603,17,1,35
Sutter,2/22/2021,0,0,0,14,0,0,0
Lassen,2/22/2021,0,0,0,25,0,0,0
Tuolumne,2/22/2021,0,0,0,84,0,0,4
San Francisco,2/23/2021,95,6,101,2097,28,0,87
Santa Barbara,2/23/2021,85,3,88,603,17,0,22
Del Norte,2/23/2021,1,0,1,52,0,0,1
Merced,2/23/2021,33,1,34,271,8,0,6
Tehama,2/23/2021,1,0,1,59,0,0,5
San Benito,2/23/2021,4,0,4,25,2,0,1
Marin,2/23/2021,12,6,18,319,4,0,16
Santa Cruz,2/23/2021,22,2,24,372,3,0,0
Madera,2/23/2021,35,3,38,278,10,0,7
Trinity,2/23/2021,0,0,0,25,0,0,0
Contra Costa,2/23/2021,89,17,106,1293,30,0,48
San Diego,2/23/2021,597,34,631,6487,178,6,222
Plumas,2/23/2021,0,0,0,35,0,0,0
Mendocino,2/23/2021,3,1,4,85,2,0,3
Fresno,2/23/2021,241,14,255,1532,63,1,18
Amador,2/23/2021,4,0,4,52,1,0,2
Yolo,2/23/2021,11,0,11,127,6,0,2
Tuolumne,2/23/2021,1,0,1,84,0,0,5
Calaveras,2/23/2021,1,0,1,33,0,0,5
Yuba,2/23/2021,20,0,20,261,7,0,1
Imperial,2/23/2021,27,0,27,234,10,0,5
Colusa,2/23/2021,3,0,3,48,0,0,5
Shasta,2/23/2021,13,1,14,567,3,0,18
Butte,2/23/2021,16,0,16,451,1,0,5
Modoc,2/23/2021,0,0,0,12,0,0,0
Mariposa,2/23/2021,0,0,0,14,0,0,0
Siskiyou,2/23/2021,2,0,2,56,3,0,3
El Dorado,2/23/2021,6,0,6,190,1,0,8
San Joaquin,2/23/2021,118,15,133,890,42,0,8
Lake,2/23/2021,4,0,4,63,0,0,5
Nevada,2/23/2021,2,1,3,115,1,0,3
Mono,2/23/2021,0,0,0,17,0,0,2
Inyo,2/23/2021,1,0,1,29,0,0,1
Glenn,2/23/2021,0,0,0,47,0,0,0
Riverside,2/23/2021,406,49,455,3264,116,6,50
Sonoma,2/23/2021,37,1,38,667,12,0,16
Solano,2/23/2021,52,13,65,557,14,2,18
Stanislaus,2/23/2021,141,14,155,1307,30,1,19
Kern,2/23/2021,165,7,172,1117,49,0,26
Tulare,2/23/2021,78,9,87,667,11,1,18
Humboldt,2/23/2021,9,2,11,276,0,0,4
Orange,2/23/2021,515,26,541,5828,151,3,144
Monterey,2/23/2021,41,0,41,720,8,0,22
San Luis Obispo,2/23/2021,17,1,18,460,3,0,18
Ventura,2/23/2021,157,8,165,1188,36,3,41
San Mateo,2/23/2021,61,5,66,703,17,1,16
San Bernardino,2/23/2021,396,36,432,3564,112,6,99
Los Angeles,2/23/2021,1988,226,2214,19276,600,28,470
Santa Clara,2/23/2021,215,24,239,3063,66,1,68
Placer,2/23/2021,54,11,65,775,23,0,19
Lassen,2/23/2021,0,0,0,25,0,0,0
Sacramento,2/23/2021,183,18,201,2573,50,1,85
Sutter,2/23/2021,0,0,0,14,0,0,0
Kings,2/23/2021,39,0,39,129,6,0,5
Alameda,2/23/2021,175,25,200,2438,49,4,78
Napa,2/23/2021,9,0,9,210,5,0,4
Ventura,2/24/2021,151,9,160,1142,33,2,29
Lassen,2/24/2021,1,0,1,25,0,0,0
Marin,2/24/2021,14,3,17,317,4,0,16
Tuolumne,2/24/2021,2,0,2,84,0,0,3
Alameda,2/24/2021,172,22,194,2443,50,1,77
Yuba,2/24/2021,22,0,22,261,4,0,0
Madera,2/24/2021,29,5,34,278,6,0,10
Fresno,2/24/2021,227,15,242,1530,52,1,23
San Francisco,2/24/2021,91,7,98,2106,29,1,81
Shasta,2/24/2021,14,1,15,567,1,1,16
Del Norte,2/24/2021,1,0,1,52,0,0,1
Mariposa,2/24/2021,0,0,0,14,0,0,0
San Luis Obispo,2/24/2021,19,2,21,460,2,0,21
Merced,2/24/2021,35,1,36,271,8,0,2
Plumas,2/24/2021,0,0,0,35,0,0,0
San Bernardino,2/24/2021,371,37,408,3563,102,5,101
Sacramento,2/24/2021,182,11,193,2609,52,1,75
Kings,2/24/2021,43,0,43,133,6,0,9
Santa Barbara,2/24/2021,83,4,87,603,19,0,20
San Joaquin,2/24/2021,117,13,130,894,42,3,9
Placer,2/24/2021,53,13,66,770,21,1,17
Nevada,2/24/2021,1,2,3,132,1,0,1
Colusa,2/24/2021,3,0,3,48,0,0,5
Sutter,2/24/2021,0,0,0,14,0,0,0
Amador,2/24/2021,3,0,3,52,1,0,2
San Diego,2/24/2021,560,35,595,6499,179,6,218
Tulare,2/24/2021,74,6,80,667,10,1,20
Calaveras,2/24/2021,1,0,1,33,0,0,5
Mono,2/24/2021,0,0,0,17,0,0,2
Tehama,2/24/2021,2,0,2,59,0,0,4
El Dorado,2/24/2021,4,1,5,190,1,1,4
Trinity,2/24/2021,0,0,0,25,0,0,0
Monterey,2/24/2021,39,0,39,720,9,0,16
Santa Clara,2/24/2021,203,31,234,3088,62,3,60
Modoc,2/24/2021,0,0,0,12,0,0,0
Mendocino,2/24/2021,2,0,2,88,2,0,2
Orange,2/24/2021,515,27,542,5887,160,2,222
Sonoma,2/24/2021,39,0,39,687,12,0,15
Santa Cruz,2/24/2021,19,2,21,372,2,0,6
Kern,2/24/2021,161,7,168,1158,49,0,19
Solano,2/24/2021,52,14,66,579,15,0,13
Imperial,2/24/2021,26,0,26,234,8,0,3
Butte,2/24/2021,16,0,16,451,1,0,4
Inyo,2/24/2021,1,0,1,29,0,0,1
San Mateo,2/24/2021,53,5,58,704,16,2,21
Los Angeles,2/24/2021,1886,215,2101,19281,573,32,466
Napa,2/24/2021,10,0,10,219,4,0,57
Glenn,2/24/2021,0,0,0,47,0,0,0
Contra Costa,2/24/2021,90,18,108,1296,28,3,45
Riverside,2/24/2021,381,57,438,3288,102,5,55
San Benito,2/24/2021,4,0,4,25,3,0,0
Siskiyou,2/24/2021,2,0,2,56,3,0,2
Stanislaus,2/24/2021,137,21,158,1300,30,3,18
Yolo,2/24/2021,12,0,12,132,6,0,0
Lake,2/24/2021,3,0,3,63,0,0,5
Humboldt,2/24/2021,8,2,10,276,0,1,6
Mariposa,2/25/2021,0,0,0,14,0,0,0
El Dorado,2/25/2021,5,0,5,190,2,0,6
Ventura,2/25/2021,144,8,152,1183,35,1,44
Orange,2/25/2021,453,22,475,5866,137,5,234
Marin,2/25/2021,13,2,15,317,4,1,15
Sacramento,2/25/2021,177,16,193,2597,50,2,73
Madera,2/25/2021,33,5,38,279,8,0,8
Trinity,2/25/2021,0,0,0,25,0,0,0
Santa Clara,2/25/2021,192,27,219,3072,66,2,51
Mono,2/25/2021,0,0,0,17,0,0,2
Merced,2/25/2021,35,0,35,271,6,0,8
Fresno,2/25/2021,218,17,235,1524,48,1,18
Sutter,2/25/2021,0,0,0,14,0,0,0
Tuolumne,2/25/2021,2,1,3,84,0,1,3
San Diego,2/25/2021,535,26,561,6484,173,2,217
Yolo,2/25/2021,10,0,10,132,5,0,2
Colusa,2/25/2021,1,0,1,48,0,0,5
Plumas,2/25/2021,0,0,0,35,0,0,0
Stanislaus,2/25/2021,139,14,153,1309,30,2,20
Humboldt,2/25/2021,8,2,10,276,0,0,6
San Benito,2/25/2021,6,0,6,25,4,0,0
Shasta,2/25/2021,18,1,19,567,4,0,17
Kings,2/25/2021,39,0,39,131,7,0,7
Inyo,2/25/2021,0,0,0,29,0,0,2
Yuba,2/25/2021,21,0,21,261,6,0,2
Contra Costa,2/25/2021,74,14,88,1298,30,0,45
Placer,2/25/2021,56,17,73,771,18,4,16
