county,date,all_hospital_beds,icu_available_beds
Contra Costa,2021-01-13,1600,40
Humboldt,2021-01-13,274,8
Orange,2021-01-13,5999,87
Mono,2021-01-13,17,2
Trinity,2021-01-13,25,0
Shasta,2021-01-13,567,8
Sonoma,2021-01-13,682,8
El Dorado,2021-01-13,190,5
Napa,2021-01-13,206,0
Amador,2021-01-13,52,0
Tehama,2021-01-13,59,0
Glenn,2021-01-13,47,0
Santa Barbara,2021-01-13,598,17
Placer,2021-01-13,754,8
San Bernardino,2021-01-13,3849,29
Tuolumne,2021-01-13,84,3
Plumas,2021-01-13,35,0
San Francisco,2021-01-13,2128,52
Tulare,2021-01-13,677,8
San Benito,2021-01-13,25,0
Yuba,2021-01-13,261,0
Mendocino,2021-01-13,115,2
Imperial,2021-01-13,263,0
Colusa,2021-01-14,48,4
Santa Barbara,2021-01-14,598,24
Marin,2021-01-14,344,9
Placer,2021-01-14,751,7
Yolo,2021-01-14,169,23
Napa,2021-01-14,211,2
Siskiyou,2021-01-14,56,3
Riverside,2021-01-14,3492,13
Ventura,2021-01-14,1183,23
Santa Clara,2021-01-14,3144,31
Butte,2021-01-14,451,12
Monterey,2021-01-14,717,19
El Dorado,2021-01-14,190,6
San Bernardino,2021-01-14,3841,36
Imperial,2021-01-14,263,0
Sutter,2021-01-14,14,0
Calaveras,2021-01-14,33,3
San Luis Obispo,2021-01-14,460,18
Amador,2021-01-14,52,0
Merced,2021-01-14,271,2
Nevada,2021-01-14,128,0
Modoc,2021-01-14,11,0
Yuba,2021-01-14,261,1
Tulare,2021-01-14,677,6
Santa Cruz,2021-01-14,372,0
Mariposa,2021-01-14,14,0
Tuolumne,2021-01-14,84,2
Fresno,2021-01-14,1562,14
Lassen,2021-01-14,25,0
Shasta,2021-01-14,567,17
Sacramento,2021-01-14,2630,67
Sonoma,2021-01-14,657,8
Plumas,2021-01-14,35,0
Kern,2021-01-14,1168,23
Glenn,2021-01-14,47,0
San Joaquin,2021-01-14,928,6
Mendocino,2021-01-14,121,2
Alameda,2021-01-14,2528,59
Contra Costa,2021-01-14,1588,35
Kings,2021-01-14,136,3
Del Norte,2021-01-14,51,2
Inyo,2021-01-14,29,4
Solano,2021-01-14,641,6
San Mateo,2021-01-14,769,20
San Diego,2021-01-14,6553,141
Trinity,2021-01-14,25,0
Madera,2021-01-14,279,3
Mono,2021-01-14,17,2
Stanislaus,2021-01-14,1306,10
Lake,2021-01-14,62,0
Humboldt,2021-01-14,274,6
San Francisco,2021-01-14,2120,50
Tehama,2021-01-14,59,1
Orange,2021-01-14,5950,91
Los Angeles,2021-01-14,19626,297
San Benito,2021-01-14,25,0
El Dorado,2021-01-15,190,6
Mendocino,2021-01-15,118,6
Amador,2021-01-15,52,0
Los Angeles,2021-01-15,19646,286
San Luis Obispo,2021-01-15,460,16
Monterey,2021-01-15,717,4
San Diego,2021-01-15,6509,148
Tulare,2021-01-15,673,5
Fresno,2021-01-15,1561,27
Calaveras,2021-01-15,33,4
Trinity,2021-01-15,25,0
Lassen,2021-01-15,25,0
Yuba,2021-01-15,261,1
Riverside,2021-01-15,3441,25
San Bernardino,2021-01-15,3870,52
Marin,2021-01-15,340,10
Shasta,2021-01-15,567,15
Santa Barbara,2021-01-15,598,28
Merced,2021-01-15,271,3
Butte,2021-01-15,451,8
Tehama,2021-01-15,59,0
Mono,2021-01-15,17,2
San Francisco,2021-01-15,2123,53
Nevada,2021-01-15,129,1
Solano,2021-01-15,614,2
Glenn,2021-01-15,47,0
Sacramento,2021-01-15,2624,67
Sonoma,2021-01-15,680,4
Humboldt,2021-01-15,274,6
Kings,2021-01-15,133,0
Orange,2021-01-15,5922,97
Placer,2021-01-15,751,11
San Joaquin,2021-01-15,922,2
Lake,2021-01-15,62,1
Plumas,2021-01-15,35,0
San Benito,2021-01-15,25,0
Alameda,2021-01-15,2521,59
Contra Costa,2021-01-15,1600,45
Ventura,2021-01-15,1181,24
Siskiyou,2021-01-15,56,6
Modoc,2021-01-15,11,0
Napa,2021-01-15,211,2
Santa Cruz,2021-01-15,372,0
Yolo,2021-01-15,114,2
Inyo,2021-01-15,29,2
Santa Clara,2021-01-15,3135,37
Colusa,2021-01-15,48,5
Imperial,2021-01-15,264,0
Madera,2021-01-15,279,1
Del Norte,2021-01-15,51,3
Tuolumne,2021-01-15,85,2
Stanislaus,2021-01-15,1307,13
Kern,2021-01-15,1186,18
San Mateo,2021-01-15,759,19
Mariposa,2021-01-15,14,0
Sutter,2021-01-15,14,0
Marin,2021-01-16,333,5
San Diego,2021-01-16,6472,147
Tulare,2021-01-16,651,6
Yolo,2021-01-16,114,2
Solano,2021-01-16,601,3
Tehama,2021-01-16,59,0
Mendocino,2021-01-16,121,6
San Benito,2021-01-16,25,0
Kern,2021-01-16,1160,17
Butte,2021-01-16,451,7
San Joaquin,2021-01-16,927,7
Inyo,2021-01-16,29,2
Shasta,2021-01-16,567,13
Placer,2021-01-16,751,10
Riverside,2021-01-16,3386,17
Fresno,2021-01-16,1555,13
Imperial,2021-01-16,264,0
Nevada,2021-01-16,140,0
Lassen,2021-01-16,25,0
Kings,2021-01-16,135,2
Trinity,2021-01-16,25,0
Santa Barbara,2021-01-16,598,20
Merced,2021-01-16,271,1
Madera,2021-01-16,281,0
Contra Costa,2021-01-16,1349,24
Del Norte,2021-01-16,51,2
Stanislaus,2021-01-16,1302,13
Calaveras,2021-01-16,33,4
San Luis Obispo,2021-01-16,460,17
Sutter,2021-01-16,14,0
Alameda,2021-01-16,2516,64
Napa,2021-01-16,206,4
Amador,2021-01-16,52,0
San Francisco,2021-01-16,2131,57
Sonoma,2021-01-16,691,13
San Bernardino,2021-01-16,3589,40
Los Angeles,2021-01-16,19425,281
Orange,2021-01-16,5968,79
San Mateo,2021-01-16,720,17
Ventura,2021-01-16,1165,27
Siskiyou,2021-01-16,56,6
El Dorado,2021-01-16,190,3
Lake,2021-01-16,62,2
Sacramento,2021-01-16,2636,68
Santa Clara,2021-01-16,3139,41
Modoc,2021-01-16,11,0
Humboldt,2021-01-16,274,6
Plumas,2021-01-16,35,0
Mono,2021-01-16,17,2
Monterey,2021-01-16,717,14
Santa Cruz,2021-01-16,372,0
Tuolumne,2021-01-16,85,0
Colusa,2021-01-16,48,5
Glenn,2021-01-16,47,0
Mariposa,2021-01-16,14,0
Yuba,2021-01-16,261,3
Riverside,2021-01-17,3400,13
San Mateo,2021-01-17,730,14
Santa Clara,2021-01-17,3131,38
Yuba,2021-01-17,261,2
Placer,2021-01-17,754,18
Inyo,2021-01-17,29,2
Marin,2021-01-17,329,9
Plumas,2021-01-17,35,0
Napa,2021-01-17,196,2
Tuolumne,2021-01-17,85,2
Trinity,2021-01-17,25,0
San Bernardino,2021-01-17,3575,49
San Benito,2021-01-17,25,0
El Dorado,2021-01-17,190,6
Del Norte,2021-01-17,51,2
Sacramento,2021-01-17,2613,71
Santa Cruz,2021-01-17,372,0
Mariposa,2021-01-17,14,0
Butte,2021-01-17,451,11
Sutter,2021-01-17,14,0
Tehama,2021-01-17,59,1
San Luis Obispo,2021-01-17,460,19
Siskiyou,2021-01-17,56,3
Santa Barbara,2021-01-17,598,13
Orange,2021-01-17,5913,86
Merced,2021-01-17,271,0
San Diego,2021-01-17,6467,150
Stanislaus,2021-01-17,1305,14
Kings,2021-01-17,137,2
Lake,2021-01-17,63,3
Mendocino,2021-01-17,109,4
San Francisco,2021-01-17,2127,67
Contra Costa,2021-01-17,1455,29
Madera,2021-01-17,281,0
Los Angeles,2021-01-17,19322,263
Ventura,2021-01-17,1177,27
Nevada,2021-01-17,140,2
San Joaquin,2021-01-17,919,7
Sonoma,2021-01-17,662,15
Yolo,2021-01-17,114,1
Glenn,2021-01-17,47,0
Humboldt,2021-01-17,274,4
Mono,2021-01-17,17,2
Imperial,2021-01-17,234,2
Calaveras,2021-01-17,33,5
Shasta,2021-01-17,567,15
Solano,2021-01-17,616,6
Amador,2021-01-17,52,0
Fresno,2021-01-17,1549,16
Tulare,2021-01-17,651,14
Alameda,2021-01-17,2503,70
Monterey,2021-01-17,717,10
Colusa,2021-01-17,48,5
Lassen,2021-01-17,25,0
Modoc,2021-01-17,11,0
Kern,2021-01-17,1154,19
Tulare,2021-01-18,653,14
Monterey,2021-01-18,717,10
San Bernardino,2021-01-18,3627,60
Imperial,2021-01-18,234,2
Napa,2021-01-18,204,2
San Benito,2021-01-18,25,0
San Diego,2021-01-18,6483,168
Mariposa,2021-01-18,14,0
Fresno,2021-01-18,1560,9
Lassen,2021-01-18,25,0
Siskiyou,2021-01-18,56,4
Inyo,2021-01-18,29,2
Lake,2021-01-18,63,2
Glenn,2021-01-18,47,0
Santa Clara,2021-01-18,3097,33
Merced,2021-01-18,271,0
San Joaquin,2021-01-18,914,7
Mono,2021-01-18,17,0
Madera,2021-01-18,281,0
Mendocino,2021-01-18,98,5
Plumas,2021-01-18,35,0
Sacramento,2021-01-18,2632,67
Calaveras,2021-01-18,33,5
Alameda,2021-01-18,2480,72
Shasta,2021-01-18,567,16
Del Norte,2021-01-18,51,3
Santa Barbara,2021-01-18,598,14
Colusa,2021-01-18,48,5
San Luis Obispo,2021-01-18,460,19
Humboldt,2021-01-18,274,6
Placer,2021-01-18,754,11
Amador,2021-01-18,52,0
Kings,2021-01-18,137,4
Yuba,2021-01-18,261,1
Trinity,2021-01-18,25,0
Tuolumne,2021-01-18,85,2
Sutter,2021-01-18,14,0
San Francisco,2021-01-18,2127,72
Yolo,2021-01-18,117,0
Stanislaus,2021-01-18,1300,17
Santa Cruz,2021-01-18,372,0
Kern,2021-01-18,1153,25
Contra Costa,2021-01-18,1453,24
Riverside,2021-01-18,3425,23
Nevada,2021-01-18,132,4
Sonoma,2021-01-18,645,13
San Mateo,2021-01-18,738,19
Modoc,2021-01-18,12,0
Marin,2021-01-18,332,8
Solano,2021-01-18,605,7
Orange,2021-01-18,5914,76
Los Angeles,2021-01-18,19317,290
Ventura,2021-01-18,1179,33
El Dorado,2021-01-18,190,8
Butte,2021-01-18,451,12
Tehama,2021-01-18,59,3
Santa Clara,2021-01-19,3140,37
Stanislaus,2021-01-19,1305,17
Sonoma,2021-01-19,648,18
El Dorado,2021-01-19,190,5
Alameda,2021-01-19,2491,70
San Joaquin,2021-01-19,923,4
Yolo,2021-01-19,121,0
Calaveras,2021-01-19,33,5
Santa Cruz,2021-01-19,372,0
Siskiyou,2021-01-19,56,5
Lassen,2021-01-19,25,0
Amador,2021-01-19,52,0
Glenn,2021-01-19,47,0
Riverside,2021-01-19,3429,34
Nevada,2021-01-19,119,2
Plumas,2021-01-19,35,0
Tuolumne,2021-01-19,84,2
Del Norte,2021-01-19,51,2
Ventura,2021-01-19,1172,21
San Diego,2021-01-19,6496,164
Merced,2021-01-19,271,2
Kern,2021-01-19,1170,29
Imperial,2021-01-19,234,2
Humboldt,2021-01-19,274,7
Butte,2021-01-19,451,7
Solano,2021-01-19,587,6
Santa Barbara,2021-01-19,598,14
Lake,2021-01-19,62,1
San Benito,2021-01-19,25,0
San Francisco,2021-01-19,2106,69
Marin,2021-01-19,330,9
Shasta,2021-01-19,567,16
San Mateo,2021-01-19,746,16
Colusa,2021-01-19,48,5
San Luis Obispo,2021-01-19,460,19
Mariposa,2021-01-19,14,0
Napa,2021-01-19,202,1
Tehama,2021-01-19,59,0
Mendocino,2021-01-19,115,5
Los Angeles,2021-01-19,19445,296
Madera,2021-01-19,281,0
Sutter,2021-01-19,14,0
Yuba,2021-01-19,261,3
Tulare,2021-01-19,669,15
Placer,2021-01-19,757,8
Kings,2021-01-19,134,2
Monterey,2021-01-19,717,12
Fresno,2021-01-19,1579,9
Modoc,2021-01-19,12,0
San Bernardino,2021-01-19,3555,56
Trinity,2021-01-19,25,0
Inyo,2021-01-19,29,2
Sacramento,2021-01-19,2623,66
Contra Costa,2021-01-19,1348,21
Orange,2021-01-19,5969,74
Mono,2021-01-19,17,1
San Joaquin,2021-01-20,928,5
Alameda,2021-01-20,2484,61
Imperial,2021-01-20,234,1
Sacramento,2021-01-20,2618,64
Butte,2021-01-20,451,9
San Diego,2021-01-20,6511,154
Colusa,2021-01-20,48,5
Humboldt,2021-01-20,276,8
Napa,2021-01-20,205,1
Tehama,2021-01-20,59,0
Modoc,2021-01-20,12,0
Tuolumne,2021-01-20,84,2
Lassen,2021-01-20,25,0
San Bernardino,2021-01-20,3680,50
Monterey,2021-01-20,717,16
Fresno,2021-01-20,1604,7
Mendocino,2021-01-20,113,6
Stanislaus,2021-01-20,1302,16
Sonoma,2021-01-20,640,18
Calaveras,2021-01-20,33,5
San Mateo,2021-01-20,758,17
Tulare,2021-01-20,673,9
El Dorado,2021-01-20,190,8
Kings,2021-01-20,137,4
Santa Clara,2021-01-20,3150,25
Del Norte,2021-01-20,51,1
Shasta,2021-01-20,567,17
Nevada,2021-01-20,136,1
Ventura,2021-01-20,1188,21
Santa Barbara,2021-01-20,603,14
Solano,2021-01-20,597,6
Siskiyou,2021-01-20,56,5
Kern,2021-01-20,1182,25
Madera,2021-01-20,281,0
Plumas,2021-01-20,35,0
San Benito,2021-01-20,25,0
Yuba,2021-01-20,261,2
Lake,2021-01-20,62,0
Yolo,2021-01-20,126,0
Amador,2021-01-20,52,0
Los Angeles,2021-01-20,19392,236
Sutter,2021-01-20,14,0
Mariposa,2021-01-20,14,0
Contra Costa,2021-01-20,1357,22
Trinity,2021-01-20,25,0
Mono,2021-01-20,17,2
Orange,2021-01-20,5975,70
Inyo,2021-01-20,29,2
Santa Cruz,2021-01-20,372,0
San Luis Obispo,2021-01-20,460,16
Marin,2021-01-20,320,10
San Francisco,2021-01-20,2122,55
Placer,2021-01-20,762,11
Riverside,2021-01-20,3433,22
Glenn,2021-01-20,47,0
Merced,2021-01-20,271,1
Madera,2021-01-21,278,2
Colusa,2021-01-21,48,5
San Bernardino,2021-01-21,3671,44
Butte,2021-01-21,451,7
Sacramento,2021-01-21,2609,57
Solano,2021-01-21,602,2
Santa Barbara,2021-01-21,603,13
Shasta,2021-01-21,567,14
Tuolumne,2021-01-21,84,0
Glenn,2021-01-21,47,0
Siskiyou,2021-01-21,56,4
El Dorado,2021-01-21,190,3
Trinity,2021-01-21,25,0
Monterey,2021-01-21,717,17
Marin,2021-01-21,322,9
Alameda,2021-01-21,2513,66
Fresno,2021-01-21,1591,8
Los Angeles,2021-01-21,19411,274
Calaveras,2021-01-21,33,5
Mono,2021-01-21,17,2
Imperial,2021-01-21,234,0
Del Norte,2021-01-21,51,4
Merced,2021-01-21,271,2
Contra Costa,2021-01-21,1319,26
Modoc,2021-01-21,12,0
Riverside,2021-01-21,3415,26
Napa,2021-01-21,213,1
Humboldt,2021-01-21,276,12
Yuba,2021-01-21,261,2
Mariposa,2021-01-21,14,0
Lassen,2021-01-21,25,0
San Benito,2021-01-21,25,0
Sutter,2021-01-21,14,0
Santa Cruz,2021-01-21,372,0
San Mateo,2021-01-21,743,10
Ventura,2021-01-21,1174,25
Placer,2021-01-21,765,8
Nevada,2021-01-21,123,3
Tulare,2021-01-21,673,10
San Joaquin,2021-01-21,919,6
San Luis Obispo,2021-01-21,460,18
Kings,2021-01-21,137,2
Lake,2021-01-21,62,1
Inyo,2021-01-21,29,2
San Francisco,2021-01-21,2118,52
Yolo,2021-01-21,132,1
Tehama,2021-01-21,59,1
San Diego,2021-01-21,6508,165
Santa Clara,2021-01-21,3152,26
Orange,2021-01-21,5945,96
Sonoma,2021-01-21,645,18
Amador,2021-01-21,52,0
Mendocino,2021-01-21,114,6
Kern,2021-01-21,1177,23
Stanislaus,2021-01-21,1298,17
Plumas,2021-01-21,35,0
El Dorado,2021-01-22,190,4
Yolo,2021-01-22,136,0
Colusa,2021-01-22,48,5
Mono,2021-01-22,17,2
Napa,2021-01-22,212,4
Contra Costa,2021-01-22,1330,32
Alameda,2021-01-22,2508,69
Tuolumne,2021-01-22,84,2
Orange,2021-01-22,5953,80
Nevada,2021-01-22,136,2
San Diego,2021-01-22,6503,147
Kern,2021-01-22,1179,23
Plumas,2021-01-22,35,0
San Joaquin,2021-01-22,919,5
Calaveras,2021-01-22,33,6
Solano,2021-01-22,607,4
San Benito,2021-01-22,25,0
Amador,2021-01-22,52,0
Marin,2021-01-22,326,8
San Francisco,2021-01-22,2122,52
Fresno,2021-01-22,1567,7
Shasta,2021-01-22,567,15
Mendocino,2021-01-22,110,2
Mariposa,2021-01-22,14,0
Sutter,2021-01-22,14,0
Monterey,2021-01-22,717,14
Del Norte,2021-01-22,51,3
Tulare,2021-01-22,673,12
Tehama,2021-01-22,59,1
Los Angeles,2021-01-22,19377,281
San Bernardino,2021-01-22,3661,57
Glenn,2021-01-22,47,0
Trinity,2021-01-22,25,0
Merced,2021-01-22,271,4
Santa Cruz,2021-01-22,372,2
Lake,2021-01-22,62,2
Siskiyou,2021-01-22,56,4
Imperial,2021-01-22,234,0
Kings,2021-01-22,147,4
Sonoma,2021-01-22,649,16
Sacramento,2021-01-22,2609,52
San Mateo,2021-01-22,724,11
Butte,2021-01-22,451,14
Riverside,2021-01-22,3405,38
San Luis Obispo,2021-01-22,460,17
Humboldt,2021-01-22,276,12
Santa Clara,2021-01-22,3145,34
Modoc,2021-01-22,12,0
Yuba,2021-01-22,261,2
Santa Barbara,2021-01-22,603,18
Placer,2021-01-22,770,12
Lassen,2021-01-22,25,0
Stanislaus,2021-01-22,1299,18
Inyo,2021-01-22,29,1
Madera,2021-01-22,278,1
Ventura,2021-01-22,1182,25
San Mateo,2021-01-23,726,16
Butte,2021-01-23,451,13
Kern,2021-01-23,1164,17
Ventura,2021-01-23,1214,31
San Bernardino,2021-01-23,3683,59
Santa Cruz,2021-01-23,372,1
Inyo,2021-01-23,29,2
Glenn,2021-01-23,47,0
Shasta,2021-01-23,567,12
San Benito,2021-01-23,25,0
Siskiyou,2021-01-23,56,2
Yuba,2021-01-23,261,3
San Luis Obispo,2021-01-23,460,13
Santa Barbara,2021-01-23,603,18
Santa Clara,2021-01-23,3145,33
Modoc,2021-01-23,12,0
Los Angeles,2021-01-23,19334,299
Mendocino,2021-01-23,112,1
Orange,2021-01-23,5902,73
Nevada,2021-01-23,25,3
Fresno,2021-01-23,1554,9
San Francisco,2021-01-23,2133,49
Tehama,2021-01-23,59,0
Napa,2021-01-23,205,3
Riverside,2021-01-23,3371,28
Imperial,2021-01-23,234,0
Placer,2021-01-23,772,7
Mariposa,2021-01-23,14,0
Del Norte,2021-01-23,51,3
Contra Costa,2021-01-23,1347,29
San Diego,2021-01-23,6494,149
Amador,2021-01-23,52,0
El Dorado,2021-01-23,190,3
Colusa,2021-01-23,48,5
Tuolumne,2021-01-23,84,1
Sacramento,2021-01-23,2609,53
Stanislaus,2021-01-23,1299,18
Sutter,2021-01-23,14,0
Solano,2021-01-23,625,1
Calaveras,2021-01-23,33,6
Alameda,2021-01-23,2531,73
Humboldt,2021-01-23,276,14
Madera,2021-01-23,278,1
Tulare,2021-01-23,677,3
San Joaquin,2021-01-23,916,6
Kings,2021-01-23,137,3
Mono,2021-01-23,17,2
Merced,2021-01-23,271,3
Lake,2021-01-23,62,2
Trinity,2021-01-23,25,0
Lassen,2021-01-23,25,0
Marin,2021-01-23,329,10
Yolo,2021-01-23,136,0
Plumas,2021-01-23,35,0
Monterey,2021-01-23,717,19
Sonoma,2021-01-23,645,20
Trinity,2021-01-24,25,0
Butte,2021-01-24,451,12
Solano,2021-01-24,608,2
San Mateo,2021-01-24,720,17
Plumas,2021-01-24,35,0
Napa,2021-01-24,200,2
Amador,2021-01-24,52,0
Yolo,2021-01-24,136,1
Mono,2021-01-24,17,2
Tuolumne,2021-01-24,84,2
Marin,2021-01-24,328,8
San Luis Obispo,2021-01-24,460,10
Inyo,2021-01-24,29,2
Mariposa,2021-01-24,14,0
Contra Costa,2021-01-24,1334,25
Glenn,2021-01-24,47,0
Humboldt,2021-01-24,276,14
Tehama,2021-01-24,59,0
El Dorado,2021-01-24,190,2
Mendocino,2021-01-24,115,43
Santa Cruz,2021-01-24,372,2
Los Angeles,2021-01-24,19292,295
San Bernardino,2021-01-24,3616,61
Stanislaus,2021-01-24,1297,9
Nevada,2021-01-24,124,3
Imperial,2021-01-24,234,4
Calaveras,2021-01-24,33,5
Sonoma,2021-01-24,623,17
Santa Clara,2021-01-24,3126,37
Fresno,2021-01-24,1543,7
San Benito,2021-01-24,25,0
Yuba,2021-01-24,261,3
Sutter,2021-01-24,14,0
Orange,2021-01-24,5866,81
Colusa,2021-01-24,48,5
Lassen,2021-01-24,25,0
Monterey,2021-01-24,717,16
Sacramento,2021-01-24,2591,68
Kern,2021-01-24,1143,20
Santa Barbara,2021-01-24,603,18
Shasta,2021-01-24,567,11
Modoc,2021-01-24,12,0
San Diego,2021-01-24,6489,163
Lake,2021-01-24,62,2
Merced,2021-01-24,271,2
San Joaquin,2021-01-24,916,6
Madera,2021-01-24,278,1
Riverside,2021-01-24,3340,21
San Francisco,2021-01-24,2103,57
Alameda,2021-01-24,2514,70
Siskiyou,2021-01-24,56,6
Kings,2021-01-24,133,0
Ventura,2021-01-24,1200,17
Placer,2021-01-24,771,6
Tulare,2021-01-24,649,10
Del Norte,2021-01-24,51,3
San Francisco,2021-01-25,2109,54
San Luis Obispo,2021-01-25,460,12
Placer,2021-01-25,766,8
Inyo,2021-01-25,29,2
Imperial,2021-01-25,234,5
Lassen,2021-01-25,25,0
Orange,2021-01-25,5894,89
Santa Cruz,2021-01-25,372,4
Tulare,2021-01-25,672,12
Marin,2021-01-25,333,8
Madera,2021-01-25,278,0
Ventura,2021-01-25,1224,25
Sonoma,2021-01-25,654,15
Alameda,2021-01-25,2523,72
Sacramento,2021-01-25,2607,68
Nevada,2021-01-25,138,1
Amador,2021-01-25,52,0
Butte,2021-01-25,451,9
Merced,2021-01-25,271,1
Stanislaus,2021-01-25,1297,8
Humboldt,2021-01-25,276,14
Santa Clara,2021-01-25,3102,42
San Mateo,2021-01-25,715,16
Santa Barbara,2021-01-25,603,16
Del Norte,2021-01-25,51,2
Fresno,2021-01-25,1555,8
Riverside,2021-01-25,3380,26
San Diego,2021-01-25,6486,168
Siskiyou,2021-01-25,56,6
Monterey,2021-01-25,720,19
Mendocino,2021-01-25,112,7
Solano,2021-01-25,606,4
Tuolumne,2021-01-25,84,2
Lake,2021-01-25,62,2
Contra Costa,2021-01-25,1302,25
Colusa,2021-01-25,48,5
Shasta,2021-01-25,567,14
San Benito,2021-01-25,25,0
Trinity,2021-01-25,25,0
Yuba,2021-01-25,256,2
Calaveras,2021-01-25,33,6
Mariposa,2021-01-25,14,0
El Dorado,2021-01-25,190,5
Los Angeles,2021-01-25,19309,302
San Joaquin,2021-01-25,910,7
Modoc,2021-01-25,12,0
Sutter,2021-01-25,14,0
Kings,2021-01-25,136,2
Glenn,2021-01-25,47,0
Yolo,2021-01-25,134,1
Tehama,2021-01-25,59,1
Plumas,2021-01-25,35,0
San Bernardino,2021-01-25,3604,52
Mono,2021-01-25,17,1
Napa,2021-01-25,196,0
Kern,2021-01-25,1150,18
Glenn,2021-01-26,47,0
Humboldt,2021-01-26,276,13
Sutter,2021-01-26,14,0
El Dorado,2021-01-26,190,5
Butte,2021-01-26,451,9
Santa Clara,2021-01-26,3122,47
Santa Barbara,2021-01-26,603,13
Siskiyou,2021-01-26,56,6
San Bernardino,2021-01-26,3604,66
San Francisco,2021-01-26,2113,48
Sacramento,2021-01-26,2644,54
Stanislaus,2021-01-26,1297,14
Mono,2021-01-26,17,0
Del Norte,2021-01-26,51,2
Amador,2021-01-26,52,0
Monterey,2021-01-26,720,14
Los Angeles,2021-01-26,19292,315
Ventura,2021-01-26,1224,25
Lassen,2021-01-26,25,0
Kings,2021-01-26,137,5
Napa,2021-01-26,202,3
San Benito,2021-01-26,25,2
Contra Costa,2021-01-26,1309,27
Madera,2021-01-26,278,0
Plumas,2021-01-26,35,0
Imperial,2021-01-26,234,1
Sonoma,2021-01-26,679,13
Yuba,2021-01-26,261,4
Mariposa,2021-01-26,14,0
Calaveras,2021-01-26,33,5
Santa Cruz,2021-01-26,373,1
Kern,2021-01-26,1136,29
Solano,2021-01-26,613,9
Colusa,2021-01-26,48,5
Trinity,2021-01-26,25,0
Nevada,2021-01-26,129,4
San Diego,2021-01-26,6490,157
Tehama,2021-01-26,59,1
Modoc,2021-01-26,12,0
Lake,2021-01-26,49,2
Mendocino,2021-01-26,116,5
Alameda,2021-01-26,2504,71
Yolo,2021-01-26,131,0
Fresno,2021-01-26,1559,12
San Luis Obispo,2021-01-26,460,13
Inyo,2021-01-26,29,1
Tulare,2021-01-26,676,15
San Mateo,2021-01-26,726,12
Merced,2021-01-26,271,1
Tuolumne,2021-01-26,84,2
Orange,2021-01-26,5890,90
Riverside,2021-01-26,3411,29
Placer,2021-01-26,775,6
Marin,2021-01-26,335,9
San Joaquin,2021-01-26,931,8
Shasta,2021-01-26,567,13
Inyo,2021-01-27,29,2
Napa,2021-01-27,222,7
Plumas,2021-01-27,35,0
Santa Barbara,2021-01-27,603,15
Kern,2021-01-27,1148,30
San Joaquin,2021-01-27,916,6
Solano,2021-01-27,618,6
Imperial,2021-01-27,234,1
Glenn,2021-01-27,47,0
Tehama,2021-01-27,59,3
Yolo,2021-01-27,131,0
Santa Cruz,2021-01-27,373,2
Stanislaus,2021-01-27,1297,15
Ventura,2021-01-27,1233,22
Siskiyou,2021-01-27,56,4
Lassen,2021-01-27,25,0
Mariposa,2021-01-27,14,0
Modoc,2021-01-27,12,0
Kings,2021-01-27,136,1
Orange,2021-01-27,5985,97
El Dorado,2021-01-27,190,4
San Mateo,2021-01-27,735,12
Trinity,2021-01-27,25,0
Monterey,2021-01-27,719,11
Mono,2021-01-27,17,2
Tulare,2021-01-27,672,12
Sonoma,2021-01-27,657,14
Nevada,2021-01-27,129,7
Alameda,2021-01-27,2521,65
Tuolumne,2021-01-27,84,3
San Bernardino,2021-01-27,3665,67
Riverside,2021-01-27,3453,33
San Diego,2021-01-27,6491,156
Yuba,2021-01-27,261,4
Butte,2021-01-27,451,9
Contra Costa,2021-01-27,1324,36
Colusa,2021-01-27,48,5
Amador,2021-01-27,52,0
Merced,2021-01-27,271,2
Los Angeles,2021-01-27,19289,314
Santa Clara,2021-01-27,3143,47
Marin,2021-01-27,340,9
San Benito,2021-01-27,25,0
Placer,2021-01-27,774,7
Lake,2021-01-27,62,1
Calaveras,2021-01-27,33,5
Sutter,2021-01-27,14,0
Sacramento,2021-01-27,2669,61
San Luis Obispo,2021-01-27,460,13
Mendocino,2021-01-27,117,2
Humboldt,2021-01-27,276,12
Fresno,2021-01-27,1557,9
Del Norte,2021-01-27,51,2
Madera,2021-01-27,278,0
Shasta,2021-01-27,567,15
San Francisco,2021-01-27,2109,49
Plumas,2021-01-28,35,0
Trinity,2021-01-28,25,0
Merced,2021-01-28,271,0
Santa Clara,2021-01-28,3145,47
Shasta,2021-01-28,567,15
Orange,2021-01-28,5960,117
Santa Cruz,2021-01-28,372,3
El Dorado,2021-01-28,190,9
San Bernardino,2021-01-28,3655,81
Modoc,2021-01-28,12,0
Los Angeles,2021-01-28,19275,272
Mono,2021-01-28,17,1
Mariposa,2021-01-28,14,0
Lake,2021-01-28,62,1
Santa Barbara,2021-01-28,603,17
Fresno,2021-01-28,1543,12
Tuolumne,2021-01-28,84,3
Nevada,2021-01-28,126,3
Lassen,2021-01-28,25,0
Solano,2021-01-28,614,8
Mendocino,2021-01-28,114,26
Tehama,2021-01-28,59,1
Napa,2021-01-28,215,2
Imperial,2021-01-28,234,1
Riverside,2021-01-28,3433,20
Sonoma,2021-01-28,642,13
San Francisco,2021-01-28,2108,55
Butte,2021-01-28,451,7
Alameda,2021-01-28,2524,63
Kern,2021-01-28,1153,24
San Mateo,2021-01-28,750,16
Marin,2021-01-28,350,9
