county,date,confirmed_patients,suspected_patients,all_hospital_beds,icu_covid_confirmed,icu_covid_suspected,icu_available_beds,total_covid_patients
Marin,2020-12-10,25,5,335,8,0,9,30
Inyo,2020-12-10,3,1,29,3,0,0,4
Glenn,2020-12-10,5,0,47,0,0,0,5
Colusa,2020-12-10,3,1,48,0,0,5,4
Alameda,2020-12-10,278,34,2550,81,5,70,312
Sutter,2020-12-10,0,0,14,0,0,0,0
Calaveras,2020-12-10,3,0,33,3,0,2,3
Yolo,2020-12-10,24,0,96,12,0,3,24
Placer,2020-12-10,176,18,757,21,0,21,194
Siskiyou,2020-12-10,11,0,56,2,0,10,11
Tuolumne,2020-12-10,8,0,84,0,0,1,8
Lake,2020-12-10,4,0,77,2,0,1,4
Santa Clara,2020-12-10,419,19,3127,97,4,35,438
Imperial,2020-12-10,127,0,265,33,0,1,127
Napa,2020-12-10,14,1,255,7,0,4,15
Riverside,2020-12-10,809,141,3517,170,9,53,950
Humboldt,2020-12-10,4,1,260,3,0,3,5
Los Angeles,2020-12-10,3850,323,20075,856,38,440,4173
Mendocino,2020-12-10,7,0,79,2,0,7,7
Ventura,2020-12-10,146,12,1217,52,2,32,158
Plumas,2020-12-10,2,0,35,0,0,0,2
Tulare,2020-12-10,136,5,636,14,0,10,141
San Diego,2020-12-10,902,61,6963,245,11,194,963
Nevada,2020-12-10,18,2,117,5,0,2,20
Madera,2020-12-10,31,5,275,9,0,5,36
Contra Costa,2020-12-10,156,8,1572,32,1,38,164
Modoc,2020-12-10,0,0,12,0,0,0,0
Sonoma,2020-12-10,68,9,599,9,2,9,77
Mono,2020-12-10,1,0,17,0,0,1,1
Santa Barbara,2020-12-10,73,3,688,17,0,37,76
Butte,2020-12-10,61,3,451,6,0,8,64
Mariposa,2020-12-10,2,0,19,0,0,0,2
Del Norte,2020-12-10,2,0,51,1,0,1,2
Amador,2020-12-10,9,0,51,3,0,0,9
Kern,2020-12-10,236,11,1170,52,0,22,247
Monterey,2020-12-10,119,3,717,18,0,23,122
Lassen,2020-12-10,2,0,25,0,0,0,2
Santa Cruz,2020-12-10,45,0,372,9,0,2,45
Solano,2020-12-10,88,14,592,22,1,15,102
Fresno,2020-12-10,472,41,1570,79,8,11,513
San Joaquin,2020-12-10,233,8,1020,59,2,3,241
Tehama,2020-12-10,13,0,59,1,0,2,13
San Luis Obispo,2020-12-10,19,1,460,4,0,21,20
Madera,2020-12-11,28,4,275,10,0,6,32
Sacramento,2020-12-11,433,20,2623,85,5,57,453
Riverside,2020-12-11,855,149,3498,171,10,46,1004
Fresno,2020-12-11,462,29,1557,89,4,14,491
Merced,2020-12-11,45,0,271,8,0,4,45
Yolo,2020-12-11,24,0,96,12,0,14,24
Butte,2020-12-11,66,3,451,9,0,8,69
San Luis Obispo,2020-12-11,19,0,460,5,0,19,19
Mendocino,2020-12-11,7,0,86,2,0,7,7
Tulare,2020-12-11,174,9,636,15,0,8,183
Amador,2020-12-11,10,0,51,3,0,0,10
San Diego,2020-12-11,928,73,6884,261,13,182,1001
Placer,2020-12-11,176,18,734,17,2,3,194
Shasta,2020-12-11,60,0,561,8,0,12,60
San Joaquin,2020-12-11,247,9,1020,65,0,4,256
San Benito,2020-12-11,8,0,25,2,0,0,8
Tuolumne,2020-12-11,8,0,84,1,0,2,8
Orange,2020-12-11,1150,76,6029,273,10,104,1226
Stanislaus,2020-12-11,287,8,1287,58,1,13,295
Mono,2020-12-11,1,0,17,0,0,2,1
Monterey,2020-12-11,124,3,717,21,0,20,127
Imperial,2020-12-11,124,0,265,30,0,1,124
Colusa,2020-12-11,3,1,48,0,0,5,4
Trinity,2020-12-11,0,0,25,0,0,0,0
San Mateo,2020-12-11,103,9,756,25,1,32,112
Solano,2020-12-11,91,12,585,27,0,9,103
Lassen,2020-12-11,4,0,25,0,0,0,4
Marin,2020-12-11,26,4,343,8,0,8,30
Inyo,2020-12-11,4,1,29,1,0,3,5
Plumas,2020-12-11,1,0,35,0,0,0,1
Tehama,2020-12-11,11,0,59,1,0,2,11
El Dorado,2020-12-11,26,1,190,11,0,3,27
Alameda,2020-12-11,281,36,2553,77,5,63,317
Santa Clara,2020-12-11,431,19,3123,97,5,42,450
Santa Cruz,2020-12-11,48,0,372,9,0,0,48
Sutter,2020-12-11,0,0,14,0,0,0,0
Nevada,2020-12-11,17,2,125,4,0,2,19
Glenn,2020-12-11,5,0,47,0,0,0,5
Humboldt,2020-12-11,4,0,260,2,0,5,4
Santa Barbara,2020-12-11,75,0,688,21,0,38,75
Contra Costa,2020-12-11,155,11,1568,35,0,40,166
Napa,2020-12-11,18,1,259,11,0,9,19
Ventura,2020-12-11,152,11,1213,54,2,36,163
Kern,2020-12-11,248,5,1163,58,0,15,253
Siskiyou,2020-12-11,9,0,56,2,0,10,9
Kings,2020-12-11,73,0,129,7,0,0,73
San Francisco,2020-12-11,127,8,1926,33,0,45,135
San Bernardino,2020-12-11,1154,86,4041,247,7,59,1240
Lake,2020-12-11,5,0,77,2,0,1,5
Los Angeles,2020-12-11,4009,353,20255,845,47,444,4362
Mariposa,2020-12-11,2,0,19,0,0,0,2
Sonoma,2020-12-11,70,5,576,10,2,17,75
Modoc,2020-12-11,0,0,12,0,0,0,0
Yuba,2020-12-11,50,0,261,15,0,1,50
Del Norte,2020-12-11,2,0,51,1,0,1,2
Calaveras,2020-12-11,4,0,33,4,0,3,4
Mendocino,2020-12-12,7,0,86,2,0,7,7
Kings,2020-12-12,77,0,117,5,0,2,77
Alameda,2020-12-12,286,34,2549,79,7,67,320
Marin,2020-12-12,25,5,343,11,1,7,30
Contra Costa,2020-12-12,173,13,1565,41,1,35,186
Mariposa,2020-12-12,2,0,19,0,0,0,2
Inyo,2020-12-12,5,1,29,2,0,2,6
Stanislaus,2020-12-12,299,8,1292,56,3,21,307
Glenn,2020-12-12,5,0,47,0,0,0,5
Nevada,2020-12-12,18,2,121,4,0,2,20
Sutter,2020-12-12,0,0,14,0,0,0,0
Mono,2020-12-12,1,0,17,0,0,2,1
Orange,2020-12-12,1236,71,6047,284,5,98,1307
Los Angeles,2020-12-12,4203,365,20166,883,53,392,4568
Tehama,2020-12-12,12,0,59,2,0,3,12
Ventura,2020-12-12,173,11,1203,60,3,31,184
San Diego,2020-12-12,976,61,6869,265,9,193,1037
Del Norte,2020-12-12,2,0,51,1,0,3,2
Imperial,2020-12-12,135,0,265,32,0,2,135
Lassen,2020-12-12,4,0,25,0,0,0,4
Santa Barbara,2020-12-12,78,1,688,20,0,45,79
Butte,2020-12-12,65,1,451,9,0,11,66
Madera,2020-12-12,32,6,275,7,0,12,38
Calaveras,2020-12-12,5,0,33,4,0,3,5
Solano,2020-12-12,94,10,589,25,2,9,104
Siskiyou,2020-12-12,8,0,56,2,0,10,8
Colusa,2020-12-12,2,0,48,0,0,5,2
San Mateo,2020-12-12,102,9,741,24,0,37,111
San Joaquin,2020-12-12,262,8,940,62,0,5,270
San Francisco,2020-12-12,130,4,1916,35,2,44,134
Modoc,2020-12-12,1,0,12,0,0,0,1
Santa Cruz,2020-12-12,52,0,372,10,0,3,52
Tulare,2020-12-12,176,6,636,15,0,7,182
Monterey,2020-12-12,120,6,717,23,0,18,126
El Dorado,2020-12-12,25,1,190,10,0,7,26
San Bernardino,2020-12-12,1234,88,4033,249,9,62,1322
Humboldt,2020-12-12,4,1,264,2,1,8,5
San Benito,2020-12-12,9,0,25,2,0,0,9
Napa,2020-12-12,18,0,254,6,0,2,18
San Luis Obispo,2020-12-12,25,3,460,7,0,23,28
Kern,2020-12-12,273,9,1122,62,0,18,282
Riverside,2020-12-12,901,95,3480,169,10,39,996
Yolo,2020-12-12,8,0,56,3,0,2,8
Santa Clara,2020-12-12,451,14,3085,104,2,45,465
Tuolumne,2020-12-12,7,0,84,1,0,3,7
Plumas,2020-12-12,1,0,35,0,0,0,1
Shasta,2020-12-12,61,2,561,14,1,8,63
Sacramento,2020-12-12,456,19,2600,87,3,70,475
Trinity,2020-12-12,0,0,25,0,0,0,0
Sonoma,2020-12-12,65,6,584,10,1,20,71
Amador,2020-12-12,11,0,51,2,0,3,11
Fresno,2020-12-12,450,39,1557,89,3,12,489
Lake,2020-12-12,4,0,77,2,0,1,4
Yuba,2020-12-12,62,1,261,15,0,3,63
Merced,2020-12-12,43,0,271,8,0,7,43
Placer,2020-12-12,173,13,746,15,1,3,186
Marin,2020-12-13,26,5,339,11,0,5,31
Sonoma,2020-12-13,70,10,572,11,3,21,80
Tehama,2020-12-13,11,0,59,2,0,1,11
Mendocino,2020-12-13,14,0,88,2,0,6,14
San Joaquin,2020-12-13,277,8,929,66,0,6,285
El Dorado,2020-12-13,27,2,190,8,0,8,29
Lassen,2020-12-13,6,0,25,0,0,0,6
Modoc,2020-12-13,0,0,12,0,0,0,0
Alameda,2020-12-13,302,47,2540,88,6,74,349
San Luis Obispo,2020-12-13,32,1,460,8,0,23,33
Siskiyou,2020-12-13,8,0,56,2,0,10,8
Yuba,2020-12-13,62,2,261,15,0,2,64
Ventura,2020-12-13,181,11,1191,59,4,27,192
San Diego,2020-12-13,994,40,6868,275,1,179,1034
Kings,2020-12-13,75,0,119,6,0,3,75
Placer,2020-12-13,182,10,748,18,3,7,192
Glenn,2020-12-13,5,0,47,0,0,0,5
Santa Barbara,2020-12-13,89,1,688,21,0,48,90
Shasta,2020-12-13,65,1,561,14,1,7,66
San Francisco,2020-12-13,139,4,1867,36,1,54,143
Sutter,2020-12-13,0,0,14,0,0,0,0
Mariposa,2020-12-13,0,0,19,0,0,0,0
Riverside,2020-12-13,930,110,3499,184,7,31,1040
Calaveras,2020-12-13,7,0,33,4,0,3,7
Los Angeles,2020-12-13,4403,372,20090,935,52,404,4775
Solano,2020-12-13,103,10,581,29,1,8,113
Amador,2020-12-13,13,0,51,4,0,0,13
Monterey,2020-12-13,127,6,717,23,0,19,133
Napa,2020-12-13,20,0,265,7,0,6,20
Merced,2020-12-13,41,0,271,8,0,6,41
Colusa,2020-12-13,3,0,48,0,0,5,3
San Bernardino,2020-12-13,1277,87,4037,264,5,55,1364
Humboldt,2020-12-13,4,3,270,2,0,11,7
Kern,2020-12-13,295,6,1125,66,0,10,301
Nevada,2020-12-13,18,2,133,3,0,4,20
Stanislaus,2020-12-13,317,13,1294,57,3,12,330
Inyo,2020-12-13,6,1,29,2,0,2,7
Contra Costa,2020-12-13,177,17,1546,44,2,50,194
Tulare,2020-12-13,178,4,636,13,0,9,182
Del Norte,2020-12-13,3,0,51,1,0,2,3
Orange,2020-12-13,1287,71,5968,288,5,86,1358
Santa Cruz,2020-12-13,53,0,372,11,0,4,53
San Benito,2020-12-13,11,0,25,2,0,0,11
Lake,2020-12-13,4,0,77,2,0,3,4
Madera,2020-12-13,34,0,275,8,0,11,34
San Mateo,2020-12-13,105,10,746,26,1,38,115
Trinity,2020-12-13,0,0,25,0,0,0,0
Fresno,2020-12-13,458,49,1559,90,8,13,507
Imperial,2020-12-13,143,0,265,31,0,0,143
Plumas,2020-12-13,1,0,35,0,0,0,1
Santa Clara,2020-12-13,480,23,3106,108,4,54,503
Sacramento,2020-12-13,463,17,2582,87,4,79,480
Tuolumne,2020-12-13,7,0,84,1,0,3,7
Butte,2020-12-13,77,0,451,14,0,11,77
Yolo,2020-12-13,24,0,96,11,0,3,24
Mono,2020-12-13,1,0,17,0,0,1,1
Los Angeles,2020-12-14,4656,314,20115,988,38,390,4970
Marin,2020-12-14,30,3,335,12,0,4,33
Alameda,2020-12-14,330,44,2532,95,3,73,374
Orange,2020-12-14,1371,89,6002,296,16,101,1460
Kings,2020-12-14,75,0,126,6,0,3,75
Nevada,2020-12-14,18,1,134,2,1,2,19
Del Norte,2020-12-14,1,0,51,0,0,3,1
Merced,2020-12-14,41,0,271,8,0,10,41
San Benito,2020-12-14,11,0,25,2,0,0,11
Napa,2020-12-14,19,1,252,7,1,6,20
San Diego,2020-12-14,1019,63,6867,282,8,193,1082
Tulare,2020-12-14,178,4,636,15,0,8,182
Kern,2020-12-14,284,4,1150,61,0,16,288
Contra Costa,2020-12-14,185,15,1538,44,2,38,200
San Joaquin,2020-12-14,293,8,927,71,1,4,301
El Dorado,2020-12-14,29,1,190,8,1,7,30
Amador,2020-12-14,13,0,51,3,0,2,13
Lake,2020-12-14,5,0,77,2,0,2,5
Butte,2020-12-14,77,0,451,14,0,13,77
San Luis Obispo,2020-12-14,32,0,460,9,0,20,32
San Bernardino,2020-12-14,1319,96,4072,273,8,59,1415
Sonoma,2020-12-14,76,4,545,13,1,20,80
Mendocino,2020-12-14,15,0,88,3,0,7,15
San Mateo,2020-12-14,111,10,749,27,0,36,121
Mariposa,2020-12-14,0,0,19,0,0,0,0
Solano,2020-12-14,107,13,575,32,1,8,120
Ventura,2020-12-14,210,10,1208,58,4,32,220
Trinity,2020-12-14,0,0,25,0,0,0,0
Santa Cruz,2020-12-14,57,0,372,9,0,4,57
Glenn,2020-12-14,5,0,47,0,0,0,5
Santa Barbara,2020-12-14,91,0,688,23,0,46,91
Santa Clara,2020-12-14,511,27,3101,124,2,66,538
Imperial,2020-12-14,151,0,265,31,0,1,151
Plumas,2020-12-14,1,0,35,0,0,0,1
Madera,2020-12-14,35,3,275,7,1,13,38
San Francisco,2020-12-14,150,3,1861,39,1,63,153
Fresno,2020-12-14,491,37,1582,73,3,16,528
Tuolumne,2020-12-14,4,0,84,0,0,3,4
Monterey,2020-12-14,133,7,717,25,1,16,140
Riverside,2020-12-14,972,106,3485,195,6,27,1078
Tehama,2020-12-14,12,0,59,2,0,2,12
Sutter,2020-12-14,0,0,14,0,0,0,0
Siskiyou,2020-12-14,4,1,56,2,0,8,5
Sacramento,2020-12-14,473,21,2572,90,4,86,494
Yolo,2020-12-14,26,0,97,14,0,5,26
Colusa,2020-12-14,3,0,48,0,0,5,3
Mono,2020-12-14,1,0,17,0,0,2,1
Shasta,2020-12-14,60,0,561,13,0,8,60
Calaveras,2020-12-14,6,0,33,4,0,3,6
Inyo,2020-12-14,5,1,29,0,0,4,6
Lassen,2020-12-14,4,0,25,0,0,0,4
Placer,2020-12-14,184,11,752,23,3,0,195
Stanislaus,2020-12-14,334,14,1296,60,5,16,348
Modoc,2020-12-14,0,0,12,0,0,0,0
Yuba,2020-12-14,61,1,261,13,0,4,62
Humboldt,2020-12-14,4,3,266,3,1,11,7
Orange,2020-12-15,1486,81,6070,319,11,95,1567
Siskiyou,2020-12-15,6,1,56,2,0,8,7
San Bernardino,2020-12-15,1413,92,4075,271,8,53,1505
Del Norte,2020-12-15,1,0,51,1,0,1,1
San Luis Obispo,2020-12-15,34,2,460,8,0,21,36
Riverside,2020-12-15,1000,116,3536,212,7,26,1116
Placer,2020-12-15,187,11,736,26,2,2,198
Marin,2020-12-15,34,2,347,12,0,4,36
Los Angeles,2020-12-15,4864,344,20253,991,35,369,5208
Monterey,2020-12-15,148,4,717,24,1,12,152
Merced,2020-12-15,46,0,271,9,0,7,46
Sacramento,2020-12-15,470,22,2627,93,8,83,492
Modoc,2020-12-15,0,0,12,0,0,0,0
Calaveras,2020-12-15,6,0,33,4,0,3,6
Lassen,2020-12-15,6,0,25,0,0,0,6
Amador,2020-12-15,15,0,51,3,0,0,15
Sutter,2020-12-15,0,0,14,0,0,0,0
Tehama,2020-12-15,13,0,59,2,0,1,13
San Diego,2020-12-15,1103,70,6878,298,9,175,1173
Santa Barbara,2020-12-15,90,2,688,24,1,37,92
Mendocino,2020-12-15,16,0,88,3,0,6,16
Madera,2020-12-15,36,11,275,7,0,11,47
Stanislaus,2020-12-15,334,20,1296,59,6,7,354
Santa Clara,2020-12-15,535,18,3100,133,3,39,553
Tulare,2020-12-15,173,7,636,19,2,12,180
Ventura,2020-12-15,226,7,1218,59,3,30,233
Plumas,2020-12-15,2,0,35,0,0,0,2
Solano,2020-12-15,121,11,537,32,1,11,132
Yolo,2020-12-15,27,0,96,16,0,1,27
Alameda,2020-12-15,332,45,2556,93,5,72,377
Kings,2020-12-15,79,0,132,7,0,4,79
San Francisco,2020-12-15,141,3,1903,42,0,48,144
Butte,2020-12-15,84,0,451,13,0,12,84
Sonoma,2020-12-15,66,3,549,11,1,23,69
Colusa,2020-12-15,4,0,48,0,0,5,4
Nevada,2020-12-15,20,0,119,1,0,2,20
Kern,2020-12-15,296,3,1148,64,0,19,299
Imperial,2020-12-15,163,1,265,35,0,3,164
Napa,2020-12-15,18,0,250,6,0,6,18
El Dorado,2020-12-15,32,1,190,9,0,7,33
San Mateo,2020-12-15,110,14,748,27,0,34,124
Contra Costa,2020-12-15,188,9,1541,48,2,31,197
San Benito,2020-12-15,12,0,25,3,0,0,12
Inyo,2020-12-15,7,0,29,0,0,4,7
Glenn,2020-12-15,5,0,47,0,0,0,5
Fresno,2020-12-15,491,40,1576,86,2,11,531
Lake,2020-12-15,7,0,77,2,0,2,7
Shasta,2020-12-15,65,0,561,15,0,7,65
Humboldt,2020-12-15,4,3,278,2,2,14,7
Santa Cruz,2020-12-15,54,0,372,10,0,2,54
Trinity,2020-12-15,0,0,25,0,0,0,0
San Joaquin,2020-12-15,305,4,959,72,0,6,309
Yuba,2020-12-15,59,0,261,14,0,2,59
Tuolumne,2020-12-15,3,0,84,1,0,1,3
Mariposa,2020-12-15,0,0,19,0,0,0,0
Mono,2020-12-15,2,0,17,0,0,2,2
Santa Barbara,2020-12-16,97,5,688,24,2,37,102
Fresno,2020-12-16,527,30,1583,91,5,10,557
Tuolumne,2020-12-16,3,0,84,0,0,4,3
Humboldt,2020-12-16,6,3,274,3,2,14,9
Contra Costa,2020-12-16,196,10,1508,50,1,28,206
Riverside,2020-12-16,1054,85,3530,216,7,29,1139
Sonoma,2020-12-16,65,2,569,11,0,23,67
Glenn,2020-12-16,5,0,47,0,0,0,5
San Joaquin,2020-12-16,315,8,955,75,1,4,323
Yolo,2020-12-16,24,0,96,14,0,1,24
Amador,2020-12-16,13,0,51,3,0,0,13
Tehama,2020-12-16,11,0,59,1,0,1,11
Sacramento,2020-12-16,478,31,2611,102,3,70,509
Merced,2020-12-16,59,0,271,12,0,7,59
Orange,2020-12-16,1519,96,6058,343,15,79,1615
El Dorado,2020-12-16,28,0,190,10,0,4,28
San Luis Obispo,2020-12-16,34,1,460,9,1,19,35
San Bernardino,2020-12-16,1458,127,4063,285,12,41,1585
Lake,2020-12-16,4,0,77,1,0,2,4
Monterey,2020-12-16,145,2,717,24,1,15,147
Trinity,2020-12-16,0,0,25,0,0,0,0
Shasta,2020-12-16,72,0,567,13,0,5,72
Colusa,2020-12-16,5,0,48,0,0,5,5
Solano,2020-12-16,105,16,586,32,1,9,121
Del Norte,2020-12-16,1,0,51,1,0,0,1
Mariposa,2020-12-16,0,0,19,0,0,0,0
Kern,2020-12-16,303,8,1166,62,0,25,311
Alameda,2020-12-16,336,39,2558,89,5,73,375
Placer,2020-12-16,179,9,728,27,2,5,188
San Benito,2020-12-16,12,0,25,3,0,0,12
Napa,2020-12-16,22,1,254,7,0,6,23
Modoc,2020-12-16,0,0,12,0,0,0,0
Mono,2020-12-16,2,0,17,0,0,2,2
Marin,2020-12-16,35,3,349,10,0,5,38
Plumas,2020-12-16,4,0,35,0,0,0,4
Calaveras,2020-12-16,4,0,33,2,0,4,4
Kings,2020-12-16,75,0,127,7,0,0,75
Siskiyou,2020-12-16,9,0,56,2,0,9,9
Santa Cruz,2020-12-16,58,0,372,11,0,2,58
Tulare,2020-12-16,173,9,636,16,2,12,182
San Mateo,2020-12-16,116,13,758,31,1,28,129
Madera,2020-12-16,40,9,275,6,0,9,49
Sutter,2020-12-16,0,0,14,0,0,0,0
Inyo,2020-12-16,7,0,29,2,0,2,7
Ventura,2020-12-16,230,11,1222,63,4,35,241
Mendocino,2020-12-16,14,0,96,3,0,5,14
Butte,2020-12-16,86,1,451,11,0,14,87
San Diego,2020-12-16,1126,60,6798,295,6,168,1186
Imperial,2020-12-16,165,0,265,38,0,0,165
Nevada,2020-12-16,18,0,136,3,0,0,18
Lassen,2020-12-16,7,0,25,0,0,0,7
Los Angeles,2020-12-16,5100,366,20253,1035,36,338,5466
Yuba,2020-12-16,53,1,261,13,0,2,54
Santa Clara,2020-12-16,559,26,3126,127,1,46,585
San Francisco,2020-12-16,140,3,1943,41,0,51,143
Stanislaus,2020-12-16,334,20,1307,56,4,12,354
Inyo,2020-12-17,9,0,29,2,0,2,9
Lassen,2020-12-17,6,0,25,0,0,0,6
Calaveras,2020-12-17,4,0,33,2,0,4,4
Humboldt,2020-12-17,7,4,275,3,2,11,11
San Benito,2020-12-17,13,0,25,3,0,0,13
Placer,2020-12-17,184,11,751,23,3,21,195
Del Norte,2020-12-17,1,0,51,1,0,0,1
Ventura,2020-12-17,240,19,1215,64,3,31,259
Tehama,2020-12-17,8,0,59,1,0,2,8
Sutter,2020-12-17,0,0,14,0,0,0,0
Monterey,2020-12-17,151,2,717,29,0,18,153
El Dorado,2020-12-17,25,0,190,9,0,4,25
Fresno,2020-12-17,553,39,1618,106,0,13,592
San Francisco,2020-12-17,152,9,1951,39,3,43,161
Los Angeles,2020-12-17,5424,339,20282,1115,29,316,5763
Mendocino,2020-12-17,13,0,96,4,0,4,13
Colusa,2020-12-17,5,0,48,0,0,5,5
Nevada,2020-12-17,17,0,125,5,0,0,17
Kings,2020-12-17,77,0,124,8,0,0,77
Solano,2020-12-17,106,19,592,32,1,14,125
Sonoma,2020-12-17,70,3,598,14,1,20,73
Yuba,2020-12-17,54,0,261,12,0,2,54
Trinity,2020-12-17,0,0,25,0,0,0,0
Santa Clara,2020-12-17,561,27,3129,131,1,49,588
Marin,2020-12-17,31,2,342,8,0,8,33
Orange,2020-12-17,1557,78,6054,358,16,90,1635
Santa Cruz,2020-12-17,59,0,372,12,0,2,59
Alameda,2020-12-17,352,50,2557,93,3,65,402
San Bernardino,2020-12-17,1492,100,4094,291,8,40,1592
Glenn,2020-12-17,5,0,47,0,0,0,5
Shasta,2020-12-17,70,4,567,12,0,4,74
Santa Barbara,2020-12-17,98,5,688,23,2,38,103
San Luis Obispo,2020-12-17,35,1,460,9,0,19,36
Napa,2020-12-17,22,2,249,7,2,5,24
Lake,2020-12-17,6,0,77,1,0,2,6
Yolo,2020-12-17,23,0,96,12,0,5,23
Butte,2020-12-17,84,0,451,13,0,9,84
Kern,2020-12-17,315,5,1161,70,0,13,320
San Diego,2020-12-17,1164,55,6833,305,9,172,1219
Riverside,2020-12-17,1092,94,3488,224,7,18,1186
Madera,2020-12-17,42,2,275,6,0,10,44
Mono,2020-12-17,1,0,17,0,0,2,1
Tulare,2020-12-17,177,6,638,18,0,13,183
Stanislaus,2020-12-17,340,14,1306,58,2,11,354
San Joaquin,2020-12-17,313,10,957,75,2,4,323
Mariposa,2020-12-17,0,0,19,0,0,0,0
Tuolumne,2020-12-17,6,0,84,0,0,4,6
Merced,2020-12-17,58,0,271,15,0,4,58
Modoc,2020-12-17,0,0,12,0,0,0,0
Contra Costa,2020-12-17,197,15,1506,58,6,29,212
Amador,2020-12-17,13,0,51,2,0,1,13
Siskiyou,2020-12-17,7,0,56,2,0,7,7
Imperial,2020-12-17,174,0,265,40,0,0,174
Sacramento,2020-12-17,471,22,2626,103,5,72,493
Plumas,2020-12-17,6,0,35,0,0,0,6
San Mateo,2020-12-17,129,9,750,29,1,28,138
San Luis Obispo,2020-12-18,38,1,460,10,0,19,39
Sonoma,2020-12-18,75,2,599,13,0,21,77
Plumas,2020-12-18,5,0,35,0,0,0,5
Santa Clara,2020-12-18,592,25,3134,135,5,43,617
San Joaquin,2020-12-18,323,11,963,77,1,3,334
Placer,2020-12-18,190,14,753,28,1,23,204
Glenn,2020-12-18,5,0,47,0,0,0,5
Amador,2020-12-18,12,0,51,1,0,0,12
Orange,2020-12-18,1601,74,6084,361,13,103,1675
Kern,2020-12-18,312,5,1161,71,0,15,317
Calaveras,2020-12-18,5,0,33,3,0,4,5
Mendocino,2020-12-18,13,0,96,4,0,4,13
Tehama,2020-12-18,8,0,59,1,0,2,8
Merced,2020-12-18,58,0,271,15,0,4,58
Lassen,2020-12-18,6,0,25,0,0,0,6
Inyo,2020-12-18,10,0,29,0,0,4,10
Sacramento,2020-12-18,486,22,2627,108,6,73,508
Madera,2020-12-18,38,2,275,7,0,6,40
Alameda,2020-12-18,353,49,2529,92,9,70,402
Santa Cruz,2020-12-18,58,0,372,12,0,3,58
Shasta,2020-12-18,67,4,567,14,0,4,71
Nevada,2020-12-18,17,1,125,6,0,0,18
Marin,2020-12-18,29,2,335,8,1,7,31
Los Angeles,2020-12-18,5549,323,20349,1156,25,308,5872
Solano,2020-12-18,109,16,595,32,1,12,125
Santa Barbara,2020-12-18,102,5,688,21,1,40,107
Yuba,2020-12-18,54,0,261,12,0,2,54
Trinity,2020-12-18,0,0,25,0,0,0,0
Riverside,2020-12-18,1169,88,3563,226,7,33,1257
Stanislaus,2020-12-18,352,10,1306,62,0,12,362
San Diego,2020-12-18,1204,49,6818,310,6,183,1253
Del Norte,2020-12-18,2,0,52,2,0,2,2
San Benito,2020-12-18,12,0,25,3,0,0,12
San Francisco,2020-12-18,153,9,1922,41,2,43,162
Tulare,2020-12-18,185,8,627,21,0,14,193
Humboldt,2020-12-18,9,1,276,3,0,10,10
San Mateo,2020-12-18,139,14,750,27,3,37,153
Lake,2020-12-18,8,0,77,3,0,2,8
Kings,2020-12-18,77,0,124,8,0,0,77
Modoc,2020-12-18,0,0,12,0,0,0,0
Ventura,2020-12-18,243,13,1208,61,0,34,256
Contra Costa,2020-12-18,223,12,1513,60,2,27,235
Fresno,2020-12-18,565,33,1586,107,4,13,598
Mariposa,2020-12-18,0,0,19,0,0,0,0
San Bernardino,2020-12-18,1508,137,4093,293,10,42,1645
Imperial,2020-12-18,179,0,265,40,0,0,179
Colusa,2020-12-18,5,0,48,0,0,5,5
Sutter,2020-12-18,0,0,14,0,0,0,0
Siskiyou,2020-12-18,6,0,61,2,0,8,6
Tuolumne,2020-12-18,6,0,84,0,0,4,6
Yolo,2020-12-18,23,0,96,11,0,5,23
El Dorado,2020-12-18,22,0,190,8,0,5,22
Napa,2020-12-18,22,1,249,8,0,5,23
Butte,2020-12-18,74,0,451,11,0,13,74
Monterey,2020-12-18,164,2,717,29,0,15,166
Mono,2020-12-18,0,0,17,0,0,2,0
Imperial,2020-12-19,199,0,265,40,0,2,199
Calaveras,2020-12-19,5,0,33,3,0,4,5
San Diego,2020-12-19,1211,53,6825,316,8,209,1264
San Benito,2020-12-19,12,0,25,3,0,0,12
Sutter,2020-12-19,0,0,14,0,0,0,0
San Francisco,2020-12-19,164,6,1924,39,0,61,170
Napa,2020-12-19,19,0,252,6,0,5,19
Lake,2020-12-19,10,0,77,3,0,2,10
Santa Clara,2020-12-19,592,22,3125,134,3,35,614
Nevada,2020-12-19,17,3,134,4,1,1,20
Stanislaus,2020-12-19,343,11,1302,64,1,10,354
Orange,2020-12-19,1682,75,6072,375,11,116,1757
Yolo,2020-12-19,23,1,96,12,0,2,24
Placer,2020-12-19,189,12,748,29,2,22,201
Mariposa,2020-12-19,0,0,19,0,0,0,0
Siskiyou,2020-12-19,8,0,56,2,0,8,8
Sonoma,2020-12-19,71,3,576,17,0,21,74
Mendocino,2020-12-19,8,0,96,3,0,5,8
Santa Cruz,2020-12-19,59,0,373,14,0,2,59
Merced,2020-12-19,61,0,271,17,0,0,61
Riverside,2020-12-19,1178,102,3550,235,8,37,1280
Tulare,2020-12-19,184,2,624,23,0,12,186
Inyo,2020-12-19,10,0,29,0,0,4,10
San Mateo,2020-12-19,136,11,739,26,2,29,147
Yuba,2020-12-19,57,0,261,12,0,5,57
Tehama,2020-12-19,9,0,59,2,0,2,9
Shasta,2020-12-19,60,1,567,8,1,4,61
Contra Costa,2020-12-19,228,11,1518,59,2,38,239
