date,confirmed_patients,suspected_patients,all_hospital_beds,icu_covid_confirmed,icu_covid_suspected,icu_available_beds,total_covid_patients
2020-09-29,73,5,1304,16,0,65,78
2020-09-29,1,0,25,1,0,1,1
2020-09-29,17,4,557,7,1,6,21
2020-09-29,22,22,744,7,0,38,44
2020-09-29,80,14,1574,23,4,14,94
2020-09-29,9,11,271,5,0,9,20
2020-09-29,0,0,25,0,0,0,0
2020-09-29,0,0,25,0,0,0,0
2020-09-29,78,47,2390,26,5,126,125
2020-09-29,33,20,1007,14,5,47,53
2020-09-29,170,55,3845,45,9,160,225
2020-09-29,1,0,48,0,0,0,1
2020-09-29,34,9,677,7,0,21,43
2020-09-29,0,0,35,0,0,0,0
2020-09-29,0,0,33,0,0,6,0
2020-09-29,5,0,59,1,0,1,5
2020-09-30,26,0,259,8,0,7,26
2020-09-30,93,17,2998,28,3,103,110
2020-09-30,6,0,351,3,0,31,6
2020-09-30,10,9,263,2,0,23,19
2020-09-30,46,10,1273,17,3,53,56
2020-09-30,0,0,35,0,0,0,0
2020-09-30,0,0,189,0,0,6,0
2020-09-30,11,0,271,5,0,6,11
2020-09-30,13,0,265,1,0,10,13
2020-09-30,0,0,52,0,0,0,0
2020-09-30,173,55,5746,45,13,218,228
2020-09-30,0,0,0,0,0,0,0
2020-09-30,0,1,29,0,0,4,1
2020-09-30,80,26,1562,22,1,21,106
2020-09-30,8,1,561,1,0,4,9
2020-09-30,165,58,3863,45,12,164,223
2020-09-30,7,4,325,4,0,9,11
2020-09-30,2,0,272,1,0,6,2
2020-09-30,9,0,451,3,0,4,9
2020-09-30,6,1,150,2,0,3,7
2020-09-30,0,0,47,0,0,0,0
2020-09-30,84,32,2415,27,2,121,116
2020-09-30,6,0,59,1,0,1,6
2020-09-30,1,2,65,0,0,1,3
2020-09-30,31,15,1515,10,3,49,46
2020-09-30,1,0,51,1,0,2,1
2020-09-30,1,0,451,0,0,25,1
2020-09-30,17,18,744,5,3,29,35
2020-09-30,0,0,25,0,0,0,0
2020-09-30,0,0,25,0,0,0,0
2020-09-30,0,0,19,0,0,0,0
2020-09-30,39,9,677,8,1,20,48
2020-09-30,15,5,509,6,0,7,20
2020-09-30,14,18,570,2,1,10,32
2020-09-30,5,0,48,0,0,0,5
2020-09-30,0,0,33,0,0,8,0
2020-09-30,730,371,20001,197,55,996,1101
2020-09-30,1,0,25,1,0,2,1
2020-09-30,119,27,2502,31,6,83,146
2020-09-30,0,0,17,0,0,2,0
2020-09-30,3,0,126,2,0,5,3
2020-09-30,119,45,3370,40,10,122,164
2020-09-30,20,0,376,6,0,10,20
2020-09-30,0,0,56,0,0,8,0
2020-09-30,15,0,193,2,0,12,15
2020-09-30,64,10,1881,15,2,75,74
2020-09-30,26,16,703,8,2,19,42
2020-09-30,58,21,1308,21,4,21,79
2020-09-30,187,43,6771,70,8,309,230
2020-09-30,6,0,96,4,0,3,6
2020-09-30,18,1,666,5,1,44,19
2020-09-30,0,0,41,0,0,0,0
2020-09-30,35,16,1008,14,2,40,51
2020-09-30,27,0,702,8,0,25,27
2020-09-30,70,5,1336,14,0,56,75
2020-09-30,2,0,84,0,0,2,2
2020-10-01,0,0,25,0,0,0,0
2020-10-01,31,17,1505,10,2,44,48
2020-10-01,9,14,263,2,0,19,23
2020-10-01,0,0,84,0,0,2,0
2020-10-01,94,19,1517,19,2,18,113
2020-10-01,10,1,265,1,0,9,11
2020-10-01,84,17,3013,28,1,88,101
2020-10-01,20,0,376,6,0,14,20
2020-10-01,0,0,48,0,0,0,0
2020-10-01,175,34,5721,48,1,237,209
2020-10-01,39,7,677,8,1,21,46
2020-10-01,1,0,25,1,0,2,1
2020-10-01,2,1,451,0,0,23,3
2020-10-01,130,59,3381,39,11,131,189
2020-10-01,7,1,561,0,0,8,8
2020-10-01,6,5,340,3,1,10,11
2020-10-01,9,0,271,3,0,4,9
2020-10-01,0,0,41,0,0,0,0
2020-10-01,1,0,65,0,0,1,1
2020-10-01,35,18,1013,14,3,42,53
2020-10-01,58,4,1343,15,0,73,62
2020-10-01,1,1,189,0,0,10,2
2020-10-01,0,0,0,0,0,0,0
2020-10-01,3,1,124,1,0,2,4
2020-10-01,6,0,451,2,0,7,6
2020-10-01,0,0,19,0,0,0,0
2020-10-01,0,0,33,0,0,7,0
2020-10-01,186,54,6775,73,12,302,240
2020-10-01,108,26,2491,29,7,86,134
2020-10-01,173,47,3861,43,6,163,220
2020-10-01,698,371,20041,202,53,989,1069
2020-10-01,0,0,47,0,0,0,0
2020-10-01,1,0,51,0,0,2,1
2020-10-01,23,0,259,6,0,10,23
2020-10-01,2,0,270,1,0,2,2
2020-10-01,1,0,17,0,0,2,1
2020-10-01,0,1,51,0,0,1,1
2020-10-01,4,0,96,2,0,7,4
2020-10-01,94,36,2433,28,5,101,130
2020-10-01,55,24,1309,19,3,21,79
2020-10-01,18,13,572,3,2,7,31
2020-10-01,8,1,150,3,0,4,9
2020-10-01,17,1,530,5,0,5,18
2020-10-01,0,0,56,0,0,10,0
2020-10-01,7,0,59,1,0,2,7
2020-10-01,0,1,29,0,0,4,1
2020-10-01,0,0,35,0,0,0,0
2020-10-01,8,1,200,5,0,14,9
2020-10-01,16,0,193,2,0,15,16
2020-10-01,29,13,711,10,1,26,42
2020-10-01,43,9,1271,14,2,49,52
2020-10-01,59,9,1864,14,2,76,68
2020-10-01,29,0,702,7,0,27,29
2020-10-01,0,0,25,0,0,0,0
2020-10-01,20,1,666,6,1,46,21
2020-10-01,19,20,743,6,1,33,39
2020-10-02,31,7,1479,10,1,46,38
2020-10-02,55,19,1310,19,0,17,74
2020-10-02,2,0,451,0,0,26,2
2020-10-02,160,53,5771,47,9,229,213
2020-10-02,164,48,3839,41,5,165,212
2020-10-02,8,1,200,3,0,15,9
2020-10-02,0,0,35,0,0,0,0
2020-10-02,0,0,25,0,0,0,0
2020-10-02,4,0,96,1,0,6,4
2020-10-02,0,0,56,0,0,6,0
2020-10-02,19,1,666,5,1,40,20
2020-10-02,1,0,25,1,0,2,1
2020-10-02,4,1,48,0,0,0,5
2020-10-02,97,18,1527,22,3,22,115
2020-10-02,3,0,137,1,0,4,3
2020-10-02,1,0,51,0,0,3,1
2020-10-02,22,13,568,3,1,7,35
2020-10-02,18,24,746,5,1,33,42
2020-10-02,7,0,265,2,0,11,7
2020-10-02,30,0,702,7,0,24,30
2020-10-02,0,0,47,0,0,0,0
2020-10-02,1,0,189,0,0,13,1
2020-10-02,0,0,84,0,0,2,0
2020-10-02,0,1,29,0,0,3,1
2020-10-02,8,0,150,3,0,4,8
2020-10-02,1,0,65,0,0,6,1
2020-10-02,39,19,1004,13,2,35,58
2020-10-02,2,0,270,1,0,3,2
2020-10-02,35,7,677,6,1,29,42
2020-10-02,203,56,6784,77,10,278,259
2020-10-02,135,66,3361,39,13,122,201
2020-10-02,39,13,1260,15,3,50,52
2020-10-02,0,0,51,0,0,0,0
2020-10-02,21,6,530,5,1,6,27
2020-10-02,0,0,19,0,0,0,0
2020-10-02,26,0,259,7,0,9,26
2020-10-02,673,324,20018,188,48,1001,997
2020-10-02,7,1,561,0,0,5,8
2020-10-02,82,19,3022,34,1,88,101
2020-10-02,5,0,59,1,0,1,5
2020-10-02,0,0,0,0,0,0,0
2020-10-02,7,6,263,1,0,25,13
2020-10-02,7,0,451,3,0,9,7
2020-10-02,13,0,193,1,0,13,13
2020-10-02,0,0,17,0,0,2,0
2020-10-02,7,5,336,2,1,12,12
2020-10-02,76,34,2380,27,4,103,110
2020-10-02,29,13,708,10,1,31,42
2020-10-02,0,0,25,0,0,0,0
2020-10-02,96,23,2496,32,3,97,119
2020-10-02,22,0,376,6,0,14,22
2020-10-02,9,1,271,3,0,10,10
2020-10-02,0,0,41,0,0,0,0
2020-10-02,63,3,1338,16,0,69,66
2020-10-02,0,0,33,0,0,5,0
2020-10-02,55,10,1846,16,5,71,65
2020-10-03,6,1,561,1,0,3,7
2020-10-03,12,0,451,4,0,12,12
2020-10-03,23,1,666,5,0,44,24
2020-10-03,0,0,47,0,0,0,0
2020-10-03,21,13,568,2,1,6,34
2020-10-03,0,0,35,0,0,0,0
2020-10-03,29,11,705,10,2,34,40
2020-10-03,55,17,1315,18,0,32,72
2020-10-03,38,16,1004,12,3,41,54
2020-10-03,3,0,120,1,0,4,3
2020-10-03,6,0,200,2,0,13,6
2020-10-03,0,0,0,0,0,0,0
2020-10-03,6,0,150,2,0,5,6
2020-10-03,2,4,48,0,0,0,6
2020-10-03,26,1,259,7,1,6,27
2020-10-03,26,7,518,7,1,6,33
2020-10-03,7,6,263,1,0,23,13
2020-10-03,155,52,5860,47,9,241,207
2020-10-03,50,7,1840,17,1,88,57
2020-10-03,63,4,1316,17,1,69,67
2020-10-03,102,16,1523,24,0,18,118
2020-10-03,0,0,84,0,0,0,0
2020-10-03,2,0,96,1,0,6,2
2020-10-03,0,0,51,0,0,6,0
2020-10-03,1,0,25,1,0,0,1
2020-10-03,0,0,56,0,0,8,0
2020-10-03,87,29,2494,28,4,91,116
2020-10-03,21,0,376,6,0,15,21
2020-10-03,0,0,25,0,0,0,0
2020-10-03,0,0,19,0,0,0,0
2020-10-03,29,0,702,5,0,24,29
2020-10-03,0,3,65,0,1,6,3
2020-10-03,1,0,189,0,0,10,1
2020-10-03,0,0,51,0,0,1,0
2020-10-03,0,0,25,0,0,0,0
2020-10-03,15,0,193,1,0,14,15
2020-10-03,36,9,664,9,2,30,45
2020-10-03,82,23,2921,30,2,109,105
2020-10-03,2,0,451,0,0,30,2
2020-10-03,0,0,41,0,0,0,0
2020-10-03,18,24,746,4,0,33,42
2020-10-03,6,0,265,2,0,9,6
2020-10-03,6,0,271,3,0,12,6
2020-10-03,170,54,3808,43,7,164,224
2020-10-03,0,0,29,0,0,4,0
2020-10-03,8,6,336,3,1,14,14
2020-10-03,2,0,250,1,0,7,2
2020-10-03,31,10,1478,9,1,45,41
2020-10-03,207,60,6770,68,13,296,267
2020-10-03,78,41,2396,27,6,101,119
2020-10-03,38,11,1253,15,3,51,49
2020-10-03,4,0,59,0,0,1,4
2020-10-03,0,0,17,0,0,2,0
2020-10-03,674,353,19912,188,51,988,1027
2020-10-03,135,67,3320,43,13,112,202
2020-10-03,0,0,33,0,0,4,0
2020-10-04,0,0,41,0,0,0,0
2020-10-04,1,1,84,1,0,0,2
2020-10-04,61,1,1317,19,0,70,62
2020-10-04,2,1,264,1,0,11,3
2020-10-04,168,42,5897,53,7,234,210
2020-10-04,6,1,200,2,0,12,7
2020-10-04,8,7,263,1,0,22,15
2020-10-04,8,0,451,4,0,18,8
2020-10-04,71,29,2379,23,6,115,100
2020-10-04,27,2,702,6,1,22,29
2020-10-04,21,17,553,2,2,7,38
2020-10-04,1,0,25,1,0,2,1
2020-10-04,35,11,1001,12,3,46,46
2020-10-04,203,53,6805,70,12,307,256
2020-10-04,4,0,451,0,0,30,4
2020-10-04,34,19,1490,7,2,51,53
2020-10-04,0,0,56,0,0,7,0
2020-10-04,0,0,47,0,0,0,0
2020-10-04,103,13,1515,23,2,17,116
2020-10-04,0,0,51,0,0,1,0
2020-10-04,16,0,376,5,0,13,16
2020-10-04,7,0,271,3,0,10,7
2020-10-04,28,12,676,9,1,32,40
2020-10-04,14,0,193,1,0,16,14
2020-10-04,24,0,259,10,0,6,24
2020-10-04,28,7,505,7,0,6,35
2020-10-04,52,9,1787,16,1,92,61
2020-10-04,87,20,2919,30,4,103,107
2020-10-04,0,0,25,0,0,0,0
2020-10-04,35,9,664,7,1,31,44
2020-10-04,4,0,59,1,0,3,4
2020-10-04,4,1,561,0,0,8,5
2020-10-04,0,0,65,0,0,4,0
2020-10-04,4,0,121,2,0,4,4
2020-10-04,22,34,747,4,2,29,56
2020-10-04,2,0,189,0,0,12,2
2020-10-04,31,11,1247,14,3,53,42
2020-10-04,0,0,29,0,0,4,0
2020-10-04,0,0,25,0,0,0,0
2020-10-04,133,68,3361,40,13,112,201
2020-10-04,0,0,19,0,0,0,0
2020-10-04,22,0,666,6,0,56,22
2020-10-04,1,0,96,0,0,6,1
2020-10-04,175,59,3825,49,8,180,234
2020-10-04,0,0,33,0,0,5,0
2020-10-04,0,0,0,0,0,0,0
2020-10-04,4,10,333,1,0,13,14
2020-10-04,0,0,35,0,0,0,0
2020-10-04,7,1,150,1,1,6,8
2020-10-04,2,4,48,0,0,0,6
2020-10-04,0,0,51,0,0,3,0
2020-10-04,4,0,265,2,0,10,4
2020-10-04,685,373,19854,201,51,1072,1058
2020-10-04,54,11,1316,20,1,39,65
2020-10-04,93,29,2474,27,3,104,122
2020-10-04,0,0,17,0,0,2,0
2020-10-05,1,0,189,1,0,11,1
2020-10-05,0,0,35,0,0,0,0
2020-10-05,83,23,3014,28,4,114,106
2020-10-05,5,0,150,3,0,4,5
2020-10-05,0,0,25,0,0,0,0
2020-10-05,4,0,265,2,0,10,4
2020-10-05,15,0,193,1,0,16,15
2020-10-05,96,29,2466,29,5,109,125
2020-10-05,107,18,1514,19,4,12,125
2020-10-05,5,4,325,1,0,16,9
2020-10-05,0,3,65,0,2,1,3
2020-10-05,0,0,84,0,0,0,0
2020-10-05,0,0,51,0,0,3,0
2020-10-05,0,0,25,0,0,0,0
2020-10-05,66,0,1335,16,0,67,66
2020-10-05,0,0,0,0,0,0,0
2020-10-05,8,0,451,4,0,15,8
2020-10-05,10,1,561,0,0,9,11
2020-10-05,30,13,1002,11,3,45,43
2020-10-05,20,10,545,4,1,9,30
2020-10-05,142,67,3390,42,16,115,209
2020-10-05,0,0,33,0,0,5,0
2020-10-05,0,0,19,0,0,0,0
2020-10-05,3,0,451,0,0,28,3
2020-10-05,5,1,271,2,0,14,6
2020-10-05,14,0,376,4,0,14,14
2020-10-05,26,12,682,8,2,29,38
2020-10-05,50,9,1812,16,0,86,59
2020-10-05,73,37,2381,23,6,110,110
2020-10-05,19,0,666,6,0,62,19
2020-10-05,20,25,729,4,1,30,45
2020-10-05,217,56,6773,66,10,313,273
2020-10-05,0,0,52,0,0,3,0
2020-10-05,2,3,264,1,0,11,5
2020-10-05,176,52,5698,63,10,210,228
2020-10-05,0,0,47,0,0,0,0
2020-10-05,0,0,25,0,0,3,0
2020-10-05,0,0,17,0,0,2,0
2020-10-05,0,0,41,0,0,0,0
2020-10-05,53,21,1313,21,2,37,74
2020-10-05,33,12,1227,14,4,56,45
2020-10-05,186,53,3844,50,6,169,239
2020-10-05,696,339,19975,195,47,1040,1035
2020-10-05,28,7,522,11,0,4,35
2020-10-05,27,0,259,10,0,2,27
2020-10-05,37,20,1500,7,3,59,57
2020-10-05,0,0,56,0,0,8,0
2020-10-05,34,8,677,9,1,25,42
2020-10-05,1,0,29,0,0,4,1
2020-10-05,5,0,59,0,0,0,5
2020-10-05,4,0,48,0,0,0,4
2020-10-05,24,1,702,5,1,26,25
2020-10-05,1,0,96,0,0,7,1
2020-10-05,8,6,263,1,0,25,14
2020-10-05,6,1,200,2,0,14,7
2020-10-05,4,0,133,2,0,3,4
2020-10-06,2,1,29,1,0,3,3
2020-10-06,0,0,56,0,0,10,0
2020-10-06,0,0,51,0,0,2,0
2020-10-06,0,0,33,0,0,4,0
2020-10-06,0,0,35,0,0,0,0
2020-10-06,20,31,747,4,2,32,51
2020-10-06,709,351,20081,197,58,943,1060
2020-10-06,15,0,376,4,0,10,15
2020-10-06,25,1,702,6,1,22,26
2020-10-06,0,4,48,0,0,0,4
2020-10-06,200,39,3848,52,5,157,239
2020-10-06,5,0,150,3,0,4,5
2020-10-06,2,3,252,1,0,8,5
2020-10-06,0,0,19,0,0,0,0
2020-10-06,0,0,84,0,0,2,0
2020-10-06,1,0,96,0,0,6,1
2020-10-06,7,0,561,0,0,6,7
2020-10-06,183,52,5822,64,7,214,235
2020-10-06,0,0,17,0,0,2,0
2020-10-06,0,3,65,0,2,2,3
2020-10-06,4,8,263,1,1,24,12
2020-10-06,34,6,570,11,0,7,40
2020-10-06,20,15,548,4,0,8,35
2020-10-06,0,0,25,0,0,0,0
2020-10-06,89,30,2386,29,2,91,119
2020-10-06,135,83,3419,38,16,122,218
2020-10-06,214,66,6780,63,7,311,280
2020-10-06,0,0,51,0,0,5,0
2020-10-06,28,8,677,9,0,17,36
2020-10-06,0,0,25,0,0,2,0
2020-10-06,0,0,41,0,0,0,0
2020-10-06,26,17,1005,11,1,46,43
2020-10-06,32,25,1526,6,4,56,57
2020-10-06,30,0,259,11,0,2,30
2020-10-06,75,40,2416,24,5,113,115
2020-10-06,2,0,451,0,0,25,2
2020-10-06,19,0,666,7,0,54,19
2020-10-06,45,15,1314,17,1,36,60
2020-10-06,65,3,1346,10,0,67,68
2020-10-06,77,23,3010,30,4,102,100
2020-10-06,4,0,271,1,0,9,4
2020-10-06,3,0,114,1,0,5,3
2020-10-06,0,0,0,0,0,0,0
2020-10-06,6,6,330,0,0,17,12
2020-10-06,0,0,189,0,0,8,0
2020-10-06,16,0,193,2,0,15,16
2020-10-06,0,0,47,0,0,0,0
2020-10-06,0,0,25,0,0,0,0
2020-10-06,100,22,1518,18,3,32,122
2020-10-06,47,7,1865,14,1,74,54
2020-10-06,8,0,451,5,0,5,8
2020-10-06,34,9,1233,16,4,60,43
2020-10-06,5,0,59,1,0,0,5
2020-10-06,6,1,265,2,0,14,7
2020-10-06,6,2,351,2,0,27,8
2020-10-06,24,10,697,8,0,30,34
2020-10-07,32,27,1527,6,6,53,59
2020-10-07,3,4,451,1,0,26,7
2020-10-07,0,0,51,0,0,4,0
2020-10-07,15,0,376,5,0,12,15
2020-10-07,77,25,3035,24,0,105,102
2020-10-07,0,0,25,0,0,2,0
2020-10-07,30,15,1004,10,2,51,45
2020-10-07,5,4,351,2,0,24,9
2020-10-07,2,1,129,1,1,5,3
2020-10-07,4,1,561,0,0,3,5
2020-10-07,205,44,3860,45,5,149,249
2020-10-07,3,1,264,1,0,8,4
2020-10-07,7,0,451,4,0,9,7
2020-10-07,0,2,48,0,0,0,2
2020-10-07,0,1,65,0,0,3,1
2020-10-07,0,1,33,0,0,5,1
2020-10-07,19,21,570,5,4,7,40
2020-10-07,0,0,35,0,0,0,0
2020-10-07,19,0,193,3,0,13,19
2020-10-07,0,0,0,0,0,0,0
2020-10-07,0,0,25,0,0,0,0
2020-10-07,0,0,17,0,0,2,0
2020-10-07,3,0,150,3,0,4,3
2020-10-07,0,0,19,0,0,0,0
2020-10-07,44,11,1900,16,1,70,55
2020-10-07,0,0,84,0,0,2,0
2020-10-07,0,0,47,0,0,0,0
2020-10-07,104,23,1545,12,2,32,127
2020-10-07,172,38,5770,62,3,219,210
2020-10-07,0,2,41,0,0,0,2
2020-10-07,4,1,271,1,0,8,5
2020-10-07,22,10,698,9,0,19,32
2020-10-07,62,3,1336,12,0,59,65
2020-10-07,26,0,259,9,0,1,26
2020-10-07,3,0,96,0,0,5,3
2020-10-07,1,1,29,0,0,4,2
2020-10-07,37,6,677,8,0,23,43
2020-10-07,135,74,3421,40,13,128,209
2020-10-07,31,8,579,7,0,10,39
2020-10-07,217,44,6784,63,9,308,261
2020-10-07,6,4,318,0,0,14,10
2020-10-07,25,0,702,8,0,18,25
2020-10-07,0,0,51,0,0,2,0
2020-10-07,0,0,56,0,0,10,0
2020-10-07,35,11,1227,20,1,56,46
2020-10-07,1,0,189,0,0,5,1
2020-10-07,724,353,20087,185,43,958,1077
2020-10-07,0,0,25,0,0,0,0
2020-10-07,20,0,666,7,0,48,20
2020-10-07,7,4,263,1,0,23,11
2020-10-07,16,33,754,4,4,26,49
2020-10-07,6,0,59,2,0,0,6
2020-10-07,46,14,1314,19,1,30,60
2020-10-07,7,0,265,2,0,15,7
2020-10-07,66,34,2417,25,3,116,100
2020-10-07,87,37,2499,30,4,78,124
2020-10-08,4,0,150,3,0,6,4
2020-10-08,39,5,1885,17,1,72,44
2020-10-08,30,8,560,5,1,7,38
2020-10-08,3,0,59,0,0,0,3
2020-10-08,31,11,1006,8,1,46,42
2020-10-08,26,0,259,9,0,2,26
2020-10-08,102,26,1544,18,1,23,128
2020-10-08,59,4,1338,11,0,56,63
2020-10-08,29,12,1532,5,4,45,41
2020-10-08,0,0,0,0,0,0,0
2020-10-08,85,45,2534,29,6,81,130
2020-10-08,0,0,56,0,0,10,0
2020-10-08,0,0,19,0,0,0,0
2020-10-08,0,0,35,0,0,0,0
2020-10-08,33,13,1252,20,0,48,46
2020-10-08,61,44,2416,21,4,106,105
2020-10-08,1,0,189,1,0,10,1
2020-10-08,0,0,33,0,0,8,0
2020-10-08,0,1,48,0,0,0,1
2020-10-08,0,0,84,0,0,1,0
2020-10-08,145,70,3434,39,14,112,215
2020-10-08,3,6,248,0,1,6,9
2020-10-08,5,0,96,0,0,6,5
2020-10-08,4,0,561,0,0,5,4
2020-10-08,21,23,583,5,1,9,44
2020-10-08,0,1,65,0,0,4,1
2020-10-08,207,51,3869,35,10,158,258
2020-10-08,0,0,41,0,0,0,0
2020-10-08,701,358,20130,184,38,920,1059
2020-10-08,18,24,749,4,1,26,42
2020-10-08,7,2,324,0,0,12,9
2020-10-08,3,0,451,1,0,25,3
2020-10-08,0,0,47,0,0,0,0
2020-10-08,2,0,351,2,0,25,2
2020-10-08,13,0,376,4,0,14,13
2020-10-08,0,0,51,0,0,2,0
2020-10-08,0,0,25,0,0,3,0
2020-10-08,16,0,193,4,0,12,16
2020-10-08,9,1,265,3,0,12,10
2020-10-08,1,1,123,0,1,6,2
2020-10-08,0,0,17,0,0,2,0
2020-10-08,215,47,6784,64,10,348,262
2020-10-08,36,6,677,6,0,25,42
2020-10-08,0,0,25,0,0,0,0
2020-10-08,0,0,25,0,0,0,0
2020-10-08,2,0,29,1,0,3,2
2020-10-08,0,0,51,0,0,6,0
2020-10-08,25,0,702,6,0,20,25
2020-10-08,7,6,271,2,0,4,13
2020-10-08,24,0,666,8,0,50,24
2020-10-08,79,19,3041,24,3,97,98
2020-10-08,176,44,5743,64,7,212,220
2020-10-08,50,27,1320,20,1,23,77
2020-10-08,7,0,451,3,0,7,7
2020-10-08,23,10,712,8,0,21,33
2020-10-08,8,11,263,1,2,22,19
2020-10-09,0,0,17,0,0,2,0
2020-10-09,715,329,20053,187,40,941,1044
2020-10-09,209,49,3839,33,8,163,258
2020-10-09,0,0,19,0,0,0,0
2020-10-09,0,0,25,0,0,0,0
2020-10-09,18,22,745,2,2,29,40
2020-10-09,93,23,1554,14,3,18,116
2020-10-09,0,0,0,0,0,0,0
2020-10-09,7,3,272,2,0,6,10
2020-10-09,0,0,51,0,0,4,0
2020-10-09,75,37,2482,27,5,75,112
2020-10-09,23,18,586,5,0,11,41
2020-10-09,27,3,702,6,0,21,30
2020-10-09,0,0,47,0,0,0,0
2020-10-09,69,23,3031,20,2,108,92
2020-10-09,59,41,2417,21,4,111,100
2020-10-09,13,0,376,4,0,14,13
2020-10-09,3,1,451,1,0,29,4
2020-10-09,23,1,666,6,0,50,24
2020-10-09,57,2,1345,11,0,55,59
2020-10-09,25,7,1007,6,5,51,32
2020-10-09,9,8,263,1,1,24,17
2020-10-09,7,0,265,1,0,12,7
2020-10-09,33,8,1907,14,2,72,41
2020-10-09,3,2,265,0,0,5,5
2020-10-09,146,57,3413,40,10,101,203
2020-10-09,34,17,1255,19,7,49,51
2020-10-09,0,0,48,0,0,0,0
2020-10-09,1,0,189,1,0,5,1
2020-10-09,0,0,25,0,0,0,0
2020-10-09,1,0,29,1,0,3,1
2020-10-09,0,0,35,0,0,0,0
2020-10-09,197,47,6783,59,10,295,244
2020-10-09,0,0,56,0,0,9,0
2020-10-09,17,0,193,3,0,13,17
2020-10-09,28,0,259,11,0,3,28
2020-10-09,10,2,334,0,0,16,12
2020-10-09,6,0,451,3,0,11,6
2020-10-09,4,0,150,4,0,3,4
2020-10-09,3,0,561,0,0,8,3
2020-10-09,0,0,41,0,0,0,0
2020-10-09,30,6,579,5,2,11,36
2020-10-09,0,0,25,0,0,3,0
2020-10-09,31,6,677,7,0,31,37
2020-10-09,3,0,96,0,0,11,3
2020-10-09,169,52,5786,61,10,223,221
2020-10-09,29,10,707,9,3,22,39
2020-10-09,0,0,51,0,0,1,0
2020-10-09,2,1,351,2,0,21,3
2020-10-09,1,0,123,0,0,5,1
2020-10-09,51,31,1313,19,2,24,82
2020-10-09,0,0,33,0,0,8,0
2020-10-09,30,14,1516,7,4,49,44
2020-10-09,3,0,59,0,0,0,3
2020-10-09,0,0,84,0,0,3,0
2020-10-09,0,0,65,0,0,5,0
2020-10-10,0,0,25,0,0,0,0
2020-10-10,135,56,3392,38,9,113,191
2020-10-10,52,27,1322,21,2,27,79
2020-10-10,2,0,116,0,0,5,2
2020-10-10,3,0,59,0,0,0,3
2020-10-10,2,2,351,0,0,24,4
2020-10-10,0,0,33,0,0,8,0
2020-10-10,3,0,255,0,0,9,3
2020-10-10,11,8,263,1,0,13,19
2020-10-10,30,18,1465,7,2,52,48
2020-10-10,33,4,1882,12,1,68,37
2020-10-10,5,2,561,0,0,5,7
2020-10-10,164,49,5768,57,5,237,213
2020-10-10,195,52,6797,51,8,318,247
2020-10-10,31,0,259,11,0,-1,31
2020-10-10,46,2,1085,13,0,55,48
2020-10-10,0,0,48,0,0,0,0
2020-10-10,3,0,150,3,0,7,3
2020-10-10,192,52,3788,35,9,171,244
2020-10-10,71,24,2926,20,2,110,95
2020-10-10,21,16,585,4,0,8,37
2020-10-10,6,3,272,2,0,9,9
2020-10-10,26,2,702,8,0,18,28
2020-10-10,17,0,376,4,0,17,17
2020-10-10,17,40,736,4,5,29,57
2020-10-10,8,7,332,0,0,11,15
2020-10-10,0,1,65,0,1,4,1
2020-10-10,693,360,19986,202,57,950,1053
2020-10-10,78,56,2517,27,7,79,134
2020-10-10,2,0,451,1,0,27,2
2020-10-10,85,19,1539,13,2,27,104
2020-10-10,0,0,19,0,0,0,0
2020-10-10,0,0,25,0,0,1,0
2020-10-10,1,0,189,1,0,8,1
2020-10-10,0,0,51,0,0,3,0
2020-10-10,0,0,41,0,0,0,0
2020-10-10,0,0,51,0,0,2,0
2020-10-10,32,8,664,5,1,32,40
2020-10-10,1,0,84,0,0,4,1
2020-10-10,1,0,29,0,0,4,1
2020-10-10,0,0,17,0,0,2,0
2020-10-10,0,0,0,0,0,0,0
2020-10-10,0,0,56,0,0,8,0
2020-10-10,24,0,666,6,0,52,24
2020-10-10,18,0,193,2,0,16,18
2020-10-10,0,0,25,0,0,0,0
2020-10-10,64,46,2422,24,5,121,110
2020-10-10,32,6,552,6,1,9,38
2020-10-10,0,0,47,0,0,0,0
2020-10-10,6,0,451,3,0,9,6
2020-10-10,0,0,35,0,0,0,0
2020-10-10,37,11,1239,18,3,55,48
2020-10-10,22,14,1006,5,0,57,36
2020-10-10,29,9,710,7,3,27,38
2020-10-10,2,0,96,0,0,10,2
2020-10-10,9,0,265,1,0,11,9
2020-10-11,77,54,2454,25,9,97,131
2020-10-11,0,0,51,0,0,1,0
2020-10-11,0,0,56,0,0,9,0
2020-10-11,173,51,6778,51,16,325,224
2020-10-11,19,0,666,5,0,64,19
2020-10-11,31,12,1235,18,1,59,43
2020-10-11,183,53,3799,42,15,164,236
2020-10-11,27,3,1801,11,1,83,30
2020-10-11,78,30,2910,23,4,117,108
2020-10-11,1,0,346,1,0,22,1
2020-10-11,0,0,41,0,0,0,0
2020-10-11,2,1,89,0,0,7,3
2020-10-11,6,2,271,2,1,10,8
2020-10-11,3,0,150,3,0,6,3
2020-10-11,1,0,65,0,0,4,1
2020-10-11,0,0,25,0,0,0,0
2020-10-11,0,0,33,0,0,6,0
2020-10-11,26,17,564,4,0,8,43
2020-10-11,34,2,259,11,0,1,36
2020-10-11,10,9,263,1,0,26,19
2020-10-11,29,8,677,6,2,40,37
2020-10-11,0,0,35,0,0,0,0
